case_id,option_rank,job_id,job_title,canonical_role_id,canonical_role,standard_category,standard_direction,required_skills,job_description,human_accept,human_reason,job_title_label,expert_gpt_grade_0_to_3,expert_gpt_accept,expert_gpt_shared_skill_count,expert_gpt_reason,annotator
CM-191,4,JOB00003,软件开发,agent_application,智能体应用工程师,AI应用与平台,智能体与大模型应用,"[""AI工程系统架构"", ""大模型工作流"", ""Agent"", ""Agent系统架构"", ""Prompt工程"", ""长文本处理"", ""Function Calling"", ""RAG"", ""多Agent协同"", ""工作流编排"", ""任务调度"", ""异常自愈"", ""根因定位"", ""LLM工程化""]","1. 主导智能化Agent架构设计，整合Prompt工程、长文本处理、Function Calling与RAG等核心能力；
2. 构建多Agent协同工作流机制，实现任务自动拆解、调度与异常自愈；
3. 推动AI能力与现有工程体系深度融合，建立反馈闭环优化模型自修正能力；
4. 制定智能用例生成等场景落地路径，完成从架构搭建到闭环验证的全流程交付；
5. 总结LLM工程化与Agent架构实践，形成可复用技术方案指导团队提升。
1. 具备AI驱动的工程系统架构经验，主导过大模型工作流从0到1搭建，熟悉复杂任务自主拆解与执行；
2. 拥有智能化Agent协同系统的实际开发经验，熟悉在主流平台中落地AI能力以提升研发效率的路径；
3. 能够主导基于大模型的Agent系统架构设计，整合Prompt工程、长文本处理、Function Calling与RAG等核心技术；
4. 能够设计多Agent协同的工作流编排机制，实现任务自动调度与异常自愈，并具备从问题表象定位底层原因的能力；
5. 致力于将AI技术深度融入研发流程，敢于探索新型应用模式并推动关键突破；
6. 符合京东价值观：客户为先、创新、拼搏、担当、感恩、诚信。
主导过大模型工作流从0到1搭建; 熟悉复杂任务自主拆解与执行; 拥有智能化Agent协同系统实际开发经验; 能够主导基于大模型的Agent系统架构设计; 能够设计多Agent协同的工作流编排机制",,,智能体应用工程师,0,no,0,标准岗位不同，且缺少足够的职责与技能证据。,expert_gpt_v1
CM-191,5,JOB00004,资深产品经理（ 智能体方向）-火山引擎,ai_product,AI产品经理,AI应用与平台,AI平台与产品,[],"1、产品战略与愿景定义：基于市场趋势与客户痛点，独立负责AI Agent产品的战略规划与愿景设计，清晰定义产品核心价值主张与路线图（产品路径图）；
2、全链路产品设计与迭代：负责从需求分析、用户研究、信息架构设计到高保真原型产出的全流程；重点设计Agent的执行引擎抽象、插件化架构交互、多租户安全体系等产品体验，确保技术可行性与业务价值的统一；
3、To B企业级产品落地：深度参与AI产品在生产环境的特性设计，包括安全合规、权限控制、生命周期管理、监控告警、容错机制等，确保产品满足企业级客户的严苛要求；
4、技术与业务桥梁构建：作为业务、研发、市场三方的核心纽带，准确翻译业务需求为技术语言，驱动研发团队高效交付，并对产品上线后的数据表现与用户反馈进行持续迭代优化；
5、行业方案与商业化赋能：结合垂类行业（如私域运营、客户服务等）场景，沉淀标准化的AI Agent产品解决方案，参与售前方案设计与客户成功，推动产品商业化。
1、本科及以上学历，5年及以上AI领域产品经验，其中至少3年专注于AI大模型、Agent智能体或相关技术产品方向的资深经验；
2、深刻理解AI大模型应用、RAG架构、函数调用（Tool Use）、Prompt工程等技术原理，并能转化为产品能力；有To B企业级AI产品落地经验者优先；
3、具备优秀的系统设计能力，能够理解并设计插件化、可扩展、可热插拔的Agent产品架构，具备复杂业务逻辑建模和跨系统产品设计经验；
4、具备较强的技术理解力和沟通能力，能与研发、算法工程师顺畅协作，有效推动技术方案落地；熟悉Go/Java/Python等至少一种开发语言者将极大加分；
5、具备敏锐的商业洞察力，以结果为导向，能够平衡短期交付与长期战略，驱动产品从0到1再到N的规模化成功；
6、自驱力强，具备优秀的项目管理能力和跨团队协作能力，能在快速变化的环境中推动复杂项目顺利完成。
该岗位主要是即时零售产品规划、场景梳理、多产品线协同、用户需求转化、产品数据评估等产品能力，没有明确可抽取的计算机技术关键词
即时零售",,,AI产品经理,0,no,0,标准岗位不同，且缺少足够的职责与技能证据。,expert_gpt_v1
CM-192,1,JOB06939,小米汽车-整车海外适应性验证工程师,chip_verification,芯片验证工程师,智能系统与端侧,芯片与计算硬件,"[""Python"", ""自动化测试脚本""]","1. 负责出口海外车型的测试车辆与方案策划，规划具体测试验证内容，并制定实施计划；
2. 负责国内相关试验验证项目的跟踪、问题跟踪与管理；
3. 负责海外适应性试验的具体执行跟踪、试验运营、问题沟通管理交付、验证报告输出、预算管理等；
4. 结合国内外验证资源、车型具体定义以及海外用户模型，搭建海外验证策略与体系，形成可复用的涵盖海外各区域的验证方法与策略；
1. 具有本科及以上学历，车辆工程、汽车电子、计算机或者软件相关专业；
2. 整车道路测试至少5年以上从业经历，海外测试至少3年以上经历，熟悉整车开发验证流程，参与过主流主机厂至少1个车型项目的完整海外测试策划、验证、交付；
3. 熟悉道路泛化测试的量化维度及指标评价方法，具有道路场景泛化测试经验者优先；
4. 熟悉整车结构、整车基本属性，熟悉整车智驾域、座舱域、车身域、底盘域、三电域等功能，具有整车功能开发验收测试经验者优先；
5. 较好的团队合作精神，责任心强，工作积极主动。有较强的沟通、组织和协调能力。
6. 具备使用python等工具编制自动化测试脚本能力。
岗位以整车道路测试为主，明确出现Python自动化测试脚本能力。
整车海外适应性验证",,,芯片验证工程师,2,yes,1,标准岗位一致，但仅命中1/2项JD技能，列为可推荐边界样本。,expert_gpt_v1
CM-192,2,JOB04021,SOC验证工程师-Data（上海）,chip_verification,芯片验证工程师,智能系统与端侧,芯片与计算硬件,"[""UVM"", ""SystemVerilog"", ""Makefile"", ""Perl"", ""Python"", ""C/C++"", ""RISC-V"", ""ARM"", ""AMBA4"", ""AMBA5"", ""CXL"", ""CCIX"", ""SOC验证""]","1、搭建验证UVM环境熟悉自动化和可重复使用的开发环境；
2、熟悉并执行针对覆盖目标的测试计划熟悉性能验证，功耗感知仿真，RTL/FW协同仿真和GTL仿真；
3、能够协助设计人员Debug设计缺陷，熟练分析验证模块，改善和完善验证流程。
1、电子、微电子，计算机等相关专业本科5年，硕士研究生或以上3年SOC验证工作经验；
2、深入了解UVM，系统Verilog，Makefile，Perl，Python和C/C++；
3、深入了解RISC-V/ARM处理器架构和AMBA4/5协议；
4、具有CXL和CCIX等芯片互连协议的经验优先；
5、工作认真负责，具备较好的沟通、学习能力，较强的英文读写能力，以及较好的团队协作精神。
要求具备SOC验证经验，熟悉验证方法学、处理器架构、总线和芯片互连协议。
Data; SOC验证",,,芯片验证工程师,3,yes,6,标准岗位一致，命中6/13项JD技能，职责方向一致。,expert_gpt_v1
CM-192,3,JOB04599,SOC验证工程师-Data（深圳）,chip_verification,芯片验证工程师,智能系统与端侧,芯片与计算硬件,"[""SOC验证"", ""UVM"", ""SystemVerilog"", ""Makefile"", ""Perl"", ""Python"", ""C/C++"", ""RISC-V"", ""ARM"", ""AMBA4"", ""AMBA5"", ""CXL"", ""CCIX""]","1、搭建验证UVM环境熟悉自动化和可重复使用的开发环境；
2、熟悉并执行针对覆盖目标的测试计划熟悉性能验证，功耗感知仿真，RTL/FW协同仿真和GTL仿真；
3、能够协助设计人员Debug设计缺陷，熟练分析验证模块，改善和完善验证流程。
1、电子、微电子，计算机等相关专业本科5年，硕士研究生或以上3年SOC验证工作经验；
2、深入了解UVM，系统Verilog，Makefile，Perl，Python和C/C++；
3、深入了解RISC-V/ARM处理器架构和AMBA4/5协议；
4、具有CXL和CCIX等芯片互连协议的经验优先；
5、工作认真负责，具备较好的沟通、学习能力，较强的英文读写能力，以及较好的团队协作精神。
要求具备SOC验证经验，熟悉UVM/SystemVerilog、脚本语言、处理器架构和总线互连协议。
Data; SOC验证; 深圳",,,芯片验证工程师,3,yes,6,标准岗位一致，命中6/13项JD技能，职责方向一致。,expert_gpt_v1
CM-192,4,JOB00001,后端开发工程师岗,backend_engineering,后端开发工程师,软件工程,服务端与工程架构,"[""Java"", ""B/S架构"", ""Spring"", ""Spring Boot"", ""MyBatis"", ""MySQL"", ""数据库优化"", ""缓存"", ""大数据存储"", ""消息队列"", ""中间件"", ""后端开发"", ""系统架构设计"", ""AI应用""]","1.深入研究国际物流、海外仓储及跨境电商等业务场景，通过技术创新提升系统性能和用户体验;
2.负责系统架构的设计与优化，确保技术解决方案的前瞻性和可持续性;
3.主导开发重要的系统模块和组件，提升系统的稳定性、可扩展性和安全性;
4.作为团队的技术引领者，带领团队解决复杂的技术挑战，推动项目高效执行。
1.拥有计算机或相关领域的本科及以上学历，基础扎实，热爱编程;
2.至少5年以上的JAVA开发经验，对B/S架构有深入理解和丰富应用实践;
3.精通SPRING，SPRINGBOOT、MYBATIS等主流技术框架，对MYSQL等数据库有深入了解和优化经验；熟悉缓存技术、大数据存储技术、消息队列等技术中间件;
4.具备出色的团队协作和沟通能力，能够高效推动项目进展，解决技术难题;
5.优先考虑具有产品架构设计、自主开发组件、物流行业背景的候选人。
6.需要具备AI应用相关经验。
符合京东价值观：客户为先、创新、拼搏、担当、感恩、诚信。
至少5年以上Java开发经验; 对B/S架构有深入理解和丰富应用实践; 精通Spring、Spring Boot、MyBatis等主流技术框架; 对MySQL等数据库有深入了解和优化经验; 熟悉缓存技术、大数据存储技术、消息队列等技术中间件; 具备AI应用相关经验
国际物流; 海外仓储; 跨境电商; 物流行业",,,后端开发工程师,0,no,0,标准岗位不同，且缺少足够的职责与技能证据。,expert_gpt_v1
CM-192,5,JOB00003,软件开发,agent_application,智能体应用工程师,AI应用与平台,智能体与大模型应用,"[""AI工程系统架构"", ""大模型工作流"", ""Agent"", ""Agent系统架构"", ""Prompt工程"", ""长文本处理"", ""Function Calling"", ""RAG"", ""多Agent协同"", ""工作流编排"", ""任务调度"", ""异常自愈"", ""根因定位"", ""LLM工程化""]","1. 主导智能化Agent架构设计，整合Prompt工程、长文本处理、Function Calling与RAG等核心能力；
2. 构建多Agent协同工作流机制，实现任务自动拆解、调度与异常自愈；
3. 推动AI能力与现有工程体系深度融合，建立反馈闭环优化模型自修正能力；
4. 制定智能用例生成等场景落地路径，完成从架构搭建到闭环验证的全流程交付；
5. 总结LLM工程化与Agent架构实践，形成可复用技术方案指导团队提升。
1. 具备AI驱动的工程系统架构经验，主导过大模型工作流从0到1搭建，熟悉复杂任务自主拆解与执行；
2. 拥有智能化Agent协同系统的实际开发经验，熟悉在主流平台中落地AI能力以提升研发效率的路径；
3. 能够主导基于大模型的Agent系统架构设计，整合Prompt工程、长文本处理、Function Calling与RAG等核心技术；
4. 能够设计多Agent协同的工作流编排机制，实现任务自动调度与异常自愈，并具备从问题表象定位底层原因的能力；
5. 致力于将AI技术深度融入研发流程，敢于探索新型应用模式并推动关键突破；
6. 符合京东价值观：客户为先、创新、拼搏、担当、感恩、诚信。
主导过大模型工作流从0到1搭建; 熟悉复杂任务自主拆解与执行; 拥有智能化Agent协同系统实际开发经验; 能够主导基于大模型的Agent系统架构设计; 能够设计多Agent协同的工作流编排机制",,,智能体应用工程师,0,no,0,标准岗位不同，且缺少足够的职责与技能证据。,expert_gpt_v1
CM-193,1,JOB06818,高级客户端研发工程师-MiMo,client_engineering,客户端开发工程师,软件工程,前端与客户端,"[""iOS"", ""Android"", ""Swift"", ""Objective-C"", ""Kotlin"", ""Java"", ""客户端性能优化""]","岗位职责
-负责 MiMo iOS / Android 客户端功能开发、体验优化与持续迭代；
-参与产品需求分析和技术方案设计，与团队协作推动功能高质量落地；
-围绕性能、稳定性、交互体验和工程质量，持续优化客户端整体表现；
-参与客户端架构演进、基础能力建设和研发效率提升，沉淀高质量工程实践
岗位要求
-具备 iOS / Android 原生开发经验，熟悉 Swift / Objective-C 或 Kotlin / Java；
-编程基础扎实，具备良好的设计能力、代码品味和工程质量意识；
-对性能优化敏感，能够持续改善启动速度、流畅度、资源占用和稳定性；
-对交互体验有较高追求，能够开发自然、流畅、用户友好的客户端体验；
具备iOS/Android原生开发经验，熟悉Swift/Objective-C或Kotlin/Java，关注启动速度、流畅度、资源占用等客户端性能优化。
MiMo; 客户端研发",,,客户端开发工程师,3,yes,6,标准岗位一致，命中6/7项JD技能，职责方向一致。,expert_gpt_v1
CM-193,2,JOB10403,微信视频号-短视频客户端开发工程师,client_engineering,客户端开发工程师,软件工程,前端与客户端,"[""Java"", ""Kotlin"", ""Objective-C"", ""Swift"", ""Android"", ""iOS"", ""短视频客户端开发""]","团队介绍：我们负责微信视频号客户端(iOS和 Android)的短视频业务开发，负责提供视频号浏览体验，发表，视频图片编辑器，个人主页，广告等多个基础模块。期待对技术保持好奇，对用户体验有追求的小伙伴们加入，和我们一同追求卓越与创新，让书写的代码运行在海量用户的设备上，给用户带来更大的价值。

1. 负责微信视频号短视频客户端日常需求开发，主要负责iOS与Android平台业务开发；
2. 负责微信视频号客户端编辑器，发布器相关需求，开发和维护视频图片编辑，编解码等功能；
3. 分析和优化现有逻辑的可优化点，不断打磨提升用户体验；
4. 开发和维护现有框架及日常需求，提升稳定性与可用性；
5. 研究业界跨平台方向的技术及应用，解决技术研发过程中的关键问题与技术难点。
1.大学本科及以上计算机相关专业,2年及以上客户端开发经验；
2.熟悉Java/Kotlin/Objective-C/Swift,熟悉Android/iOS平台开发；
3.有良好的沟通能力与学习能力，能快速响应需求变化；
4.有主动发现及解决问题的能力，能反馈并主动推进项目；
5.平时只专注iOS或Android其中一个平台，愿意学习上手其他平台的也欢迎投递。
要求熟悉Java/Kotlin/Objective-C/Swift，熟悉Android/iOS平台开发，方向为短视频客户端。
短视频客户端",,,客户端开发工程师,3,yes,6,标准岗位一致，命中6/7项JD技能，职责方向一致。,expert_gpt_v1
CM-193,3,JOB06723,客户端开发实习生-APM,client_engineering,客户端开发工程师,软件工程,前端与客户端,"[""Objective-C"", ""C++"", ""Swift"", ""Java"", ""Kotlin""]","ByteIntern：面向2027届毕业生（2026年9月-2027年8月期间毕业），为符合岗位要求的同学提供转正机会。
团队介绍：字节跳动APM(Application Performance Management)团队负责公司所有服务端、移动端、前端、跨端产品的稳定性和性能质量监控保障，构建业界领先的可观测性基础设施，结合机器学习智能化，提供一站式平台覆盖字节跳动各业务线的排障、监控和稳定性提升等需求。

1、负责字节跳动客户端（Android&iOS）基础SDK开发，包括性能和稳定性的监控和优化，分析调试工具等；
2、负责移动端基础设施在公司内的业务落地；
3、应用AI技术改进现有基础设施，提升研发效率。
1、2027届本科及以上学历在读，计算机、软件工程等相关专业优先；
2、具有扎实的编程功底，良好的设计能力和编程习惯；
3、熟练掌握Objective-C、C++、Swift、Java、Kotlin其中一门语言优先；
4、有个人技术博客、论文、GitHub项目或独立开发作品优先。
熟练Objective-C、C++、Swift、Java、Kotlin其中一门语言优先。
APM; 客户端开发",,,客户端开发工程师,3,yes,4,标准岗位一致，命中4/5项JD技能，职责方向一致。,expert_gpt_v1
CM-193,4,JOB00003,软件开发,agent_application,智能体应用工程师,AI应用与平台,智能体与大模型应用,"[""AI工程系统架构"", ""大模型工作流"", ""Agent"", ""Agent系统架构"", ""Prompt工程"", ""长文本处理"", ""Function Calling"", ""RAG"", ""多Agent协同"", ""工作流编排"", ""任务调度"", ""异常自愈"", ""根因定位"", ""LLM工程化""]","1. 主导智能化Agent架构设计，整合Prompt工程、长文本处理、Function Calling与RAG等核心能力；
2. 构建多Agent协同工作流机制，实现任务自动拆解、调度与异常自愈；
3. 推动AI能力与现有工程体系深度融合，建立反馈闭环优化模型自修正能力；
4. 制定智能用例生成等场景落地路径，完成从架构搭建到闭环验证的全流程交付；
5. 总结LLM工程化与Agent架构实践，形成可复用技术方案指导团队提升。
1. 具备AI驱动的工程系统架构经验，主导过大模型工作流从0到1搭建，熟悉复杂任务自主拆解与执行；
2. 拥有智能化Agent协同系统的实际开发经验，熟悉在主流平台中落地AI能力以提升研发效率的路径；
3. 能够主导基于大模型的Agent系统架构设计，整合Prompt工程、长文本处理、Function Calling与RAG等核心技术；
4. 能够设计多Agent协同的工作流编排机制，实现任务自动调度与异常自愈，并具备从问题表象定位底层原因的能力；
5. 致力于将AI技术深度融入研发流程，敢于探索新型应用模式并推动关键突破；
6. 符合京东价值观：客户为先、创新、拼搏、担当、感恩、诚信。
主导过大模型工作流从0到1搭建; 熟悉复杂任务自主拆解与执行; 拥有智能化Agent协同系统实际开发经验; 能够主导基于大模型的Agent系统架构设计; 能够设计多Agent协同的工作流编排机制",,,智能体应用工程师,0,no,0,标准岗位不同，且缺少足够的职责与技能证据。,expert_gpt_v1
CM-193,5,JOB00004,资深产品经理（ 智能体方向）-火山引擎,ai_product,AI产品经理,AI应用与平台,AI平台与产品,[],"1、产品战略与愿景定义：基于市场趋势与客户痛点，独立负责AI Agent产品的战略规划与愿景设计，清晰定义产品核心价值主张与路线图（产品路径图）；
2、全链路产品设计与迭代：负责从需求分析、用户研究、信息架构设计到高保真原型产出的全流程；重点设计Agent的执行引擎抽象、插件化架构交互、多租户安全体系等产品体验，确保技术可行性与业务价值的统一；
3、To B企业级产品落地：深度参与AI产品在生产环境的特性设计，包括安全合规、权限控制、生命周期管理、监控告警、容错机制等，确保产品满足企业级客户的严苛要求；
4、技术与业务桥梁构建：作为业务、研发、市场三方的核心纽带，准确翻译业务需求为技术语言，驱动研发团队高效交付，并对产品上线后的数据表现与用户反馈进行持续迭代优化；
5、行业方案与商业化赋能：结合垂类行业（如私域运营、客户服务等）场景，沉淀标准化的AI Agent产品解决方案，参与售前方案设计与客户成功，推动产品商业化。
1、本科及以上学历，5年及以上AI领域产品经验，其中至少3年专注于AI大模型、Agent智能体或相关技术产品方向的资深经验；
2、深刻理解AI大模型应用、RAG架构、函数调用（Tool Use）、Prompt工程等技术原理，并能转化为产品能力；有To B企业级AI产品落地经验者优先；
3、具备优秀的系统设计能力，能够理解并设计插件化、可扩展、可热插拔的Agent产品架构，具备复杂业务逻辑建模和跨系统产品设计经验；
4、具备较强的技术理解力和沟通能力，能与研发、算法工程师顺畅协作，有效推动技术方案落地；熟悉Go/Java/Python等至少一种开发语言者将极大加分；
5、具备敏锐的商业洞察力，以结果为导向，能够平衡短期交付与长期战略，驱动产品从0到1再到N的规模化成功；
6、自驱力强，具备优秀的项目管理能力和跨团队协作能力，能在快速变化的环境中推动复杂项目顺利完成。
该岗位主要是即时零售产品规划、场景梳理、多产品线协同、用户需求转化、产品数据评估等产品能力，没有明确可抽取的计算机技术关键词
即时零售",,,AI产品经理,0,no,0,标准岗位不同，且缺少足够的职责与技能证据。,expert_gpt_v1
CM-194,1,JOB04347,Kubernetes 技术专家,cloud_engineering,云计算工程师,云网与安全,云平台与运维,"[""操作系统"", ""计算机体系结构"", ""Go"", ""Python"", ""Rust"", ""C/C++"", ""分布式系统"", ""Kubernetes""]","团队负责数百万节点的云原生基础设施，支撑公司的所有产品线。目前在 kubernetes 集群管控技术，运行时资源优化，多云多集群，云原生基础设施稳定性保障方面都会比较深入的技术积累，并且开源有 kubebrain, katalyst 等云原生基础技术相关项目，团队持续围绕以资源并池，资源弹性为中心的基础技术研发和突破。

岗位职责
1、构建超大规模的 kubernetes 集群，推进系统架构演化和设计，持续优化管控系统在大数据/ML等场景下的性能和稳定性；
2、定义 kubernetes 集群的 SLO，持续优化端到端的延迟，分析性能瓶颈，输出解决方案，并推动上线和落地；
3、持续构建和完善 kubernetes 集群的可观测性，提升问题定位效率，并且建立可观测性数据仓库，通过数据驱动的方式优化集群性能。
1、具备扎实的计算机理论基础，有扎实的操作系统，体系结构，数据结构和算法功底； 
2、精通Go，Python，Rust，C/C++ 等编程语言一个或多个；    
3、对大规模分布式系统感兴趣，有分布式系统的实践经验，精通 kubernetes 系统更佳；
4、有好奇心，有技术热情，能自我驱动，喜欢钻研，具备良好的学习能力。
要求具备计算机基础，精通一种或多种语言，熟悉分布式系统和Kubernetes。
Kubernetes; 云原生",,,云计算工程师,3,yes,5,标准岗位一致，命中5/8项JD技能，职责方向一致。,expert_gpt_v1
CM-194,2,JOB11530,千问事业部-AI调度系统专家-杭州,cloud_engineering,云计算工程师,云网与安全,云平台与运维,"[""Linux"", ""Go"", ""C++"", ""Python"", ""Kubernetes"", ""Docker"", ""Containerd"", ""云原生"", ""分布式系统"", ""大模型资源调度"", ""服务编排"", ""GPU系统"", ""GPU体系结构""]","1、面向通算的弹性、混部、分布式作业调度等技术的设计和研发，满足客户不同 SLA 的资源调度；高效解决AI场景下资源协调、碎片化、隔离与干扰等技术难题；
2、面向大规模、分布式的智算场景，设计实现大模型推理服务的多角色分离式编排调度、及时准确的弹性伸缩等，实现AI模型部署优化等平台能力；
3、通过画像建设、机器学习等，为调度系统提供更加智能的决策；在保障不同类型工作负载 SLA 前提下，尽可能提升硬件利用率；
4、负责多地多中心联邦调度建设，为客户提供多种异构资源、环境需求等，保障集群合理的分布、负载。
1、熟练掌握 Linux 环境下的 Go/C++/Python 等1至2种以上语言；
2、熟悉 Kubernetes 架构和生态，或熟悉 Docker/Containerd 等容器技术，有丰富的云原生开发经验；
3、掌握分布式系统原理，参与过大规模分布式系统的设计、开发和维护；
4、优秀的逻辑分析能力，能够对业务逻辑进行合理的抽象和拆分，底层系统问题分析经验和优化能力；
5、良好的学习、沟通能力和自驱力，强烈的工作责任心，能够快速的响应和行动；
6、良好的工作文档习惯，按要求撰写工作流程及技术文档。

加分项：
1、深入了解 Kubernetes、Docker/Containerd 等技术原理和源码，在社区有过相关代码贡献
2、有大模型资源调度/服务编排的落地经验，或熟悉 GPU系统 / 体系结构
要求Linux环境下Go/C++/Python，熟悉Kubernetes、Docker/Containerd、云原生、分布式系统、大模型资源调度/服务编排，以及GPU系统和体系结构。
AI调度系统",,,云计算工程师,3,yes,6,标准岗位一致，命中6/13项JD技能，职责方向一致。,expert_gpt_v1
CM-194,3,JOB09233,平台开发及部署工程师（J88831）,cloud_engineering,云计算工程师,云网与安全,云平台与运维,"[""Go"", ""Python"", ""C++"", ""Node.js"", ""DevOps"", ""Linux系统管理"", ""TCP/IP"", ""Ansible"", ""Terraform"", ""IaaS"", ""PaaS"", ""负载均衡"", ""虚拟化"", ""MySQL"", ""Redis"", ""Elasticsearch"", ""Docker"", ""Kubernetes"", ""AWS"", ""Azure""]","-平台后端开发：负责海外工具链研发工作
-海外云部署：负责萝卜快跑国际版在目标国家的云资源部署与弹性扩展
-技术实施：负责业务模块程序开发改造及数据库（MySQL、Redis、Elasticsearch）等中间件调优。同时负责云基础设施（IaaS/PaaS）部署
-安全合规：确保云平台符合当地数据安全法规，设计灾备与容灾方案
-需要有较好的后端开发能力，掌握go/python/c++/nodejs两种以上，有中大型工程项目开发经验者优先，具备Devops能力优先
-熟悉Linux系统管理、网络协议（TCP/IP）及自动化部署工具（Ansible、Terraform）
-熟悉云基础设施部署（IaaS/PaaS）、网络架构优化（负载均衡、虚拟化技术）及数据库配置（MySQL、Redis、ElasticSearch）等技术
-了解云原生技术（Docker、Kubernetes），了解虚拟化技术，具备自动化运维工具链经验
-英语流利，熟悉国际云服务标准（如AWS/Azure架构兼容性）
要求掌握Go/Python/C++/Node.js两种以上，具备DevOps能力，熟悉Linux系统管理、TCP/IP、Ansible、Terraform、IaaS/PaaS、负载均衡、虚拟化、MySQL/Redis/Elasticsearch、Docker/Kubernetes、AWS/Azure兼容。
平台部署",,,云计算工程师,3,yes,8,标准岗位一致，命中8/20项JD技能，职责方向一致。,expert_gpt_v1
CM-194,4,JOB00003,软件开发,agent_application,智能体应用工程师,AI应用与平台,智能体与大模型应用,"[""AI工程系统架构"", ""大模型工作流"", ""Agent"", ""Agent系统架构"", ""Prompt工程"", ""长文本处理"", ""Function Calling"", ""RAG"", ""多Agent协同"", ""工作流编排"", ""任务调度"", ""异常自愈"", ""根因定位"", ""LLM工程化""]","1. 主导智能化Agent架构设计，整合Prompt工程、长文本处理、Function Calling与RAG等核心能力；
2. 构建多Agent协同工作流机制，实现任务自动拆解、调度与异常自愈；
3. 推动AI能力与现有工程体系深度融合，建立反馈闭环优化模型自修正能力；
4. 制定智能用例生成等场景落地路径，完成从架构搭建到闭环验证的全流程交付；
5. 总结LLM工程化与Agent架构实践，形成可复用技术方案指导团队提升。
1. 具备AI驱动的工程系统架构经验，主导过大模型工作流从0到1搭建，熟悉复杂任务自主拆解与执行；
2. 拥有智能化Agent协同系统的实际开发经验，熟悉在主流平台中落地AI能力以提升研发效率的路径；
3. 能够主导基于大模型的Agent系统架构设计，整合Prompt工程、长文本处理、Function Calling与RAG等核心技术；
4. 能够设计多Agent协同的工作流编排机制，实现任务自动调度与异常自愈，并具备从问题表象定位底层原因的能力；
5. 致力于将AI技术深度融入研发流程，敢于探索新型应用模式并推动关键突破；
6. 符合京东价值观：客户为先、创新、拼搏、担当、感恩、诚信。
主导过大模型工作流从0到1搭建; 熟悉复杂任务自主拆解与执行; 拥有智能化Agent协同系统实际开发经验; 能够主导基于大模型的Agent系统架构设计; 能够设计多Agent协同的工作流编排机制",,,智能体应用工程师,0,no,0,标准岗位不同，且缺少足够的职责与技能证据。,expert_gpt_v1
CM-194,5,JOB00004,资深产品经理（ 智能体方向）-火山引擎,ai_product,AI产品经理,AI应用与平台,AI平台与产品,[],"1、产品战略与愿景定义：基于市场趋势与客户痛点，独立负责AI Agent产品的战略规划与愿景设计，清晰定义产品核心价值主张与路线图（产品路径图）；
2、全链路产品设计与迭代：负责从需求分析、用户研究、信息架构设计到高保真原型产出的全流程；重点设计Agent的执行引擎抽象、插件化架构交互、多租户安全体系等产品体验，确保技术可行性与业务价值的统一；
3、To B企业级产品落地：深度参与AI产品在生产环境的特性设计，包括安全合规、权限控制、生命周期管理、监控告警、容错机制等，确保产品满足企业级客户的严苛要求；
4、技术与业务桥梁构建：作为业务、研发、市场三方的核心纽带，准确翻译业务需求为技术语言，驱动研发团队高效交付，并对产品上线后的数据表现与用户反馈进行持续迭代优化；
5、行业方案与商业化赋能：结合垂类行业（如私域运营、客户服务等）场景，沉淀标准化的AI Agent产品解决方案，参与售前方案设计与客户成功，推动产品商业化。
1、本科及以上学历，5年及以上AI领域产品经验，其中至少3年专注于AI大模型、Agent智能体或相关技术产品方向的资深经验；
2、深刻理解AI大模型应用、RAG架构、函数调用（Tool Use）、Prompt工程等技术原理，并能转化为产品能力；有To B企业级AI产品落地经验者优先；
3、具备优秀的系统设计能力，能够理解并设计插件化、可扩展、可热插拔的Agent产品架构，具备复杂业务逻辑建模和跨系统产品设计经验；
4、具备较强的技术理解力和沟通能力，能与研发、算法工程师顺畅协作，有效推动技术方案落地；熟悉Go/Java/Python等至少一种开发语言者将极大加分；
5、具备敏锐的商业洞察力，以结果为导向，能够平衡短期交付与长期战略，驱动产品从0到1再到N的规模化成功；
6、自驱力强，具备优秀的项目管理能力和跨团队协作能力，能在快速变化的环境中推动复杂项目顺利完成。
该岗位主要是即时零售产品规划、场景梳理、多产品线协同、用户需求转化、产品数据评估等产品能力，没有明确可抽取的计算机技术关键词
即时零售",,,AI产品经理,0,no,0,标准岗位不同，且缺少足够的职责与技能证据。,expert_gpt_v1
