sample_id,job_id,source_type,title,description,gold_required_skills,gold_optional_skills,gold_responsibilities,is_parseable,annotator,notes
JD-076,GOV-2026-129131-300110115002,government,科技管理（电子信息化类）四级主管及以下,"用人司局：黄埔海关风险防控分局
职位简介：从事海关国门安全信息技术及智慧海关建设工作。
专业要求：本科：电子信息工程、通信工程、光电信息科学与工程、人工智能、计算机科学与技术、软件工程、网络工程、信息安全、智能科学与技术、电子与计算机工程； 研究生：电子科学与技术、计算机科学与技术、软件工程。
学历要求：本科或硕士研究生
学位要求：与最高学历相对应的学位
政治面貌：不限
基层工作经历：二年
考试类别：中央机关及其省级直属机构综合管理类
备注：本科生大学英语四级考试425分及以上，研究生大学英语六级考试425分及以上，报名时请写明大学英语级别和具体分数；需24小时倒班；考生必须具备与填报学历及专业相应的学位；在本单位最低服务年限5年（含试用期）；专业能力测试安排，详见海关总署网站（www.customs.gov.cn）。",,,,,,
JD-077,JOB10136,enterprise,【LongCat大模型人才校招】基础模型 - 数据策略与数据科学,"随着模型架构逐渐收敛、算力成本持续上升，高质量数据策略正在成为提升基座模型 scaling efficiency 和能力上限的核心杠杆。本方向聚焦大规模预训练数据的理解、筛选、配比、合成与系统化迭代，致力于建立数据分布、训练动态与模型能力之间的可解释映射，并将其转化为可预测、可干预、可扩展的数据策略和数据系统，持续提升模型的 token efficiency、scaling efficiency 与智能上限。
工作内容包括但不限于：
1.研究数据来源、质量、多样性、难度、覆盖度与模型能力之间的关系，建立“数据分布—训练动态—模型效果”的分析与归因框架。
2.探索面向预训练的数据价值建模方法，包括自动化质量评估、样本筛选、语义去重、污染检测、覆盖度建模、长序列数据组织与高价值 token 挖掘。
3.研究 Data Mixture、动态配比、课程学习和多阶段训练策略，分析不同类型数据在不同模型规模、训练阶段和能力维度上的边际收益，提升 token efficiency 与 scaling efficiency。
4.探索合成数据、蒸馏数据、模型自生成数据和反馈数据在预训练中的有效使用方式，研究合成数据的有效性、多样性保持、退化机制和训练配比策略。
5.构建可复现、可扩展的大规模数据处理与实验闭环，将数据构建、训练验证、能力评测、数据诊断和策略更新结合起来，形成面向基础模型持续迭代的数据飞轮。
6.研究并缓解预训练数据中的污染、偏差、重复、低质、隐私、安全和合规风险，提升数据策略的可靠性、可控性和可持续性。
【为什么是我们】
1.明确的技术判断：团队在原生多模态方向有非共识的长期投入，已发布 LongCat-Next 技术报告（离散自回归原生多模态），不是跟随式的能力补齐。
2.顶级资源支撑：5～6万卡计算集群，万亿参数文本基座已训练完成，多模态正在进行大规模上推验证——你将直接参与业界最前沿规模的多模态实验。
3.主线与探索并行：既承担多模态基座的核心交付工作，也推进下一代原生多模态架构的前沿探索，覆盖""数据→tokenizer→预训练→后训练→RL""全链路。
1.熟悉 Python 和 PyTorch 等深度学习框架，具备扎实的机器学习、深度学习、概率统计和算法基础。
2.熟悉大语言模型或多模态基础模型训练流程，理解预训练数据、训练动态、模型能力和评估体系之间的关系；有大规模预训练、Data Mixture、合成数据或模型评估经验者优先。
3.对预训练数据有系统性理解，熟悉数据清洗、去重、污染检测、质量评估、覆盖度建模、长序列组织、合成 / 蒸馏数据和数据配比等关键问题。
4.具备优秀的实验设计和分析能力，能够围绕数据与模型能力提出 hypothesis，设计可复现实验，并基于训练动态、评测结果和模型行为分析实验结论。
5.具备较强的工程实现、自主探索和跨团队协作能力；有相关顶会论文、大模型 / 数据系统 / 训练系统 / 评估系统项目或开源经验者优先。
要求掌握Python、PyTorch、机器学习、深度学习、概率统计，熟悉大语言模型或多模态基础模型训练、预训练数据、Data Mixture、合成数据、模型评估、数据清洗去重、污染检测、质量评估、覆盖度建模、长序列组织、蒸馏数据、数据配比、实验设计、训练和评估系统。
数据策略科学",,,,,,
JD-078,JOB04428,enterprise,云网络资深研发工程师/架构师,"1、负责云网络跨产品架构需求分析，选型评估、技术架构设计和分解落地，识别和跟进跨产品技术架构治理议题，推进产品技术架构持续演进；
2、负责制定云网络技术架构规范，包括基础协议定义、架构分层原则、多AZ高可用设计规范、弹性调度设计规范、网络可视化技术规范、部署和发布技术规范、安全合规设计规范等，评估规范落实成效，治理规范应用问题；
3、负责业界云网络方向前沿技术趋势洞察分析，完成云网络创新技术研究和学术合作，制定技术发展路线，并协同产品推进新技术落地；
4、推进内外部技术合作，通过公共技术基础模块和服务的构建和应用，实现研发降本增效。
1、计算机相关专业，本科以上学历，5年以上网络领域多产品研发经验或5年以上技术架构经验；
2、熟悉网络领域的架构设计相关概念和理论，熟悉大型软件定义网络的设计和应用问题，有着丰富的网络架构问题分析和处理经验；
3、熟悉至少一家主流云厂商网络技术架构演进历程及发展趋势，有VPC、NAT、负载均衡等云网络产品技术架构演进项目经验；
4、良好的沟通表达呈现与逻辑思维能力，良好的服务意识与协作意识，责任心强、有一定抗压能力。
要求熟悉网络架构、SDN、主流云厂商网络架构和VPC/NAT/负载均衡。
云网络; 架构",,,,,,
JD-079,GOV-2025-132106-300147131002,government,监管部门一级主任科员及以下,"用人司局：国家金融监督管理总局宽甸监管支局
职位简介：主要从事金融信息科技风险监管、电子设备软硬件管理及信息系统运行维护等工作
专业要求：计算机科学与技术、软件工程、网络工程
学历要求：本科及以上
学位要求：与最高学历相对应的学位
政治面貌：不限
基层工作经历：无限制
考试类别：市（地）级及以下直属机构综合管理类
备注：1.报名时请在专业栏中同时填写专业名称和专业代码；2.专业考试信息请参见国家金融监督管理总局2025年度招考公告。",,,,,,
JD-080,GOV-2026-129130-300110008001,government,大数据管理（统计分析应用类）四级主办及以下,"用人司局：濠江海关
职位简介：从事大数据分析及智慧海关建设工作。
专业要求：大数据管理与应用、数学与应用数学、信息与计算科学、数理基础科学、数据计算及应用、基础数学、计算数学、概率论与数理统计、应用数学、统计学、应用统计学、数据科学
学历要求：本科或硕士研究生
学位要求：与最高学历相对应的学位
政治面貌：不限
基层工作经历：无限制
考试类别：行政执法类
备注：限应届高校毕业生；本科生大学英语四级考试425分及以上，研究生大学英语六级考试425分及以上；本职位所指专业为具体专业名称；考生必须具备与填报学历及专业相应的学位；在本单位最低服务年限5年（含试用期）；专业能力测试安排，详见海关总署网站（www.customs.gov.cn）。",,,,,,
JD-081,GOV-2024-130130-300110042001,government,一级行政执法员（一）,"用人司局：国家税务总局昆明市晋宁区税务局
职位简介：税收大数据分析
专业要求：数学类、统计学类、计算机类
学历要求：本科及以上
学位要求：与最高学历相对应的学位
政治面貌：不限
基层工作经历：无限制
考试类别：行政执法类
备注：2024届高校毕业生，女性，本单位不提供宿舍，在本单位最低服务年限为5年",,,,,,
JD-082,JOB04140,enterprise,Android/鸿蒙研发工程师-开发者服务,"1、负责字节跳动客户端统一AI自动化执行框架的建设，参与新一代AI自动化相关服务建设，包括基于AI的用例自动生成、多端场景智能执行等；
2、专注于AI Agent驱动的客户端基建，打造健壮高效的MCP工具，为业务团队提供开箱即用的AI能力，包括智能造数、UI驱动、弹窗智能识别、智能归因等；
3、深入业务团队（抖音、今日头条、飞书等），了解字节跳动业务端架构，结合AI技术设计端侧自动化解决方案，建设完善端侧排障体系，协助业务排查问题，提升修复效率。
1、本科及以上学历，计算机、通信等相关专业；
2、至少熟悉一种语言（C/Go/Python/Java等），并具有良好的设计能力和编程习惯；
3、熟练掌握Android或者鸿蒙应用开发；
4、有客户端逆向、客户端性能优化、客户端架构、研发效率、系统Framework等经验之一者优先；
5、对新技术保持热情，具备良好的分析和解决问题的能力；
6、具备良好的沟通能力和优秀的团队协作能力。
要求掌握至少一种语言，熟练Android或鸿蒙应用开发，有逆向、性能、架构或Framework经验优先。
开发者服务; Android; 鸿蒙",,,,,,
JD-083,GOV-2024-154127-300147007001,government,统计信息部门一级主任科员及以下,"用人司局：国家金融监督管理总局汉中监管分局
职位简介：主要从事信息科技风险监管、电子设备软硬件管理及信息系统运行维护等工作
专业要求：计算机科学与技术、软件工程、网络工程、数据科学与大数据技术专业
学历要求：仅限本科
学位要求：学士
政治面貌：不限
基层工作经历：无限制
考试类别：市（地）级及以下直属机构综合管理类
备注：1.本科双学士主修专业需符合岗位专业需求；2.最低服务年限5年（含试用期）；3.应届高校毕业生；4.限陕西省户籍或生源；5.请在所学专业名称后注明专业学科代码；6.大学英语四级60分（100分制）或425分（710分制）及以上（雅思成绩在6.0分及以上或托福成绩在80分及以上亦可），并在外语水平一栏注明已获得的英语等级证书及具体成绩；7.有关专业考试信息请参见国家金融监督管理总局2024年度招考公告。",,,,,,
JD-084,GOV-2026-158132-300130310003,government,西宁出入境边防检查站一级警长及以下（三）,"用人司局：青海出入境边防检查总站
职位简介：属于公安机关人民警察，主要从事出入境边防检查、执法办案、总站机关及口岸执勤现场网络网站运行维护、信息安全保障等工作。
专业要求：研究生：计算机科学与技术（077500、081200）、软件工程（083500、085405、085212）；本科：计算机科学与技术（080901）、软件工程（080902）、数据科学与大数据技术（080910T）
学历要求：本科及以上
学位要求：与最高学历相对应的学位
政治面貌：中共党员或共青团员
基层工作经历：无限制
考试类别：行政执法类
备注：1．限应届高校毕业生报考（高等学历教育各阶段均需取得相应学历和学位，报名时请注明专业代码）。2．具有中级及以上计算机技术与软件专业技术资格，大学英语等级考试四级425分以上。3．按《公务员录用体检特殊标准（试行）》进行体检，对《公务员录用体检特殊标准（试行）》未作规定的项目，按《公务员录用体检通用标准（试行）》执行，视力标准可询招录单位。4．按《公安机关录用人民警察体能测评项目和标准》进行体能测评。5．按《公安机关录用人民警察政治考察工作办法》开展考察。具有《公安机关录用人民警察政治考察工作办法》第八条、第九条情形的，不得报考；父母、配偶或子女已移居国（境）外的，不得报考；非公派原因，曾六个月以上在国（境）外留学、工作、生活的，不得报考。6．仅限男性报考。7．提供集体宿舍，工资待遇按人民警察标准执行，享受加班补贴和值勤岗位津贴，有固定的探亲假和休假安排，享受艰苦边远地区补助或高原津贴。8．须服从二次分配，在本单位最低服务年限五年（含试用期）。9．请考生及时关注“移民管理警察招考小助手”微信小程序等发布的报考信息。",,,,,,
JD-085,JOB10315,enterprise,AI方向-高级研效开发工程师,"1.负责腾讯云AI产品质量保障和测试开发相关工作，参与AI产品（Prompt/Chain等）质量体系建设；
2.牵头推进传统测试与AI融合，探索建设前沿AI测试领域能力（包括但不限于AI测试工具开发、AI自动化体系建设等）；
3.结合云测试现状，开展AI测试实践，依托AI工程化能力，帮助腾讯云提升研发效能和质量；
4.参与质量效率相关工具开发，推进研发流程、发布变更等持续改进优化。
1.本科以上学历，计算机、软件工程、人工智能等相关专业；
2.具备AIGC、AI评测方向实践经验，熟练掌握Go/Python/Java其中一门语言，编程基础扎实；
3.对测试领域、质量保障体系建设、测试工程化建设有不错的思考，了解行业现状和前瞻性方向；
4.有较强的学习及探索能力，良好的逻辑思维、沟通协调能力；
5.通过腾讯云从业资格证或同等资格认证的优先录取。
要求具备AIGC、AI评测实践，掌握Go/Python/Java之一，了解测试领域、质量保障和测试工程化建设。
AI研效开发",,,,,,
JD-086,JOB09434,enterprise,前端研发工程师（J80521）,"#NAME?
-计算机相关专业本科及以上学历，2年及以上前端开发工作经验
-熟悉W3C标准，精通HTML5/CSS3
-熟悉JavaScript的核心技术，包括并不限于es6、ajax、dom、bom等
-熟悉常见页面布局方式，移动端响应式页面布局方式，熟悉css性能优化方式
-掌握面向对象编程思想，对表现与数据分离有深刻理解，熟练使用 React / Vue 中的至少一种，熟练掌握数据响应式的工作原理
-熟悉Nodejs，能利用Nodejs开发工具，掌握常用的构建打包工具，如gulp、webpack、rollup等
-有前端性能优化经验，包括语言层面和架构层面
-熟练使用各种调试、抓包工具，能独立分析、解决和归纳问题
-热爱技术研发工作，有良好的工作责任感和团队合作能力
要求熟悉W3C、HTML5、CSS3、JavaScript核心技术ES6/Ajax/DOM/BOM、响应式布局、CSS性能优化、面向对象、React/Vue、数据响应式、Node.js、Gulp/Webpack/Rollup、前端性能优化和调试抓包工具。
前端开发",,,,,,
JD-087,JOB12129,enterprise,阿里妈妈（展示广告）-高级算法工程师（预估方向）-北京,"1. 负责阿里妈妈展示广告精排模型研发工作；
2. 设计和优化超大规模广告场景下的点击率、转化率预估等任务；通过多模态推荐技术、用户终身行为建模、全域信息迁移，LLM4Rec等技术方向，提升精排模型预估准度，实现广告营收与客户体验的增长。
● 计算机、数学、人工智能、电子信息、通信等相关专业或同等基础知识储备，硕士及以上学历；
● 具备优秀的分析和解决问题的能力，良好的沟通协作能力；
● 熟悉常用的机器学习算法，对算法原理及预估模型的应用有较深入的理解，具备较好的工程实现能力，精通C/C++、Java、Python等其中至少一门编程语言；
● 有数据挖掘、机器学习、强化学习、信息检索、自然语言理解、推荐系统、计算广告学及算法博弈论相关领域研究和实践经验，在相关领域的国际会议(SIGKDD、SIGIR、WSDM、WWW、RecSys、ICML、NIPS、AAAI、CIKM、ACL等)或者期刊上发表过论文者更佳；
● 参加过ICPC/CCPC等算法竞赛并取得优秀名次者更佳。
要求机器学习算法和预估模型，C/C++/Java/Python之一，优先数据挖掘、机器学习、强化学习、信息检索、NLU、推荐系统、计算广告学和算法博弈论。
展示广告预估算法",,,,,,
JD-088,JOB10892,enterprise,光子 AI-3D 内容合成数据研究员,"1.基于 UE5/Unity/Houdini/Blender 搭建合成数据生产管线，完成场景配置、相机轨迹、灯光等全流程开发；
2.实现 procedural content generation 批量生产场景，构建 3D 资产管理系统；
3.自动导出引擎数据：GBuffer、语义分割、3D primitives、相机参数、optical flow 等，输出多视角同步采集数据；
4.优化批量渲染效率，建立合成资产复用机制，降低单条视频成本；
5.跟踪业界合成数据做法，探索 sim2real domain randomization 在视频生成中的应用。
1.硕士及以上学历，图形学、游戏开发或 3D 视觉方向；
2.精通 UE5/Unity，能进行 Blueprint/C++/脚本级别开发；
3.熟悉渲染管线，理解 GBuffer 数据结构；
4.有批量化数据生成或 PCG 经验，熟练使用 Python/PyTorch；
5.熟悉 USD/Houdini/Omniverse，有可微渲染使用经验者优先；
6.有图形学、Diffusion 或 3D 视觉相关方向顶会论文者优先。
要求精通UE5/Unity，能进行Blueprint/C++/脚本开发，熟悉渲染管线、GBuffer、批量化数据生成、PCG、Python/PyTorch、USD/Houdini/Omniverse、可微渲染、图形学、Diffusion和3D视觉。
3D合成数据",,,,,,
JD-089,job_7241985145b78ad57e95,legacy_label,欧美3A IP战术射击手游客户端开发工程师(3C方向),"1.负责角色、输入控制、相机、移动物理及同步、技能等模块的开发与相关技术预研；
2.负责深度性能分析和优化；
3.负责引擎底层相关功能维护与开发。",,,,,,
JD-090,JOB00345,enterprise,嵌入式开发工程师C/C++,"1. 负责嵌入式Linux系统下核心应用程序、中间件的设计与开发，基于C/C++开发通信协议栈、数据处理引擎、设备管理组件等模块，适配ARM架构，匹配产品业务需求。
2. 负责中间件的模块化、可复用设计与性能优化，打造高可靠、易扩展的中间件体系，支撑上层业务快速迭代。
3. 负责应用与中间件的问题排查、性能调优，输出标准化技术文档与复用组件库，沉淀可落地的技术方案。
4. 配合跨团队完成需求评审、软硬件联调及项目交付，推动开发流程高效落地。
1. 2年以上嵌入式Linux应用与中间件开发经验，精通C/C++编程语言，有智能终端、物联网、工业控制产品开发背景优先。
2. 深入掌握嵌入式Linux系统编程、网络编程、进程间通信等核心技能，能独立完成复杂应用与中间件的开发、调试。
3. 具备中间件设计能力，掌握高内聚低耦合设计原则，有通信协议栈、数据处理类中间件开发/优化经验者优先。
4. 了解Linux内核驱动模型，具备一定的BSP开发及常用外设驱动调试能力，能完成底层与上层的对接适配。
5. 熟练使用交叉编译工具、Makefile/CMake、GDB/Strace等调试工具，熟悉嵌入式Linux系统构建流程。
6. 本科及以上学历，电子信息、计算机、软件工程等相关专业，具备良好的文档撰写与跨团队协作能力。
符合京东价值观：客户为先、创新、拼搏、担当、感恩、诚信。
2年以上嵌入式Linux应用与中间件开发经验; 精通C/C++; 深入掌握嵌入式Linux系统编程、网络编程、进程间通信; 掌握中间件设计，有通信协议栈或数据处理中间件经验优先; 了解Linux内核驱动模型，具备BSP开发和外设驱动调试能力; 熟练使用交叉编译、Makefile/CMake、GDB/Strace
智能终端; 物联网; 工业控制产品",,,,,,
JD-091,GOV-2025-132120-300147561001,government,统计信息部门一级主任科员及以下,"用人司局：国家金融监督管理总局崇左监管分局
职位简介：主要从事金融信息科技风险监管、电子设备软硬件管理及信息系统运行维护等工作
专业要求：计算机类
学历要求：本科或硕士研究生
学位要求：与最高学历相对应的学位
政治面貌：不限
基层工作经历：无限制
考试类别：市（地）级及以下直属机构综合管理类
备注：1.报名时请在专业栏中同时填写专业名称和专业代码；2.限应届高校毕业生报考，请在备注栏中注明本人具有应届高校毕业生身份；3.要求本科学历大学英语四级成绩425分及以上，请在外语水平栏中注明成绩；要求研究生学历大学英语六级成绩425分及以上，请在外语水平栏中注明成绩；4.有关专业考试信息请参见国家金融监督管理总局2025年度招考公告。",,,,,,
JD-092,JOB09461,enterprise,客户端开发工程师（J96495）,"#NAME?
-本科及以上学历，计算机软件相关专业  
-2年以上  iOS 平台开发经验  
-有扎实的技术栈语言基础（  Objective-C ）
-具备网络编程、数据库、多线程编程的经验，并有深入理解
-熟悉面向对象设计和分析，能够运用常用的设计模式
-有强烈的责任心和团队精神，善于沟通和合作
-有强烈的上进心，自我驱动，学习适应能力强，乐观自信，能挑战自我不断追求卓越
要求有iOS平台开发经验，掌握Objective-C，具备网络编程、数据库、多线程、面向对象设计和设计模式经验。
iOS客户端",,,,,,
JD-093,JOB04210,enterprise,服务端研发专家-抖音文娱,"1、负责抖音文娱服务端基础业务研发，高可用体系构技术建设；
2、完善基础组件支持，更好地支撑业务迭代，根据业务需求，为团队引入新技术和方案；
3、负责技术团队搭建、人才培养和团队管理。
1、扎实的计算机基础知识，较强的逻辑理解能力和学习能力；
2、熟悉Python、PHP、C++、Java、Golang中的至少一门语言；
3、熟悉MySQL、Redis、消息队列等常用服务组件，有定制化改进经验者优先；
4、熟悉互联网架构体系，对微服务、服务治理、负载均衡、流控等有较好的理解和实践；
5、积极主动、自驱力强，深入了解业务并与业务中各角色建立沟通，能独立负责一块业务，迅速推进项目与问题的解决。
要求熟悉后端语言、MySQL、Redis、消息队列、微服务、服务治理和负载均衡。
抖音文娱; 服务端研发",,,,,,
JD-094,job_59da9e5f621fbf4d5cc9,legacy_label,单板硬件工程师,"岗位职责：
1、开展华为算力集群硬件项目应用场景分析及硬件系统需求分析，承担硬件架构与系统方案设计和创新；负责关键技术的孵化、落地，交付竞争力领先且具备优秀DFX基因可维可测的计算产品。
2、负责华为算力集群硬件（AI集群、服务器、板卡、模组）的单板交付，对产品交付质量和进度负责；
3、负责单板硬件全流程开发测试，主导单板硬件方案设计、器件选型、原理图设计、调试测试、生产导入，满足产品功能、性能、成本、可靠性等多维度的设计需求；
4、协同周边工程领域（含整机、结构、散热、工艺、互连、器件、EMC、安规等），保障整体方案落地，并参与指导系统调测验证、疑难问题解决。

任职要求：
语言要求:
简体中文
教育背景要求:
本科及以上

技能要求:
1、 完整的硬件电路系统设计及周边工程领域协同工作能力（含整机、结构、散热、工艺、互连、器件、EMC、安规等）。
2、掌握电子基础知识、数电模电、控制原理，熟练掌握ARM/X86相关的一种或多种硬件体系结构；
2、硬件系统中各种电源、时钟、高速信号、器件、软硬件接口等相关的疑难问题定位和攻关能力。
3、可靠性、EMC、安规、整机、信号完整性、互连等工程设计能力。
4、 创新方案设计、专利、产品规划、产品竞争力提升。 

知识要求:
1、熟练掌握原理图绘制工具的使用或者逻辑编写能力，熟悉IPD流程，熟悉电源、时钟、逻辑相关的设计要求，具有成熟的电子产品开发调试经验，具备团队协作问题攻关能力，能够解决研发过程中遇到的问题；
2、具备硬件测试方案设计以及测试用例编写能力；
3、理解产品的可靠性、可制造性、可维护性等要求，并能应用于产品设计中。

优选：具备AI类硬件交付背景者优先考虑。",,,,,,
JD-095,JOB10059,enterprise,交易系统平台部-商品中心-商品标准化组-Java高级工程师/技术专家,"● 负责服务端技术方案设计、需求把控及核心功能开发，细化拆解业务需求并实施。
● 参与产品架构规划设计、性能优化、故障排查和解决线上问题等工作。
● 积极参与技术分享，技术学习，促进团队成员进步提升。
● 协调驱动业务团队间的配合协作，能通过目标驱动大家完成任务。
● 主导技术难题攻关，持续提升核心系统在高并发、海量请求数下的高处理性能，保证系统的安全、稳定、快速运行。
● 技术驱动业务，推动业务&产品持续进步。
● 本科以上学历，具备扎实的编程基础和数据结构算法基础，优秀的编程能力和问题解决能力。
● 4年以上分布式开发经验，具备业务核心系统或高并发系统项目开发经验。
● 精通Java及面向对象设计开发，深入理解面向服务的架构，精通java web开发、微服务开发，掌握Linux/MySQL/NoSQL核心原理等。
● 精通主流Java相关中间件，热爱技术，喜欢专研技术，这样我们才会不断进步成长。
● 喜欢钻研，对业务、产品和技术都有浓厚的兴趣，对技术驱动业务有强烈的激情；勤于思考总结，结果导向。
● 具备商品领域、订单领域、交易领域等相关从业经验背景者优先。
要求掌握Java、数据结构算法、分布式开发、高并发系统、面向对象设计、Java Web、微服务、Linux、MySQL、NoSQL和Java中间件，商品/订单/交易系统经验优先。
Java商品标准化",,,,,,
JD-096,GOV-2024-154107-300147105001,government,统计信息部门一级主任科员及以下,"用人司局：国家金融监督管理总局通化监管分局
职位简介：主要从事信息科技风险监管、电子设备软硬件管理及信息系统运行维护等工作。
专业要求：计算机及相关专业
学历要求：本科及以上
学位要求：与最高学历相对应的学位
政治面貌：不限
基层工作经历：无限制
考试类别：市（地）级及以下直属机构综合管理类
备注：1.本科专业为计算机类（教育部学科代码0809），或研究生专业为计算机科学与技术（教育部学科代码0812）、软件工程（教育部学科代码0835）2.大学英语四级成绩425分及以上，并在外语水平一栏注明已获得的英语等级证书及成绩；3.有关专业考试信息请参见国家金融监督管理总局2024年度招考公告。",,,,,,
JD-097,GOV-2026-132108-300147234001,government,科技部门一级主任科员及以下,"用人司局：国家金融监督管理总局绥化监管分局
职位简介：主要从事金融信息科技风险监管、电子设备软硬件管理及信息系统运行维护等工作。
专业要求：计算机科学与技术、软件工程、网络工程、信息安全、数字媒体技术、智能科学与技术、数据科学与大数据技术、新媒体技术
学历要求：仅限本科
学位要求：学士
政治面貌：不限
基层工作经历：无限制
考试类别：市（地）级及以下直属机构综合管理类
备注：1.报名时请在专业栏中同时填写专业名称和专业代码；2.专业考试信息请参见《2026年度国家金融监督管理总局招考职位专业科目笔试考试大纲》。",,,,,,
JD-098,JOB00035,enterprise,商品库存后端开发工程师,"1. 负责商品库存管理系统的后端开发工作，确保系统的稳定性和高效性，满足业务快速发展的需求；
2. 参与系统架构设计，优化现有系统架构，提升系统性能，确保系统能够支撑大规模的业务增长；
3. 根据业务需求，设计并实现高质量的代码，参与代码评审，确保代码质量和开发规范；
4. 解决系统运行中的技术难题，优化系统性能，提升用户体验；
5. 与产品、测试等团队紧密合作，确保项目按时高质量交付，推动业务目标的实现。
1. 教育背景
学历要求：本科及以上学历，计算机科学、软件工程等相关专业优先；
2. 工作经验
工作经验：3-10年软件开发相关工作经验，具备较强的编程能力和项目经验；
3. 能力要求：
技术能力：熟练掌握Java编程语言，熟悉常用的数据结构与算法；具备良好的代码编写习惯，能够编写高质量、可维护的代码；熟悉微服务架构，了解Spring、Docker等技术；有大型分布式系统开发经验者优先；
业务理解：具备良好的业务理解能力，能够快速理解业务需求并转化为技术方案；有电商、物流等相关行业经验者优先；
4. 基本素质
团队协作：具备良好的沟通能力和团队合作精神，能够与团队成员高效协作，共同推进项目进展；
问题解决：具备独立分析和解决问题的能力，面对复杂问题时能够冷静思考，提出有效的解决方案；
责任心：具有强烈的责任心和使命感，对工作认真负责，能够承受一定的工作压力；
创新思维：具备创新意识，善于学习新技术，关注行业动态，能够不断提升自身的专业能力和技术水平。
符合京东价值观：客户为先、创新、拼搏、担当、感恩、诚信。
3-10年软件开发相关工作经验; 熟练掌握Java编程语言; 熟悉常用数据结构与算法; 具备良好的代码编写习惯; 熟悉微服务架构，了解Spring、Docker等技术; 有大型分布式系统开发经验者优先
商品库存管理系统; 电商; 物流",,,,,,
JD-099,job_871c62ce1d4a10cffffa,legacy_label,商业分析师/商业分析经理（金融科技方向）,"1.负责研究和分析金融科技应用的市场机遇和商业模式，重点关注AI、Web3等前沿技术与金融服务的融合创新，制定公司相关发展策略；
2.进行行业和竞品分析，深入追踪支付、理财、信贷等核心业务领域变化，为公司竞争策略提供决策依据；
3.协调和推动跨部门的关键合作项目；
4.参与创新金融科技业务的孵化，积极关注并探索AI、Web3等方向的前沿机会，将个人培育成为参与业务建设的储备人才。",,,,,,
JD-100,JOB05202,enterprise,网络开发实习生-算力与AI基础设施,"日常实习：面向全体在校生，为符合岗位要求的同学提供为期3个月及以上的项目实践机会。
团队介绍：字节跳动云基础设施部门，通过云技术管理着百万量级的服务器构成的超大数据中心。我们通过深度优化千万级容器实例与算力优化，搭建EB级数据存储治理体系，探索新一代搜索型数据库与大规模AI集群下的高速网络通信，我们积极拥抱开源和创新的软硬件架构，致力于构建业界领先、稳定、高可用的面向LLM的AI云原生的基础设施架构与产品矩阵，为整个公司的业务和客户发展保驾护航。

1、网络数据采集、管理、分析及可视化；
2、海内外数据中心网络管控系统开发；
3、网关产品及网络协议栈开发和调优；
4、数据中心和骨干网络流量工程设计；
5、低时延、高带宽、高性能网络技术开发；
6、网络交换机操作系统研发；网络硬件加速或卸载开发。
1、本科及以上学历在读，计算机等相关专业优先；
2、热爱互联网技术，精通至少一门编程语言，包括但不仅限于：Java、C、C++、PHP、Python、Go；
3、有优秀的逻辑分析能力，能够对业务逻辑进行合理的抽象和拆分；
4、有强烈的求知欲，优秀的学习和沟通能力。
精通Java、C/C++、PHP、Python或Go至少一门。
算力与AI基础设施; 网络开发",,,,,,
JD-101,JOB08891,enterprise,系统架构专家,"1、负责蓝河图形系统子模块架构设计及功能开发落地；
2、负责蓝河图形系统关键性能方案设计及落地；
3、牵头图形系统疑难问题技术攻关，参与代码Review与技术文档沉淀。
1、熟悉Android图形系统(View、HWUI、skia、wms、SurfaceFlinger、hwcomposer等)并有相关工作经验，或者熟悉openharmony、Linux(X11、wayland)、flutter等任一一种图形子系统并有相关工作经验；
2、熟悉OpenGL ES、Vulkan等API，有相关的编程经验；
3、熟悉Android、iOS等任一系统框架，对该系统框架有深入的理解；
4、独立负责过系统级性能优化方案，熟练使用trace、perfetto、perf、ebpf等常用性能分析工具；
5、熟练掌握Rust、C/C++一种或多种编程语言；
6、有较强的编程能力及学习沟通能力，能够独立解决问题；
7、熟悉CPU调度、IO调度、内存优化、文件系统、devfreq/cpufreq调频框架其中一个或多个者优先。
要求熟悉Android图形系统或OpenHarmony/Linux/Flutter图形子系统，掌握OpenGL ES/Vulkan，理解Android或iOS系统框架，熟练使用trace、Perfetto、perf、eBPF，掌握Rust/C/C++，CPU调度、IO调度、内存优化、文件系统、devfreq/cpufreq经验优先。
系统图形架构",,,,,,
JD-102,job_b5962753de44b1dee3f1,legacy_label,微信小店-后台开发工程师-交易基础(订单方向),"1.负责微信小店交易基础能力的开发与维护，包括但不限于商品库、订单、营销、带货等；
2.负责微信小店与各场景连接的开发与维护，包括但不限于视频号、公众号等；
3.持续提升用户交易体验，完善商家经营能力；
4.确保系统的稳定性、可扩展性和安全性。",,,,,,
JD-103,job_aef6648db280a06e56e1,legacy_label,腾讯会议-Android /iOS研发工程师,"1.负责腾讯会议 Android /iOS 客户端的核心功能研发、性能优化、难点攻坚及新技术预研；
2.参与移动端架构设计和技术方案设计，推动模块化开发与工程效能提升，完成高质量交付和版本发布；
3.负责腾讯会议 C++ 跨平台逻辑的开发与维护，推动音视频等基础能力的应用体验优化，Android 侧重探索并参与鸿蒙原生应用架构设计，实现跨设备协同等新特性功能开发，iOS 侧重负责移动端会中框架的研发和维护，提升客户端稳定性与用户体验。",,,,,,
