sample_id,record_id,reference_skills,reference_warning,reference_years_experience,reference_education
RES-110,resume_005057_exp05_2,"[""C/C++"", ""Python"", ""Go"", ""数据工程"", ""软件测试"", ""Java"", ""Linux"", ""Shell脚本"", ""通信技术"", ""AI测试"", ""自动化技术"", ""Ai coding"", ""Selenium"", ""JMeter"", ""Postman"", ""自动化测试"", ""性能测试"", ""安全测试"", ""Security Testing"", ""Performance Testing"", ""Automated Testing"", ""分布式系统"", ""高并发"", ""架构设计""]",仅供盲标完成后复核，不得直接复制为金标,5,"{""education"": ""专科"", ""degree"": ""无学位"", ""school_category"": ""高职院校"", ""major"": ""计算机科学与技术"", ""english_level"": ""英语四级""}"
RES-111,resume_std_005579_exp00_0,"[""C/C++"", ""嵌入式系统"", ""Linux"", ""RTOS"", ""ARM"", ""MCU"", ""驱动开发"", ""串口"", ""CAN"", ""I2C"", ""SPI"", ""硬件调试"", ""TCP/IP"", ""光学技术"", ""内存管理"", ""系统开发"", ""Python"", ""Shell脚本""]",仅供盲标完成后复核，不得直接复制为金标,0,"{""education"": ""博士研究生"", ""degree"": ""博士"", ""school_category"": ""985高校"", ""major"": ""计算机科学与技术"", ""english_level"": ""英语六级""}"
RES-112,resume_001078_exp10_4,"[""HIL测试"", ""计算机视觉"", ""仿真技术"", ""C/C++"", ""Machine Learning"", ""Python"", ""机器人与自动驾驶"", ""自动化技术"", ""图像图形技术"", ""Transformer"", ""机器学习"", ""深度学习"", ""Java"", ""TensorFlow"", ""PyTorch"", ""Tableau"", ""Power BI"", ""FineBI"", ""QClaw-AI"", ""RAG"", ""RLHF/RLAIF"", ""AIGC"", ""推荐系统"", ""NLP""]",仅供盲标完成后复核，不得直接复制为金标,10,"{""education"": ""硕士研究生"", ""degree"": ""硕士"", ""school_category"": ""双一流高校"", ""major"": ""人工智能"", ""english_level"": ""英语六级""}"
RES-113,resume_003439_exp05_3,"[""分布式训练"", ""模型压缩"", ""PyTorch"", ""Python"", ""DeepSpeed"", ""大模型训练"", ""AI基础设施"", ""C/C++"", ""GPU内存优化"", ""TensorRT"", ""TensorFlow"", ""Megatron"", ""Java"", ""AWS"", ""Azure"", ""Docker"", ""Kubernetes"", ""Linux"", ""Ansible"", ""Terraform"", ""云计算"", ""CI/CD"", ""Ascend"", ""ARM""]",仅供盲标完成后复核，不得直接复制为金标,5,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""双一流高校"", ""major"": ""信息安全"", ""english_level"": ""英语四级""}"
RES-114,resume_001159_exp10_4,"[""Go"", ""Python"", ""C/C++"", ""Java"", ""云计算"", ""模型服务化"", ""分布式系统"", ""数据工程"", ""AI工作流设计"", ""AutoGen"", ""LangChain"", ""Context Engineering"", ""SQL"", ""Spring Boot"", ""Django"", ""Flask"", ""MySQL"", ""MongoDB"", ""Microservices"", ""Node.js"", ""微服务"", ""高并发"", ""代码测试"", ""架构设计""]",仅供盲标完成后复核，不得直接复制为金标,10,"{""education"": ""硕士研究生"", ""degree"": ""硕士"", ""school_category"": ""双一流高校"", ""major"": ""软件工程"", ""english_level"": ""英语六级""}"
RES-115,resume_004994_exp10_4,"[""推荐算法"", ""Machine Learning"", ""NLP"", ""深度学习"", ""C/C++"", ""PyTorch"", ""机器学习"", ""Linux"", ""Java"", ""TensorFlow"", ""Python"", ""信息检索"", ""Go"", ""Tableau"", ""Power BI"", ""FineBI"", ""向量数据库"", ""System Prompt"", ""AIGC"", ""人工智能"", ""Model Context Protocol"", ""数据挖掘"", ""LLVM"", ""模型量化""]",仅供盲标完成后复核，不得直接复制为金标,10,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""双一流高校"", ""major"": ""模式识别与智能系统"", ""english_level"": ""英语四级""}"
RES-116,resume_005451_exp00_0,"[""AI应用开发"", ""Go"", ""Java"", ""Python"", ""大模型应用"", ""软件开发"", ""C/C++"", ""NLP"", ""Machine Learning"", ""React"", ""JavaScript"", ""MySQL"", ""SQL"", ""HTML"", ""CSS"", ""Vue"", ""代码测试"", ""系统设计"", ""代码生成"", ""用户研究"", ""品牌"", ""市场营销"", ""TypeScript"", ""前端工程化""]",仅供盲标完成后复核，不得直接复制为金标,0,"{""education"": ""专科"", ""degree"": ""无学位"", ""school_category"": ""普通专科"", ""major"": ""交互设计"", ""english_level"": ""无""}"
RES-117,resume_std_005600_exp00_0,"[""Linux驱动"", ""Kernel"", ""C/C++"", ""设备树"", ""PCIe"", ""USB"", ""I2C"", ""SPI"", ""ARM"", ""硬件调试"", ""中断处理"", ""DMA"", ""Linux"", ""Machine Learning"", ""PLC编程"", ""系统开发"", ""Android"", ""机器学习""]",仅供盲标完成后复核，不得直接复制为金标,0,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""985高校"", ""major"": ""计算机科学与技术"", ""english_level"": ""英语六级""}"
RES-118,resume_003737_exp02_2,"[""NLP"", ""PyTorch"", ""C/C++"", ""Flink"", ""Hadoop"", ""Hive"", ""Java"", ""Machine Learning"", ""Python"", ""Spark"", ""TensorFlow"", ""异常检测"", ""JavaScript"", ""SQL"", ""RLHF/RLAIF"", ""DATA+AI"", ""Embedding"", ""OpenAI"", ""特征工程"", ""Flux"", ""Multimodal AI"", ""vLLM"", ""LLVM/MLIR"", ""机器学习""]",仅供盲标完成后复核，不得直接复制为金标,2,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""双一流高校"", ""major"": ""模式识别与智能系统"", ""english_level"": ""英语六级""}"
RES-119,resume_001425_exp08_3,"[""JavaScript"", ""Go"", ""Java"", ""Vue.js"", ""MySQL"", ""React"", ""TypeScript"", ""Python"", ""Redis"", ""软件开发"", ""Ai coding"", ""LangChain"", ""SQL"", ""HTML"", ""CSS"", ""Vue"", ""Redux"", ""Vuex"", ""Spring Boot"", ""Django"", ""Flask"", ""微服务"", ""Node.js"", ""Microservices""]",仅供盲标完成后复核，不得直接复制为金标,8,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""普通高校"", ""major"": ""网络工程"", ""english_level"": ""英语四级""}"
RES-120,resume_001156_exp02_2,"[""Android"", ""C/C++"", ""Objective-C"", ""Swift"", ""Java"", ""Kotlin"", ""iOS"", ""Python"", ""Unreal Engine"", ""动画技术"", ""性能优化"", ""操作系统"", ""JavaScript"", ""SQL"", ""Go"", ""React Native"", ""Flutter"", ""Vue"", ""React"", ""运营"", ""市场营销"", ""品牌"", ""代码生成"", ""代码测试""]",仅供盲标完成后复核，不得直接复制为金标,2,"{""education"": ""硕士研究生"", ""degree"": ""硕士"", ""school_category"": ""211高校"", ""major"": ""计算机科学与技术"", ""english_level"": ""英语六级""}"
RES-121,resume_std_005780_exp10_4,"[""SoC设计"", ""ASIC"", ""Verilog"", ""RTL设计"", ""数字IC"", ""SystemVerilog"", ""低功耗设计"", ""时序分析"", ""综合约束"", ""脚本自动化"", ""Python"", ""EDA工具"", ""CUDA"", ""C/C++"", ""Machine Learning"", ""TensorRT"", ""Triton"", ""GPU内存优化""]",仅供盲标完成后复核，不得直接复制为金标,10,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""双一流高校"", ""major"": ""微电子科学与工程"", ""english_level"": ""英语六级""}"
RES-122,resume_004488_exp03_3,"[""Diffusion"", ""Diffusion模型"", ""NLP"", ""多模态"", ""AIGC"", ""C/C++"", ""PyTorch"", ""Python"", ""TensorFlow"", ""图像图形技术"", ""模型压缩"", ""深度学习"", ""JavaScript"", ""SQL"", ""OpenAI"", ""RAG"", ""多模态AI"", ""LoRA"", ""Computer Vision"", ""自然语言处理"", ""特征工程"", ""CPU/GPU"", ""CUDA"", ""机器学习""]",仅供盲标完成后复核，不得直接复制为金标,3,"{""education"": ""硕士研究生"", ""degree"": ""硕士"", ""school_category"": ""985高校"", ""major"": ""人工智能"", ""english_level"": ""英语六级""}"
RES-123,resume_002797_exp08_3,"[""Python"", ""TensorFlow"", ""C/C++"", ""TTS"", ""PyTorch"", ""Go"", ""NLP"", ""机器学习"", ""ASR"", ""信号处理"", ""音视频技术"", ""Linux"", ""JavaScript"", ""Pandas"", ""NumPy"", ""Hadoop"", ""Spark"", ""Tableau"", ""Power BI"", ""FineBI"", ""QClaw-AI"", ""多模态AI"", ""Multi-Agent"", ""Prompt Engineering""]",仅供盲标完成后复核，不得直接复制为金标,8,"{""education"": ""博士研究生"", ""degree"": ""博士"", ""school_category"": ""双一流高校"", ""major"": ""模式识别与智能系统"", ""english_level"": ""英语六级""}"
RES-124,resume_004351_exp10_4,"[""Hadoop"", ""数据工程"", ""Hive"", ""Kafka"", ""Spark"", ""Flink"", ""Java"", ""Python"", ""C/C++"", ""Docker"", ""HBase"", ""操作系统"", ""JavaScript"", ""SQL"", ""MySQL"", ""PostgreSQL"", ""MongoDB"", ""Tableau"", ""Power BI"", ""FineBI"", ""ETL"", ""Elasticsearch"", ""Redis"", ""云计算""]",仅供盲标完成后复核，不得直接复制为金标,10,"{""education"": ""硕士研究生"", ""degree"": ""硕士"", ""school_category"": ""211高校"", ""major"": ""软件工程"", ""english_level"": ""英语六级""}"
RES-125,resume_std_006020_exp10_4,"[""AI产品设计"", ""大模型产品"", ""AIGC产品"", ""需求分析"", ""PRD"", ""用户研究"", ""数据分析"", ""原型设计"", ""Prompt工程"", ""RAG"", ""产品规划"", ""增长分析"", ""AIGC"", ""大模型应用"", ""AI工作流设计"", ""Agent"", ""AI安全""]",仅供盲标完成后复核，不得直接复制为金标,10,"{""education"": ""博士研究生"", ""degree"": ""博士"", ""school_category"": ""双一流高校"", ""major"": ""信息管理与信息系统"", ""english_level"": ""英语六级""}"
RES-126,resume_004454_exp05_3,"[""Flink"", ""Python"", ""Spark"", ""数据工程"", ""C/C++"", ""ClickHouse"", ""Kafka"", ""Go"", ""Hadoop"", ""Hive"", ""Java"", ""向量数据库"", ""SQL"", ""MySQL"", ""PostgreSQL"", ""MongoDB"", ""Redis"", ""Pandas"", ""NumPy"", ""TensorFlow"", ""PyTorch"", ""Tableau"", ""Power BI"", ""FineBI""]",仅供盲标完成后复核，不得直接复制为金标,5,"{""education"": ""硕士研究生"", ""degree"": ""硕士"", ""school_category"": ""211高校"", ""major"": ""计算机科学与技术"", ""english_level"": ""英语六级""}"
RES-127,resume_001279_exp05_2,"[""数据工程"", ""机器学习"", ""Python"", ""因果推断"", ""算法工程"", ""Spark"", ""Hive"", ""Hadoop"", ""Machine Learning"", ""Transformer"", ""模型训练"", ""PyTorch"", ""Java"", ""SQL"", ""MySQL"", ""MongoDB"", ""Redis"", ""Pandas"", ""NumPy"", ""Tableau"", ""Power BI"", ""FineBI"", ""数据分析"", ""数据仓库""]",仅供盲标完成后复核，不得直接复制为金标,5,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""双一流高校"", ""major"": ""应用数学"", ""english_level"": ""英语六级""}"
RES-128,resume_004960_exp05_2,"[""AI安全"", ""Go"", ""C/C++"", ""大模型评测"", ""AI测试"", ""Python"", ""模型评测"", ""Java"", ""大模型安全"", ""模型安全"", ""机器学习"", ""Machine Learning"", ""JavaScript"", ""SQL"", ""Selenium"", ""JUnit"", ""JMeter"", ""安全测试"", ""性能测试"", ""自动化测试"", ""Performance Testing"", ""Automated Testing"", ""Security Testing"", ""高并发""]",仅供盲标完成后复核，不得直接复制为金标,5,"{""education"": ""博士研究生"", ""degree"": ""博士"", ""school_category"": ""985高校"", ""major"": ""软件工程"", ""english_level"": ""英语六级""}"
RES-129,resume_000855_exp01_1,"[""Hive"", ""Python"", ""Spark"", ""数据工程"", ""SQL"", ""Go"", ""MySQL"", ""MongoDB"", ""Pandas"", ""NumPy"", ""Tableau"", ""Power BI"", ""FineBI"", ""数据分析"", ""ETL"", ""Kafka"", ""风控模型"", ""计算机视觉"", ""自然语言处理"", ""推荐系统"", ""数据可视化""]",仅供盲标完成后复核，不得直接复制为金标,1,"{""education"": ""硕士研究生"", ""degree"": ""硕士"", ""school_category"": ""211高校"", ""major"": ""信息管理与信息系统"", ""english_level"": ""英语六级""}"
RES-130,resume_001562_exp03_3,"[""JavaScript"", ""Go"", ""Java"", ""Vue.js"", ""MySQL"", ""React"", ""TypeScript"", ""Python"", ""Redis"", ""软件开发"", ""Ai coding"", ""LangChain"", ""HTML"", ""CSS"", ""Vue"", ""Webpack"", ""Redux"", ""Vuex"", ""代码生成"", ""代码测试"", ""架构设计"", ""运营"", ""品牌"", ""市场营销""]",仅供盲标完成后复核，不得直接复制为金标,3,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""普通高校"", ""major"": ""计算机科学与技术"", ""english_level"": ""无""}"
RES-131,resume_std_005779_exp03_1,"[""SoC设计"", ""ASIC"", ""Verilog"", ""RTL设计"", ""数字IC"", ""SystemVerilog"", ""低功耗设计"", ""时序分析"", ""综合约束"", ""脚本自动化"", ""Python"", ""EDA工具"", ""CUDA"", ""C/C++"", ""Machine Learning"", ""TensorRT"", ""Triton"", ""GPU内存优化""]",仅供盲标完成后复核，不得直接复制为金标,3,"{""education"": ""博士研究生"", ""degree"": ""博士"", ""school_category"": ""211高校"", ""major"": ""电子科学与技术"", ""english_level"": ""英语六级""}"
RES-132,resume_000200_exp10_4,"[""LLM"", ""Machine Learning"", ""NLP"", ""计算机视觉"", ""TensorFlow"", ""机器学习"", ""C/C++"", ""PyTorch"", ""Python"", ""RLHF"", ""SFT"", ""深度学习"", ""Pandas"", ""NumPy"", ""Hadoop"", ""Spark"", ""Tableau"", ""Power BI"", ""FineBI"", ""OpenAI"", ""Agent"", ""RAG"", ""向量检索"", ""CV/NLP""]",仅供盲标完成后复核，不得直接复制为金标,10,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""双一流高校"", ""major"": ""人工智能"", ""english_level"": ""英语四级""}"
RES-133,resume_std_005630_exp08_4,"[""网络安全"", ""渗透测试"", ""漏洞挖掘"", ""安全攻防"", ""Web安全"", ""代码审计"", ""应急响应"", ""Python"", ""Linux"", ""安全测试"", ""威胁建模"", ""日志分析"", ""Go"", ""信息安全"", ""Java"", ""C/C++"", ""大模型安全"", ""模型安全""]",仅供盲标完成后复核，不得直接复制为金标,8,"{""education"": ""硕士研究生"", ""degree"": ""硕士"", ""school_category"": ""211高校"", ""major"": ""网络空间安全"", ""english_level"": ""英语六级""}"
RES-134,resume_std_005750_exp08_3,"[""5G"", ""6G"", ""通信协议"", ""TCP/IP"", ""无线通信"", ""信号处理"", ""C/C++"", ""Python"", ""SDR"", ""网络优化"", ""基站系统"", ""高性能通信"", ""计算机体系结构"", ""PyTorch"", ""TensorFlow"", ""模型压缩"", ""通信技术"", ""深度学习""]",仅供盲标完成后复核，不得直接复制为金标,8,"{""education"": ""博士研究生"", ""degree"": ""博士"", ""school_category"": ""211高校"", ""major"": ""通信工程"", ""english_level"": ""英语六级""}"
RES-135,resume_004865_exp01_1,"[""prompt工程"", ""云计算"", ""AI算法"", ""数据工程"", ""Embedding"", ""LoRA微调"", ""RAG"", ""知识图谱"", ""AIGC"", ""LangChain"", ""模型服务化"", ""模型部署"", ""Python"", ""Java"", ""JavaScript"", ""AWS"", ""Azure"", ""Docker"", ""Kubernetes"", ""Linux"", ""Ansible"", ""Terraform"", ""DevOps"", ""CI/CD""]",仅供盲标完成后复核，不得直接复制为金标,1,"{""education"": ""硕士研究生"", ""degree"": ""硕士"", ""school_category"": ""双一流高校"", ""major"": ""软件工程"", ""english_level"": ""英语六级""}"
RES-136,resume_std_005809_exp01_1,"[""UVM"", ""SystemVerilog"", ""Verilog"", ""覆盖率驱动验证"", ""仿真"", ""断言"", ""Python"", ""Perl"", ""SoC验证"", ""验证计划"", ""回归测试"", ""DFT"", ""Linux"", ""Shell脚本"", ""通信技术"", ""RISC-V"", ""CUDA"", ""硬件开发""]",仅供盲标完成后复核，不得直接复制为金标,1,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""双一流高校"", ""major"": ""电子科学与技术"", ""english_level"": ""英语四级""}"
RES-137,resume_std_005670_exp02_2,"[""ROS"", ""C++"", ""Python"", ""SLAM"", ""运动规划"", ""路径规划"", ""机器人控制"", ""传感器融合"", ""Linux"", ""Gazebo"", ""实时系统"", ""算法部署"", ""C/C++"", ""Machine Learning"", ""云计算"", ""仿真技术"", ""汽车电子"", ""编程语言""]",仅供盲标完成后复核，不得直接复制为金标,2,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""985高校"", ""major"": ""自动化"", ""english_level"": ""英语六级""}"
RES-138,resume_001156_exp03_3,"[""Android"", ""C/C++"", ""Objective-C"", ""Swift"", ""Java"", ""Kotlin"", ""iOS"", ""Python"", ""Unreal Engine"", ""动画技术"", ""性能优化"", ""操作系统"", ""JavaScript"", ""SQL"", ""Go"", ""React Native"", ""Flutter"", ""Vue"", ""React"", ""运营"", ""市场营销"", ""品牌"", ""代码生成"", ""代码测试""]",仅供盲标完成后复核，不得直接复制为金标,3,"{""education"": ""硕士研究生"", ""degree"": ""硕士"", ""school_category"": ""211高校"", ""major"": ""计算机科学与技术"", ""english_level"": ""英语六级""}"
RES-139,resume_004216_exp02_1,"[""Diffusion"", ""Python"", ""PyTorch"", ""SFT"", ""AIGC"", ""C/C++"", ""NLP"", ""VLM"", ""分布式训练"", ""大模型训练"", ""DeepSpeed"", ""LLM"", ""Java"", ""JavaScript"", ""SQL"", ""Go"", ""TensorFlow"", ""Prompt Engineering"", ""Embedding"", ""QClaw-AI"", ""自然语言处理"", ""风控模型"", ""特征工程"", ""FineBI""]",仅供盲标完成后复核，不得直接复制为金标,2,"{""education"": ""硕士研究生"", ""degree"": ""硕士"", ""school_category"": ""211高校"", ""major"": ""人工智能"", ""english_level"": ""英语六级""}"
RES-140,resume_000559_exp00_0,"[""LLM"", ""Megatron"", ""PPO"", ""LoRA微调"", ""C/C++"", ""PyTorch"", ""DeepSpeed"", ""Python"", ""机器学习"", ""GRPO"", ""深度学习"", ""计算机视觉"", ""Pandas"", ""NumPy"", ""TensorFlow"", ""Hadoop"", ""Spark"", ""Tableau"", ""Power BI"", ""FineBI"", ""AI Agent"", ""Prompt"", ""AIBot"", ""AIOps""]",仅供盲标完成后复核，不得直接复制为金标,0,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""211高校"", ""major"": ""软件工程"", ""english_level"": ""英语四级""}"
RES-141,resume_005251_exp05_4,"[""C/C++"", ""Linux"", ""PHP"", ""操作系统"", ""数据工程"", ""消息队列"", ""NoSQL"", ""Python"", ""Redis"", ""分布式系统"", ""Go"", ""Kafka"", ""Java"", ""JavaScript"", ""SQL"", ""HTML"", ""CSS"", ""React"", ""Vue"", ""TypeScript"", ""Redux"", ""Vuex"", ""Spring Boot"", ""Django""]",仅供盲标完成后复核，不得直接复制为金标,5,"{""education"": ""专科"", ""degree"": ""无学位"", ""school_category"": ""职业技术学院"", ""major"": ""软件工程"", ""english_level"": ""无""}"
RES-142,resume_003726_exp05_3,"[""NLP"", ""Python"", ""C/C++"", ""Linux"", ""云计算"", ""Go"", ""Java"", ""Machine Learning"", ""PyTorch"", ""数据工程"", ""计算机视觉"", ""MySQL"", ""AWS"", ""Azure"", ""Docker"", ""Kubernetes"", ""Ansible"", ""Terraform"", ""CI/CD"", ""DevOps"", ""自动化测试"", ""性能测试"", ""安全测试"", ""Vector Database""]",仅供盲标完成后复核，不得直接复制为金标,5,"{""education"": ""硕士研究生"", ""degree"": ""硕士"", ""school_category"": ""211高校"", ""major"": ""计算机科学与技术"", ""english_level"": ""英语六级""}"
RES-143,resume_000410_exp03_1,"[""Python"", ""Linux"", ""Rust"", ""C/C++"", ""操作系统"", ""硬件开发"", ""网络编程"", ""Go"", ""Machine Learning"", ""模型压缩"", ""iOS"", ""机器人与自动驾驶"", ""JavaScript"", ""Spring Boot"", ""Django"", ""Flask"", ""RESTful API"", ""MySQL"", ""Microservices"", ""Node.js"", ""微服务"", ""代码测试"", ""代码生成"", ""分布式系统""]",仅供盲标完成后复核，不得直接复制为金标,3,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""普通高校"", ""major"": ""计算机科学与技术"", ""english_level"": ""英语六级""}"
RES-144,resume_000475_exp01_1,"[""Python"", ""TensorFlow"", ""C/C++"", ""TTS"", ""PyTorch"", ""Go"", ""NLP"", ""机器学习"", ""ASR"", ""信号处理"", ""音视频技术"", ""Linux"", ""Java"", ""Pandas"", ""NumPy"", ""Hadoop"", ""Spark"", ""知识库"", ""AgentBench"", ""人工智能"", ""Multi-Agent"", ""Flux"", ""Data Warehouse"", ""Scikit-learn""]",仅供盲标完成后复核，不得直接复制为金标,1,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""211高校"", ""major"": ""计算机科学与技术"", ""english_level"": ""英语六级""}"
RES-145,resume_000971_exp01_1,"[""网络技术"", ""Shell脚本"", ""IT基础设施"", ""Kubernetes"", ""TCP/IP"", ""C/C++"", ""Python"", ""Go"", ""CSS"", ""Spark"", ""Java"", ""JavaScript"", ""SQL"", ""Docker"", ""Linux"", ""Ansible"", ""CI/CD"", ""云计算"", ""性能测试"", ""安全测试"", ""自动化测试"", ""Redis"", ""MySQL"", ""Oracle""]",仅供盲标完成后复核，不得直接复制为金标,1,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""双一流高校"", ""major"": ""计算机科学与技术"", ""english_level"": ""无""}"
RES-146,resume_004351_exp08_3,"[""Hadoop"", ""数据工程"", ""Hive"", ""Kafka"", ""Spark"", ""Flink"", ""Java"", ""Python"", ""C/C++"", ""Docker"", ""HBase"", ""操作系统"", ""JavaScript"", ""SQL"", ""MySQL"", ""PostgreSQL"", ""MongoDB"", ""Tableau"", ""Power BI"", ""FineBI"", ""ETL"", ""Elasticsearch"", ""Redis"", ""云计算""]",仅供盲标完成后复核，不得直接复制为金标,8,"{""education"": ""硕士研究生"", ""degree"": ""硕士"", ""school_category"": ""211高校"", ""major"": ""软件工程"", ""english_level"": ""英语六级""}"
RES-147,resume_001682_exp03_2,"[""JavaScript"", ""React"", ""性能优化"", ""Node.js"", ""TypeScript"", ""Vue.js"", ""HTML"", ""软件开发"", ""CSS"", ""Webpack"", ""Python"", ""跨平台开发"", ""Vue"", ""Redux"", ""Vuex"", ""Spring Boot"", ""Django"", ""Flask"", ""Kafka"", ""RabbitMQ"", ""MySQL"", ""PostgreSQL"", ""MongoDB"", ""Redis""]",仅供盲标完成后复核，不得直接复制为金标,3,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""双一流高校"", ""major"": ""计算机科学与技术"", ""english_level"": ""英语四级""}"
RES-148,resume_001397_exp05_2,"[""Java"", ""C/C++"", ""消息队列"", ""MyBatis"", ""NoSQL"", ""Redis"", ""Spring"", ""分布式系统"", ""编程语言"", ""Elasticsearch"", ""Go"", ""Linux"", ""Python"", ""SQL"", ""Spring Boot"", ""Django"", ""Flask"", ""MySQL"", ""MongoDB"", ""Microservices"", ""Node.js"", ""微服务"", ""架构设计"", ""代码测试""]",仅供盲标完成后复核，不得直接复制为金标,5,"{""education"": ""硕士研究生"", ""degree"": ""硕士"", ""school_category"": ""211高校"", ""major"": ""网络工程"", ""english_level"": ""英语六级""}"
RES-149,resume_000253_exp05_4,"[""C/C++"", ""Python"", ""IT基础设施"", ""软件测试"", ""云计算"", ""数据工程"", ""Go"", ""计算机体系结构"", ""系统开发"", ""Machine Learning"", ""Shell脚本"", ""GPU"", ""AWS"", ""Azure"", ""Docker"", ""Kubernetes"", ""Linux"", ""Ansible"", ""CI/CD"", ""DevOps"", ""安全测试"", ""自动化测试"", ""性能测试"", ""Elasticsearch""]",仅供盲标完成后复核，不得直接复制为金标,5,"{""education"": ""硕士研究生"", ""degree"": ""硕士"", ""school_category"": ""211高校"", ""major"": ""软件工程"", ""english_level"": ""英语六级""}"
RES-150,resume_004567_exp08_3,"[""Go"", ""Python"", ""Spark"", ""操作系统"", ""C/C++"", ""Flink"", ""Redis"", ""Hadoop"", ""Java"", ""Kafka"", ""MySQL"", ""分布式系统"", ""JavaScript"", ""SQL"", ""HTML"", ""CSS"", ""React"", ""Vue"", ""Webpack"", ""TypeScript"", ""Redux"", ""Vuex"", ""Spring Boot"", ""Django""]",仅供盲标完成后复核，不得直接复制为金标,8,"{""education"": ""硕士研究生"", ""degree"": ""硕士"", ""school_category"": ""双一流高校"", ""major"": ""网络工程"", ""english_level"": ""英语六级""}"
RES-151,resume_003603_exp05_2,"[""TensorFlow"", ""Python"", ""计算机视觉"", ""Diffusion"", ""PyTorch"", ""机器学习"", ""AIGC"", ""Machine Learning"", ""图像图形技术"", ""多模态"", ""C/C++"", ""LLM"", ""Java"", ""RAG"", ""PCG/AI"", ""知识库"", ""Large Language Model"", ""Scikit-learn"", ""Computer Vision"", ""风控模型"", ""vLLM"", ""分布式训练"", ""深度学习"", ""Multimodal AI""]",仅供盲标完成后复核，不得直接复制为金标,5,"{""education"": ""博士研究生"", ""degree"": ""博士"", ""school_category"": ""985高校"", ""major"": ""计算机科学与技术"", ""english_level"": ""英语六级""}"
RES-152,resume_std_005719_exp03_3,"[""FFmpeg"", ""WebRTC"", ""音视频编解码"", ""H.264"", ""H.265"", ""RTP/RTCP"", ""C++"", ""流媒体"", ""音频处理"", ""视频处理"", ""低延迟传输"", ""性能优化"", ""PyTorch"", ""图像图形技术"", ""AIGC"", ""C/C++"", ""Diffusion模型"", ""Diffusion""]",仅供盲标完成后复核，不得直接复制为金标,3,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""普通高校"", ""major"": ""软件工程"", ""english_level"": ""英语四级""}"
RES-153,resume_002642_exp03_1,"[""C/C++"", ""软件开发"", ""Android Framework"", ""Java"", ""Swift"", ""性能优化"", ""Android"", ""Kotlin"", ""跨平台开发"", ""Objective-C"", ""iOS"", ""Python"", ""React Native"", ""Flutter"", ""Vue"", ""React"", ""用户增长"", ""用户研究"", ""市场营销"", ""架构设计"", ""系统设计"", ""移动端性能优化"", ""NLP"", ""计算机网络""]",仅供盲标完成后复核，不得直接复制为金标,3,"{""education"": ""硕士研究生"", ""degree"": ""硕士"", ""school_category"": ""双一流高校"", ""major"": ""移动应用开发"", ""english_level"": ""英语六级""}"
RES-154,resume_002427_exp00_0,"[""C/C++"", ""Python"", ""IT基础设施"", ""软件测试"", ""云计算"", ""数据工程"", ""Go"", ""计算机体系结构"", ""系统开发"", ""Machine Learning"", ""Shell脚本"", ""GPU"", ""AWS"", ""Azure"", ""Docker"", ""Kubernetes"", ""Linux"", ""Ansible"", ""Terraform"", ""DevOps"", ""CI/CD"", ""NCCL"", ""昇腾"", ""CUDA/NPU""]",仅供盲标完成后复核，不得直接复制为金标,0,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""211高校"", ""major"": ""网络工程"", ""english_level"": ""英语四级""}"
RES-155,resume_std_005960_exp03_1,"[""热设计"", ""散热仿真"", ""CFD"", ""Icepak"", ""FloTHERM"", ""结构设计"", ""热测试"", ""材料导热"", ""可靠性测试"", ""有限元分析"", ""硬件工程"", ""测试验证"", ""Python"", ""仿真技术"", ""硬件开发"", ""算法工程""]",仅供盲标完成后复核，不得直接复制为金标,3,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""985高校"", ""major"": ""电子信息工程"", ""english_level"": ""英语六级""}"
