sample_id,record_id,reference_skills,reference_warning
JD-172,GOV-2025-132116-300147385001,[],仅供盲标完成后复核，不得直接复制为金标
JD-173,job_2895d64873599ecdef27,[],仅供盲标完成后复核，不得直接复制为金标
JD-174,GOV-2025-137116-400110116033,[],仅供盲标完成后复核，不得直接复制为金标
JD-175,job_62d08a3f9047d62108f0,[],仅供盲标完成后复核，不得直接复制为金标
JD-176,JOB11115,"[""多模态世界模型"", ""PyTorch"", ""TensorFlow"", ""大规模训练"", ""复杂模型结构实现""]",仅供盲标完成后复核，不得直接复制为金标
JD-177,JOB02381,"[""NLP"", ""计算机视觉"", ""多模态"", ""LLM"", ""MLLM"", ""强化学习"", ""BERT"", ""Transformer"", ""GPT"", ""TensorFlow"", ""PyTorch"", ""Keras"", ""大模型基座""]",仅供盲标完成后复核，不得直接复制为金标
JD-178,GOV-2024-135106-400110106013,[],仅供盲标完成后复核，不得直接复制为金标
JD-179,GOV-2026-132106-300147208001,[],仅供盲标完成后复核，不得直接复制为金标
JD-180,job_9fcd8e1a791ebeaf245d,[],仅供盲标完成后复核，不得直接复制为金标
JD-181,GOV-2024-154127-300147004001,[],仅供盲标完成后复核，不得直接复制为金标
JD-182,GOV-2026-132108-300147238001,[],仅供盲标完成后复核，不得直接复制为金标
JD-183,job_34b19bdfee09d8c515bd,[],仅供盲标完成后复核，不得直接复制为金标
JD-184,job_a254994f1fa791b1b294,[],仅供盲标完成后复核，不得直接复制为金标
JD-185,JOB11163,"[""模型量化"", ""模型剪枝"", ""模型稀疏"", ""知识蒸馏"", ""投机解码"", ""KV Cache压缩"", ""Token压缩"", ""FP8"", ""FP4"", ""INT8"", ""INT4"", ""PTQ"", ""QAT"", ""SmoothQuant"", ""AWQ"", ""GPTQ"", ""KV Cache量化"", ""混合精度"", ""Python"", ""PyTorch"", ""评测集设计"", ""消融实验"", ""回归机制"", ""模型压缩"", ""推理加速"", ""LLM服务优化""]",仅供盲标完成后复核，不得直接复制为金标
JD-186,job_ff0ebfeceaebe26aa703,"[""IP""]",仅供盲标完成后复核，不得直接复制为金标
JD-187,JOB00905,"[""网络运维"", ""TCP/IP"", ""OSPF"", ""BGP"", ""IDC网络架构"", ""骨干网络架构"", ""Cisco"", ""华三"", ""华为"", ""Arista""]",仅供盲标完成后复核，不得直接复制为金标
JD-188,GOV-2025-137101-400110101003,[],仅供盲标完成后复核，不得直接复制为金标
JD-189,GOV-2026-158210-300110210002,[],仅供盲标完成后复核，不得直接复制为金标
JD-190,job_81561b9cbda560bbadb1,"[""运营""]",仅供盲标完成后复核，不得直接复制为金标
JD-191,GOV-2024-109000-200130127003,[],仅供盲标完成后复核，不得直接复制为金标
JD-192,job_8b0308d7dca1f6421c30,[],仅供盲标完成后复核，不得直接复制为金标
JD-193,job_8e8ecf01ed74800fcaa2,[],仅供盲标完成后复核，不得直接复制为金标
JD-194,JOB04061,"[""Java"", ""Objective-C"", ""C"", ""C++"", ""Python"", ""Go"", ""PHP"", ""测试开发"", ""开放平台测试""]",仅供盲标完成后复核，不得直接复制为金标
JD-195,JOB02751,"[""Python"", ""Rust"", ""C++"", ""训练框架"", ""训练系统优化"", ""大模型训练工程"", ""分布式系统"", ""计算机体系结构优化"", ""异构硬件"", ""高性能网络"", ""训练效率分析"", ""强化学习框架""]",仅供盲标完成后复核，不得直接复制为金标
JD-196,GOV-2024-135117-400110117012,[],仅供盲标完成后复核，不得直接复制为金标
JD-197,GOV-2026-132124-300147834001,[],仅供盲标完成后复核，不得直接复制为金标
JD-198,job_59f604bc4cfadb39cc5e,[],仅供盲标完成后复核，不得直接复制为金标
JD-199,JOB05296,"[""MapReduce"", ""Spark"", ""TensorFlow"", ""PyTorch"", ""混合精度训练"", ""分布式训练"", ""模型量化"", ""模型剪枝"", ""知识蒸馏"", ""TensorRT"", ""CV"", ""NLP"", ""多模态算法"", ""图像搜索"", ""图像分类"", ""视频分类"", ""图像分割"", ""目标检测"", ""OCR"", ""图神经网络"", ""无监督学习"", ""自监督学习"", ""LLM"", ""预训练"", ""自然语言理解"", ""多语言学习"", ""自然语言生成"", ""迁移学习"", ""半监督学习""]",仅供盲标完成后复核，不得直接复制为金标
JD-200,JOB02130,"[""Python"", ""数据结构"", ""算法"", ""操作系统"", ""网络"", ""Golang"", ""Java"", ""C++"", ""分布式系统"", ""后端架构"", ""面向对象设计"", ""设计模式""]",仅供盲标完成后复核，不得直接复制为金标
JD-201,JOB11332,"[""Linux"", ""C"", ""C++"", ""Python"", ""CUDA"", ""GPU开发"", ""GPU优化"", ""PyTorch"", ""TensorFlow"", ""TensorRT"", ""XLA"", ""TVM"", ""MLIR"", ""推荐系统召回"", ""推荐排序"", ""LLM"", ""Diffusion Model""]",仅供盲标完成后复核，不得直接复制为金标
JD-202,GOV-2025-137130-400110130018,[],仅供盲标完成后复核，不得直接复制为金标
JD-203,job_dd0c3ea464ad23f9c9ad,[],仅供盲标完成后复核，不得直接复制为金标
JD-204,JOB04660,"[""SQL"", ""Python"", ""海量数据处理"", ""指标体系"", ""归因模型"", ""实验设计"", ""网络溢出效应"", ""样本偏差"", ""因果推断"", ""RCT"", ""DID"", ""IV"", ""机器学习"", ""大模型应用""]",仅供盲标完成后复核，不得直接复制为金标
JD-205,GOV-2025-137124-400110124017,[],仅供盲标完成后复核，不得直接复制为金标
JD-206,GOV-2024-135119-400110119041,[],仅供盲标完成后复核，不得直接复制为金标
JD-207,GOV-2025-137105-400110105026,[],仅供盲标完成后复核，不得直接复制为金标
JD-208,JOB08509,"[""Java"", ""集合框架"", ""多线程"", ""并发编程"", ""JVM"", ""内存模型"", ""GC"", ""性能调优"", ""设计模式"", ""OOP"", ""Spring Boot"", ""Spring MVC"", ""Spring Cloud"", ""MyBatis"", ""SQL优化"", ""微服务架构"", ""服务注册发现"", ""配置中心"", ""网关"", ""MySQL"", ""Redis"", ""MongoDB"", ""分库分表"", ""读写分离"", ""Kafka"", ""RabbitMQ"", ""CI/CD"", ""Jenkins"", ""GitLab CI"", ""Docker"", ""Kubernetes"", ""SonarQube"", ""ELK"", ""Prometheus"", ""JUnit"", ""TestNG"", ""JMockit"", ""高并发"", ""高可用""]",仅供盲标完成后复核，不得直接复制为金标
JD-209,JOB06187,"[""Java"", ""C"", ""C++"", ""PHP"", ""Python"", ""Go"", ""数据结构与算法"", ""操作系统""]",仅供盲标完成后复核，不得直接复制为金标
JD-210,JOB03325,"[""质量架构"", ""自动化测试"", ""性能测试"", ""Go"", ""Python"", ""全栈开发""]",仅供盲标完成后复核，不得直接复制为金标
JD-211,job_66fbc55fc20ea04bfcc6,[],仅供盲标完成后复核，不得直接复制为金标
JD-212,job_de7599d2d9fb5f89f11a,"[""Python""]",仅供盲标完成后复核，不得直接复制为金标
JD-213,JOB02737,"[""MySQL"", ""Memcache"", ""Redis"", ""消息队列"", ""Nginx"", ""Web组件"", ""大流量服务"", ""Golang"", ""Java"", ""C++"", ""广告系统""]",仅供盲标完成后复核，不得直接复制为金标
JD-214,JOB09692,"[""C"", ""C++"", ""CUDA"", ""计算机体系结构"", ""高性能计算"", ""底层硬件架构"", ""并行计算"", ""分布式系统"", ""深度学习编译器"", ""TVM"", ""TensorRT"", ""PyTorch"", ""Triton""]",仅供盲标完成后复核，不得直接复制为金标
JD-215,JOB04745,"[""Java"", ""C"", ""C++"", ""Go"", ""Python"", ""Android测试"", ""iOS测试"", ""Web测试"", ""Server端测试"", ""测试技术"", ""质量模型""]",仅供盲标完成后复核，不得直接复制为金标
JD-216,job_a193de1816fe2ee7fa28,[],仅供盲标完成后复核，不得直接复制为金标
JD-217,job_f894fccbf54e5f9fba8a,[],仅供盲标完成后复核，不得直接复制为金标
JD-218,job_946cbec9c1f852b2a107,[],仅供盲标完成后复核，不得直接复制为金标
JD-219,JOB02197,"[""SoC设计"", ""SoC架构"", ""RTL"", ""SpyGlass"", ""EDA"", ""Python"", ""Tcl"", ""Perl"", ""DDR"", ""PCIe"", ""Clock"", ""Reset"", ""Low Power"", ""Debug"", ""Die2Die"", ""Ethernet"", ""IP集成"", ""AXI"", ""CPU"", ""Fabric"", ""UFP"", ""RISC-V"", ""ARM"", ""x86""]",仅供盲标完成后复核，不得直接复制为金标
JD-220,job_54e38df1faf24c356aa3,"[""微服务"", ""架构设计"", ""分布式系统""]",仅供盲标完成后复核，不得直接复制为金标
JD-221,job_9c7210df3e80b57ac5f6,[],仅供盲标完成后复核，不得直接复制为金标
JD-222,JOB02965,"[""Java"", ""C"", ""C++"", ""PHP"", ""Python"", ""Go"", ""数据结构"", ""算法"", ""操作系统"", ""后端开发""]",仅供盲标完成后复核，不得直接复制为金标
JD-223,GOV-2024-130107-300110024005,[],仅供盲标完成后复核，不得直接复制为金标
JD-224,GOV-2025-130130-300110010023,[],仅供盲标完成后复核，不得直接复制为金标
JD-225,GOV-2024-154125-300147006001,[],仅供盲标完成后复核，不得直接复制为金标
JD-226,JOB05946,"[""语音技术"", ""多模态"", ""机器学习"", ""C"", ""C++"", ""Python"", ""模型评测""]",仅供盲标完成后复核，不得直接复制为金标
JD-227,JOB02495,"[""数据结构"", ""算法"", ""操作系统"", ""MySQL"", ""Redis"", ""MQ"", ""服务端语言"", ""服务化架构"", ""异步架构"", ""高并发"", ""高可用"", ""可扩展架构""]",仅供盲标完成后复核，不得直接复制为金标
JD-228,GOV-2024-129116-300110004004,[],仅供盲标完成后复核，不得直接复制为金标
JD-229,job_383a7266d3d49415ac1d,"[""架构设计""]",仅供盲标完成后复核，不得直接复制为金标
JD-230,job_54762a1826c00e75be73,[],仅供盲标完成后复核，不得直接复制为金标
JD-231,GOV-2025-130130-300110420002,[],仅供盲标完成后复核，不得直接复制为金标
JD-232,GOV-2026-132120-300147723001,[],仅供盲标完成后复核，不得直接复制为金标
JD-233,JOB09348,"[""广告系统策略算法"", ""RTB"", ""机器学习"", ""深度学习"", ""Python"", ""数据结构"", ""算法"", ""大规模数据分析""]",仅供盲标完成后复核，不得直接复制为金标
JD-234,GOV-2025-137105-400110105003,[],仅供盲标完成后复核，不得直接复制为金标
JD-235,JOB10180,"[""SLAM"", ""机器学习"", ""深度学习框架"", ""C++"", ""Linux"", ""MapTR"", ""BEVFormer"", ""BEV-Locator"", ""OrienterNet"", ""模型部署"", ""量化"", ""剪枝""]",仅供盲标完成后复核，不得直接复制为金标
JD-236,GOV-2026-137112-400110112006,[],仅供盲标完成后复核，不得直接复制为金标
JD-237,job_36c5988a5f75cb78b8fd,[],仅供盲标完成后复核，不得直接复制为金标
JD-238,JOB10093,"[""多模态大模型"", ""MLLM"", ""强化学习"", ""Agent系统"", ""GUI Agent"", ""Computer Use"", ""视觉语言模型"", ""跨模态融合"", ""Python"", ""大模型训练"", ""大模型推理"", ""GUI Grounding"", ""Screen Agent"", ""Browser Use"", ""Web Agent""]",仅供盲标完成后复核，不得直接复制为金标
JD-239,job_98b8fd51d26829294974,[],仅供盲标完成后复核，不得直接复制为金标
JD-240,job_dcd53db78e5e445cf333,"[""Spark""]",仅供盲标完成后复核，不得直接复制为金标
JD-241,GOV-2024-135127-400110127014,[],仅供盲标完成后复核，不得直接复制为金标
JD-242,GOV-2026-109207-300130848006,[],仅供盲标完成后复核，不得直接复制为金标
JD-243,job_e7fd1628f2726d9bb8f7,[],仅供盲标完成后复核，不得直接复制为金标
JD-244,GOV-2025-132111-300147203001,[],仅供盲标完成后复核，不得直接复制为金标
JD-245,job_7ff4eb49941d6ee86402,"[""用户增长""]",仅供盲标完成后复核，不得直接复制为金标
JD-246,job_0bb9f8119acd6f512627,"[""IP""]",仅供盲标完成后复核，不得直接复制为金标
JD-247,JOB04695,"[""分布式服务"", ""容器化"", ""分布式存储"", ""服务治理"", ""SRE"", ""Golang"", ""Python"", ""Java""]",仅供盲标完成后复核，不得直接复制为金标
JD-248,GOV-2024-154115-300147009001,[],仅供盲标完成后复核，不得直接复制为金标
JD-249,job_ebb7267e36d699e4556f,[],仅供盲标完成后复核，不得直接复制为金标
JD-250,GOV-2026-132110-300147293001,[],仅供盲标完成后复核，不得直接复制为金标
JD-251,job_537d9f741d3e7e86a06b,[],仅供盲标完成后复核，不得直接复制为金标
JD-252,job_66386653275cf485d884,"[""特征工程""]",仅供盲标完成后复核，不得直接复制为金标
JD-253,JOB06750,"[""Python"", ""Java"", ""Go"", ""自动化测试框架"", ""测试开发"", ""微服务"", ""Serverless"", ""容器化"", ""集群管理"", ""数据库"", ""缓存"", ""AI测试""]",仅供盲标完成后复核，不得直接复制为金标
JD-254,JOB03554,"[""Golang"", ""Python"", ""MySQL"", ""Redis"", ""消息队列"", ""RPC"", ""风控系统"", ""内容安全系统"", ""To B系统开发""]",仅供盲标完成后复核，不得直接复制为金标
JD-255,job_f6b90ad618a6ba641faf,"[""运营""]",仅供盲标完成后复核，不得直接复制为金标
JD-256,JOB04981,"[""Python"", ""PyTorch"", ""TensorFlow"", ""神经网络设计"", ""深度学习"", ""CNN"", ""Transformer"", ""视频压缩"", ""图像压缩"", ""信号处理"", ""信息论"", ""视频编码"", ""JPEG-AI"", ""IEEE1857"", ""MPEG-VCM"", ""H.265"", ""H.266"", ""GPU性能优化"", ""NPU性能优化""]",仅供盲标完成后复核，不得直接复制为金标
JD-257,GOV-2025-137107-400110107023,[],仅供盲标完成后复核，不得直接复制为金标
JD-258,GOV-2024-154119-300147100001,[],仅供盲标完成后复核，不得直接复制为金标
JD-259,GOV-2025-132117-300147457001,[],仅供盲标完成后复核，不得直接复制为金标
JD-260,job_07f7dfa1f2478b9563b6,"[""GPU""]",仅供盲标完成后复核，不得直接复制为金标
JD-261,job_4791803d853fbff11c89,[],仅供盲标完成后复核，不得直接复制为金标
JD-262,job_baa20477a6e7a45ecbce,"[""运营""]",仅供盲标完成后复核，不得直接复制为金标
JD-263,JOB00246,"[""机器人测试"", ""自动化测试框架"", ""LabVIEW"", ""Python"", ""测试脚本"", ""测试平台"", ""ROS"", ""RTOS"", ""数字示波器"", ""信号发生器"", ""EMC测试"", ""信号完整性分析"", ""DVP&R"", ""CNAS"", ""自动化测试工装""]",仅供盲标完成后复核，不得直接复制为金标
JD-264,GOV-2026-137131-400110131017,[],仅供盲标完成后复核，不得直接复制为金标
JD-265,GOV-2025-137122-400110122007,[],仅供盲标完成后复核，不得直接复制为金标
JD-266,JOB08968,"[""C++"", ""数据结构"", ""算法"", ""TensorFlow"", ""PyTorch"", ""多模态理解"", ""计算机视觉"", ""NLP"", ""短视频标签特征"", ""视频编辑"", ""广告创意理解"", ""广告创意生成"", ""LLM"", ""ChatGPT"", ""扩散模型""]",仅供盲标完成后复核，不得直接复制为金标
JD-267,GOV-2026-132114-300147445001,[],仅供盲标完成后复核，不得直接复制为金标
JD-268,GOV-2024-135125-400110125003,[],仅供盲标完成后复核，不得直接复制为金标
JD-269,GOV-2026-137113-400110113003,[],仅供盲标完成后复核，不得直接复制为金标
JD-270,job_164b660f84c2b2bfd300,[],仅供盲标完成后复核，不得直接复制为金标
JD-271,GOV-2025-137122-400110122008,[],仅供盲标完成后复核，不得直接复制为金标
JD-272,JOB08969,"[""手机影像技术栈"", ""Sensor"", ""镜头"", ""图像算法"", ""ISP处理流程"", ""人像影像模块""]",仅供盲标完成后复核，不得直接复制为金标
JD-273,GOV-2026-132108-300147233001,[],仅供盲标完成后复核，不得直接复制为金标
JD-274,job_63167c99b8626bfcdf2d,[],仅供盲标完成后复核，不得直接复制为金标
JD-275,JOB07175,[],仅供盲标完成后复核，不得直接复制为金标
JD-276,job_8f1b3c24ab7489c404fc,[],仅供盲标完成后复核，不得直接复制为金标
JD-277,job_d151612be45d96d75886,[],仅供盲标完成后复核，不得直接复制为金标
JD-278,JOB08867,"[""HTML"", ""CSS"", ""JavaScript"", ""Vue"", ""React"", ""Webpack"", ""Vite"", ""前端性能优化"", ""前端安全"", ""AI落地""]",仅供盲标完成后复核，不得直接复制为金标
JD-279,GOV-2025-133122-300143823001,[],仅供盲标完成后复核，不得直接复制为金标
JD-280,GOV-2026-137131-400110131030,[],仅供盲标完成后复核，不得直接复制为金标
JD-281,GOV-2025-137123-400110123018,[],仅供盲标完成后复核，不得直接复制为金标
JD-282,JOB00201,"[""统计分析"", ""核保系统"", ""系统规划"", ""数据分析""]",仅供盲标完成后复核，不得直接复制为金标
JD-283,JOB04878,"[""测试理论"", ""测试方法"", ""Java"", ""C"", ""C++"", ""Python"", ""Go"", ""测试开发""]",仅供盲标完成后复核，不得直接复制为金标
JD-284,JOB04744,"[""Python"", ""Golang"", ""MySQL"", ""Memcache"", ""Redis"", ""消息队列"", ""Nginx"", ""Web组件"", ""大流量在线服务"", ""广告平台研发""]",仅供盲标完成后复核，不得直接复制为金标
JD-285,JOB01789,"[""VLM"", ""LLM"", ""多模态大模型"", ""数据构造"", ""Post Training"", ""LLM架构"", ""强化学习"", ""RL"", ""GRPO"", ""PPO"", ""DPO"", ""Reward Model"", ""RM"", ""Multi-Agent"", ""Prompt Engineering"", ""Context Engineering"", ""AI Agent"", ""AIGC""]",仅供盲标完成后复核，不得直接复制为金标
JD-286,job_ec77147416740d2f8241,[],仅供盲标完成后复核，不得直接复制为金标
JD-287,JOB08319,"[""数据结构"", ""算法"", ""计算机网络"", ""软件工程"", ""JavaScript"", ""TypeScript"", ""前端框架"", ""开源中间件""]",仅供盲标完成后复核，不得直接复制为金标
JD-288,job_ccd4ea824b0303586870,[],仅供盲标完成后复核，不得直接复制为金标
JD-289,GOV-2025-129132-300110010001,[],仅供盲标完成后复核，不得直接复制为金标
JD-290,JOB02405,"[""Linux"", ""C"", ""C++"", ""数据结构"", ""算法"", ""系统设计"", ""GPU编程"", ""CUDA"", ""Triton"", ""GPU性能分析"", ""TensorFlow"", ""PyTorch"", ""搜广推"", ""NLP模型"", ""训练推理优化"", ""TensorFlow Serving"", ""PyTorch分布式训练""]",仅供盲标完成后复核，不得直接复制为金标
JD-291,GOV-2026-129131-300110111006,[],仅供盲标完成后复核，不得直接复制为金标
JD-292,GOV-2026-137123-400110123025,[],仅供盲标完成后复核，不得直接复制为金标
JD-293,JOB00478,"[""C"", ""C++"", ""Java"", ""Python"", ""驱动软件开发"", ""控制软件开发"", ""硬件单板设计"", ""硬件测试"", ""自动化测试框架"", ""接口开发"", ""有限元仿真"", ""大数据"", ""AI算法""]",仅供盲标完成后复核，不得直接复制为金标
JD-294,GOV-2025-137123-400110123035,[],仅供盲标完成后复核，不得直接复制为金标
JD-295,GOV-2024-129131-300110108001,[],仅供盲标完成后复核，不得直接复制为金标
JD-296,job_1c911b309ea89be371c2,"[""云计算""]",仅供盲标完成后复核，不得直接复制为金标
JD-297,GOV-2025-132122-300147586001,[],仅供盲标完成后复核，不得直接复制为金标
JD-298,JOB11396,"[""C++"", ""CUDA"", ""操作系统"", ""计算机体系结构"", ""大模型量化算法"", ""程序指令流切片"", ""深度学习模型"", ""深度学习框架"", ""ARM"", ""GPU"", ""NPU"", ""TPU"", ""并行计算芯片""]",仅供盲标完成后复核，不得直接复制为金标
JD-299,JOB02445,"[""JavaScript"", ""CSS"", ""HTML"", ""前端框架"", ""小程序"", ""小游戏"", ""游戏开发""]",仅供盲标完成后复核，不得直接复制为金标
JD-300,GOV-2024-154105-300147033001,[],仅供盲标完成后复核，不得直接复制为金标
JD-301,GOV-2024-135127-400110127021,[],仅供盲标完成后复核，不得直接复制为金标
JD-302,job_087dc8f04039abebf529,[],仅供盲标完成后复核，不得直接复制为金标
JD-303,GOV-2025-137121-400110121003,[],仅供盲标完成后复核，不得直接复制为金标
JD-304,GOV-2025-137128-400110128022,[],仅供盲标完成后复核，不得直接复制为金标
JD-305,job_4618617c7c06e6d2d944,[],仅供盲标完成后复核，不得直接复制为金标
JD-306,job_fcca9056c214147f98a1,[],仅供盲标完成后复核，不得直接复制为金标
JD-307,job_60790926370975a1cd46,[],仅供盲标完成后复核，不得直接复制为金标
JD-308,GOV-2024-154111-300147150001,[],仅供盲标完成后复核，不得直接复制为金标
JD-309,JOB10845,"[""NLP"", ""深度学习"", ""机器学习"", ""Linux"", ""Python"", ""PyTorch"", ""LLM算法"", ""游戏AI""]",仅供盲标完成后复核，不得直接复制为金标
JD-310,job_7173fcc51842d0a2cf04,"[""SQL"", ""架构设计""]",仅供盲标完成后复核，不得直接复制为金标
JD-311,GOV-2025-119102-400110301007,[],仅供盲标完成后复核，不得直接复制为金标
JD-312,job_d3dbfaef46d7968959b4,[],仅供盲标完成后复核，不得直接复制为金标
JD-313,job_03bec65c1678397617fb,[],仅供盲标完成后复核，不得直接复制为金标
JD-314,JOB01184,"[""计算机网络"", ""TCP/IP"", ""BGP"", ""ISIS"", ""SRTE"", ""Linux网络协议栈"", ""Go"", ""C++"", ""Python"", ""分布式软件系统"", ""网络管控"", ""流量管控""]",仅供盲标完成后复核，不得直接复制为金标
JD-315,GOV-2026-150131-400110001001,[],仅供盲标完成后复核，不得直接复制为金标
JD-316,JOB10896,"[""游戏算法"", ""广告算法"", ""推荐算法"", ""搜索算法"", ""SQL"", ""Python"", ""Spark"", ""Flink"", ""Hive"", ""LLM"", ""NLP"", ""计算机视觉"", ""大模型"", ""数据校验"", ""异常检测"", ""监控""]",仅供盲标完成后复核，不得直接复制为金标
JD-317,GOV-2025-132107-300147142001,[],仅供盲标完成后复核，不得直接复制为金标
JD-318,JOB01712,"[""数据结构"", ""算法"", ""计算机网络"", ""操作系统"", ""编译原理"", ""C++"", ""Java"", ""Golang"", ""Python"", ""大模型算法"", ""Transformer"", ""Mamba"", ""CNN"", ""RNN"", ""LSTM"", ""梯度下降""]",仅供盲标完成后复核，不得直接复制为金标
JD-319,GOV-2025-129116-300110002002,[],仅供盲标完成后复核，不得直接复制为金标
JD-320,JOB02346,"[""Linux"", ""Go"", ""Python"", ""C"", ""C++"", ""Java"", ""微服务"", ""业务架构""]",仅供盲标完成后复核，不得直接复制为金标
JD-321,job_e0a5c3ed15f170612087,[],仅供盲标完成后复核，不得直接复制为金标
JD-322,job_0e797a9621308a5364a4,[],仅供盲标完成后复核，不得直接复制为金标
JD-323,job_03d19992cfdf82e481b5,[],仅供盲标完成后复核，不得直接复制为金标
JD-324,GOV-2025-132111-300147219001,[],仅供盲标完成后复核，不得直接复制为金标
JD-325,job_2647c667cc512ffbd30f,[],仅供盲标完成后复核，不得直接复制为金标
JD-326,GOV-2026-132114-300147467001,[],仅供盲标完成后复核，不得直接复制为金标
JD-327,GOV-2025-132119-300147538001,[],仅供盲标完成后复核，不得直接复制为金标
JD-328,JOB09716,"[""机器学习"", ""深度学习"", ""NLP"", ""语音处理"", ""计算机视觉"", ""Python"", ""PyTorch"", ""TensorFlow"", ""PaddlePaddle"", ""语音大模型""]",仅供盲标完成后复核，不得直接复制为金标
JD-329,job_6550ac76babb4c26cad9,[],仅供盲标完成后复核，不得直接复制为金标
JD-330,JOB01320,"[""数据结构"", ""算法"", ""计算机网络"", ""TypeScript"", ""JavaScript"", ""React"", ""Vue"", ""Web应用开发"", ""Go"", ""Python"", ""Java"", ""Node.js"", ""BFF"", ""GraphQL"", ""RESTful API"", ""CI/CD"", ""Docker"", ""Kubernetes"", ""K8s"", ""单元测试"", ""契约测试"", ""E2E测试"", ""AI工具"", ""AI编程工具""]",仅供盲标完成后复核，不得直接复制为金标
JD-331,job_ad6ddc7401b747c306b4,[],仅供盲标完成后复核，不得直接复制为金标
JD-332,GOV-2024-135122-400110122011,[],仅供盲标完成后复核，不得直接复制为金标
JD-333,JOB06600,"[""Java"", ""C"", ""C++"", ""PHP"", ""Python"", ""Go"", ""数据结构与算法"", ""操作系统""]",仅供盲标完成后复核，不得直接复制为金标
JD-334,GOV-2026-158134-300130134053,[],仅供盲标完成后复核，不得直接复制为金标
JD-335,GOV-2025-129113-300110017001,[],仅供盲标完成后复核，不得直接复制为金标
JD-336,JOB05583,"[""LLM"", ""Agent工程"", ""Agent Workflow"", ""RAG Pipeline"", ""Tool Use"", ""Memory"", ""工作流引擎"", ""状态管理"", ""可观测性"", ""服务治理"", ""数据Pipeline"", ""检索系统"", ""日志分析"", ""评测基础设施"", ""后端开发"", ""高并发系统"", ""大数据系统""]",仅供盲标完成后复核，不得直接复制为金标
JD-337,job_7707a0c716505490c89a,[],仅供盲标完成后复核，不得直接复制为金标
JD-338,JOB07770,"[""SQL"", ""Java"", ""Python"", ""Hadoop"", ""数据仓库"", ""数据模型设计"", ""ETL"", ""Hive"", ""Spark"", ""Flink"", ""Kafka"", ""Redis"", ""ClickHouse""]",仅供盲标完成后复核，不得直接复制为金标
JD-339,JOB04009,"[""Go"", ""C"", ""C++"", ""Java"", ""Python"", ""Erlang"", ""Rust"", ""数据结构"", ""操作系统"", ""FUSE"", ""分布式缓存"", ""Alluxio"", ""JuiceFS"", ""GooseFS"", ""JindoFS"", ""NVLink"", ""RDMA"", ""NCCL"", ""GPU Direct"", ""向量索引"", ""向量检索"", ""Milvus"", ""Weaviate"", ""RocksDB"", ""LevelDB"", ""MySQL"", ""MongoDB"", ""Cassandra"", ""HBase"", ""InfluxDB"", ""数据库引擎""]",仅供盲标完成后复核，不得直接复制为金标
JD-340,JOB05076,"[""Java"", ""C++"", ""Scala"", ""Python"", ""Hudi"", ""Iceberg"", ""Paimon"", ""数据湖"", ""Ray"", ""PyTorch"", ""Flink"", ""Spark"", ""分布式计算"", ""数据结构与算法"", ""操作系统"", ""Data For AI""]",仅供盲标完成后复核，不得直接复制为金标
JD-341,job_06052934824f5c77a78a,[],仅供盲标完成后复核，不得直接复制为金标
JD-342,job_4f758f525646678d9c73,[],仅供盲标完成后复核，不得直接复制为金标
JD-343,job_a66fa4a55ba293b46038,[],仅供盲标完成后复核，不得直接复制为金标
JD-344,GOV-2025-137123-400110123023,[],仅供盲标完成后复核，不得直接复制为金标
JD-345,JOB10934,"[""生产级服务开发"", ""平台开发"", ""Agentic Coding"", ""Cursor"", ""Claude Code"", ""LLM应用"", ""AI基础设施""]",仅供盲标完成后复核，不得直接复制为金标
JD-346,JOB03542,"[""iOS开发"", ""Objective-C"", ""Swift"", ""iOS架构模式"", ""AI Agent"", ""MCP"", ""Skills"", ""Prompt Engineering"", ""微调对齐"", ""全栈开发"", ""大模型推理优化"", ""小程序技术栈""]",仅供盲标完成后复核，不得直接复制为金标
JD-347,job_71a18edb1bc85246453e,[],仅供盲标完成后复核，不得直接复制为金标
JD-348,job_acaabd901d889eec2304,[],仅供盲标完成后复核，不得直接复制为金标
JD-349,GOV-2026-132123-300147807001,[],仅供盲标完成后复核，不得直接复制为金标
JD-350,GOV-2025-130111-300110450005,[],仅供盲标完成后复核，不得直接复制为金标
JD-351,GOV-2025-137123-400110123024,[],仅供盲标完成后复核，不得直接复制为金标
JD-352,job_b944059703bb9758ca89,[],仅供盲标完成后复核，不得直接复制为金标
JD-353,GOV-2025-137116-400110116036,[],仅供盲标完成后复核，不得直接复制为金标
JD-354,job_412b75dd5e1df30a74ba,[],仅供盲标完成后复核，不得直接复制为金标
JD-355,JOB12204,"[""软件开发"", ""软件测试"", ""芯片验证"", ""Debug"", ""自动化测试开发"", ""DevOps"", ""深度学习"", ""高性能计算"", ""Linux"", ""Unix"", ""汇编语言"", ""C"", ""C++"", ""Python"", ""Shell"", ""缺陷追踪"", ""缺陷分析"", ""GitLab"", ""GitHub""]",仅供盲标完成后复核，不得直接复制为金标
JD-356,GOV-2025-133114-300143114001,[],仅供盲标完成后复核，不得直接复制为金标
JD-357,GOV-2025-137123-400110123007,[],仅供盲标完成后复核，不得直接复制为金标
JD-358,JOB00849,"[""LLM"", ""Multimodal LLM"", ""机器学习"", ""NLP"", ""深度学习"", ""数据挖掘"", ""RAG"", ""AI Agent"", ""数据结构"", ""算法"", ""系统设计"", ""数据分析""]",仅供盲标完成后复核，不得直接复制为金标
