sample_id,pair_id,source_grade,reference_warning
MATCH-297,resume_000010__07,0,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-298,resume_000026__03,0,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-299,resume_000011__09,0,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-300,resume_000027__11,0,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-301,resume_000002__06,0,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-302,resume_000026__18,2,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-303,resume_000005__08,2,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-304,resume_000015__14,0,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-305,resume_000003__09,0,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-306,resume_000005__10,1,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-307,resume_000018__07,0,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-308,resume_000023__20,0,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-309,resume_000006__16,0,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-310,resume_000027__16,2,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-311,resume_000022__19,0,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-312,resume_000011__18,0,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-313,resume_000024__01,0,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-314,resume_000004__11,3,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-315,resume_000009__09,0,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-316,resume_000006__10,0,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-317,resume_000004__12,0,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-318,resume_000004__06,0,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-319,resume_000020__07,0,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-320,resume_000009__15,0,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-321,resume_000017__10,0,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-322,resume_000006__18,3,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-323,resume_000016__14,0,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-324,resume_000003__01,0,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-325,resume_000006__07,1,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-326,resume_000011__05,0,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-327,resume_000005__02,3,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-328,resume_000004__19,3,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-329,resume_000009__14,0,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-330,resume_000026__12,2,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-331,resume_000001__07,2,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-332,resume_000001__10,2,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-333,resume_000052__17,0,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-334,resume_000057__07,2,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-335,resume_000026__15,1,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-336,resume_000037__17,3,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-337,resume_000015__07,0,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-338,resume_000014__20,0,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-339,resume_000010__04,0,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-340,resume_000037__02,0,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-341,resume_000057__13,0,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-342,resume_000016__02,0,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-343,resume_000011__11,0,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-344,resume_000018__14,0,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-345,resume_000008__16,0,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-346,resume_000014__11,0,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-347,resume_000023__17,0,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-348,resume_000012__15,0,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-349,resume_000018__12,2,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-350,resume_000012__12,0,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-351,resume_000020__13,0,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-352,resume_000011__10,0,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-353,resume_000009__06,0,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-354,resume_000019__12,0,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-355,resume_000005__15,1,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-356,resume_000027__04,0,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-357,resume_000022__03,0,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-358,resume_000035__20,1,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-359,resume_000026__08,2,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-360,resume_000010__02,3,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-361,resume_000035__10,1,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-362,resume_000007__16,0,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-363,resume_000007__13,2,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-364,resume_000009__12,0,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-365,resume_000020__01,0,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-366,resume_000019__15,0,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-367,resume_000035__08,0,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-368,resume_000023__08,0,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-369,resume_000006__19,0,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-370,resume_000057__19,0,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-371,resume_000017__06,0,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-372,resume_000020__14,0,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-373,resume_000001__09,0,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-374,resume_000016__01,1,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-375,resume_000027__20,0,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-376,resume_000012__13,0,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-377,resume_000018__06,0,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-378,resume_000001__17,0,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-379,resume_000027__05,0,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-380,resume_000019__02,0,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-381,resume_000019__08,0,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-382,resume_000030__15,0,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-383,resume_000020__15,0,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-384,resume_000004__02,0,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-385,resume_000052__04,0,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-386,resume_000009__13,3,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-387,resume_000014__09,0,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-388,resume_000008__06,0,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-389,resume_000004__05,0,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-390,resume_000052__10,0,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-391,resume_000005__11,3,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-392,resume_000005__18,0,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-393,resume_000002__07,1,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-394,resume_000008__11,0,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-395,resume_000017__19,0,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-396,resume_000013__04,0,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-397,resume_000007__19,2,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-398,resume_000015__08,3,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-399,resume_000037__07,2,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
MATCH-400,resume_000007__03,0,历史迁移标签，仅供盲标完成后复核，不得直接复制为金标
