sample_id,candidate_id,target_job_family,resume_text,gold_name,gold_skills,gold_years_experience,gold_education,gold_experience_titles,is_parseable,annotator,notes
RES-152,resume_std_005719_exp03_3,音视频工程师,"求职意向：音视频工程师。
标准岗位：音视频工程师；岗位大族：多媒体；经验年限：3年；候选人层级：中级。
岗位系统技能画像：FFmpeg、WebRTC、音视频编解码、H.264、H.265、RTP/RTCP、C++、流媒体、音频处理、视频处理、低延迟传输、性能优化。
个人概述：具备3年左右音视频工程师相关实践经验，熟悉FFmpeg、WebRTC、音视频编解码、H.264、H.265、RTP/RTCP、C++、流媒体，能够承担独立模块交付、跨团队协作和质量改进。
教育背景：本科，学士学位，普通高校，软件工程专业。
技能栈：FFmpeg、WebRTC、音视频编解码、H.264、H.265、RTP/RTCP、C++、流媒体、音频处理、视频处理、低延迟传输、性能优化、PyTorch、图像图形技术、AIGC、C/C++、Diffusion模型、Diffusion。
工作经历：音视频工程师方向，累计3年相关实践，主要覆盖方案设计、开发实现、测试验证、问题定位和结果复盘。
项目经历：实时流媒体传输平台：担任核心成员，技术栈包括FFmpeg、WebRTC、音视频编解码、H.264、H.265、RTP/RTCP、C++、流媒体。面向音视频工程师岗位场景，围绕FFmpeg、WebRTC、音视频编解码构建从方案设计、实现验证到质量复盘的闭环能力。项目结果：形成可复用的技术方案和项目文档。 图形渲染性能优化：担任核心成员，技术栈包括RTP/RTCP、C++、流媒体、音频处理、视频处理、低延迟传输、性能优化、PyTorch。基于RTP/RTCP、C++等技术完成方案验证、问题定位和迭代优化。项目结果：提升问题定位和交付效率。
综合能力：具备文档沉淀、跨团队沟通、问题定位、质量意识和持续学习能力，能够根据业务目标选择合适的技术方案。",,,,,,,,
RES-153,resume_002642_exp03_1,Android开发工程师,"求职意向：Android开发工程师。
标准岗位：Android开发工程师；岗位大族：软件研发；经验年限：3年；候选人层级：中级。
岗位系统技能画像：C/C++、软件开发、Android Framework、Java、Swift、性能优化、Android、Kotlin、跨平台开发、Objective-C、iOS、Python。
个人概述：具备3年左右Android开发工程师相关实践经验，熟悉C/C++、软件开发、Android Framework、Java、Swift、性能优化、Android、Kotlin，能够承担独立模块交付、跨团队协作和质量改进。
教育背景：硕士研究生，硕士学位，双一流高校，移动应用开发专业，英语六级。
技能栈：C/C++、软件开发、Android Framework、Java、Swift、性能优化、Android、Kotlin、跨平台开发、Objective-C、iOS、Python、React Native、Flutter、Vue、React、用户增长、用户研究。
工作经历：Android开发工程师方向，累计3年相关实践，主要覆盖方案设计、开发实现、测试验证、问题定位和结果复盘。
项目经历：移动端核心业务模块重构：担任主要负责人，技术栈包括自动化测试、用户研究、Vue、Android、移动端性能优化、SQL。负责页面架构、网络层封装、缓存策略和性能优化。项目结果：支撑多业务线稳定复用。 跨端组件与发布体系：担任核心成员，技术栈包括Vue、C#、移动端性能优化、安全测试、用户研究、React Native。沉淀通用组件，提升 Android/iOS 多端研发效率。项目结果：显著改善系统稳定性和可维护性。 移动端稳定性治理：担任核心成员，技术栈包括C#、代码生成、Swift、用户研究、用户增长、React。跟进崩溃率、卡顿、启动耗时和自动化测试覆盖。项目结果：提升问题定位和交付效率。
综合能力：具备文档沉淀、跨团队沟通、问题定位、数据化复盘和持续学习能力，能够根据业务目标选择合适的技术方案。",,,,,,,,
RES-154,resume_002427_exp00_0,服务器工程师,"求职意向：服务器工程师。
标准岗位：服务器工程师；岗位大族：基础设施；经验年限：0年；候选人层级：校招/无全职经验。
岗位系统技能画像：C/C++、Python、IT基础设施、软件测试、云计算、数据工程、Go、计算机体系结构、系统开发、Machine Learning、Shell脚本、GPU。
个人概述：具备0年左右服务器工程师相关实践经验，熟悉C/C++、Python、IT基础设施、软件测试、云计算、数据工程、Go、计算机体系结构，能够承担基础实践、原型验证和学习型任务。
教育背景：本科，学士学位，211高校，网络工程专业，英语四级。
技能栈：C/C++、Python、IT基础设施、软件测试、云计算、数据工程、Go、计算机体系结构、系统开发、Machine Learning、Shell脚本、GPU、AWS、Azure、Docker、Kubernetes、Linux、Ansible。
工作经历：服务器工程师方向，累计0年相关实践，主要覆盖方案设计、开发实现、测试验证、问题定位和结果复盘。
项目经历：企业 Kubernetes 容器平台：担任主要负责人，技术栈包括C#、代码生成、Azure、AWS、Docker、Oracle。负责集群规划、服务发布、监控告警和资源隔离，支撑多业务应用上云。项目结果：形成可复用的技术方案和项目文档。 云资源自动化交付平台：担任核心成员，技术栈包括Grafana、Kubernetes、NCCL、云计算、DevOps、Oracle。使用 Terraform 和脚本完成资源编排、权限配置和交付流程标准化。项目结果：提升问题定位和交付效率。
综合能力：具备文档沉淀、跨团队沟通、问题定位、数据化复盘和持续学习能力，能够根据业务目标选择合适的技术方案。",,,,,,,,
RES-155,resume_std_005960_exp03_1,热设计工程师,"求职意向：热设计工程师。
标准岗位：热设计工程师；岗位大族：硬件；经验年限：3年；候选人层级：中级。
岗位系统技能画像：热设计、散热仿真、CFD、Icepak、FloTHERM、结构设计、热测试、材料导热、可靠性测试、有限元分析、硬件工程、测试验证。
个人概述：具备3年左右热设计工程师相关实践经验，熟悉热设计、散热仿真、CFD、Icepak、FloTHERM、结构设计、热测试、材料导热，能够承担独立模块交付、跨团队协作和质量改进。
教育背景：本科，学士学位，985高校，电子信息工程专业。
技能栈：热设计、散热仿真、CFD、Icepak、FloTHERM、结构设计、热测试、材料导热、可靠性测试、有限元分析、硬件工程、测试验证、Python、仿真技术、硬件开发、算法工程。
工作经历：热设计工程师方向，累计3年相关实践，主要覆盖方案设计、开发实现、测试验证、问题定位和结果复盘。
项目经历：智能硬件样机验证：担任主要负责人，技术栈包括热设计、散热仿真、CFD、Icepak、FloTHERM、结构设计、热测试、材料导热。面向热设计工程师岗位场景，围绕热设计、散热仿真、CFD构建从方案设计、实现验证到质量复盘的闭环能力。项目结果：形成可复用的技术方案和项目文档。 硬件热设计优化项目：担任核心成员，技术栈包括结构设计、热测试、材料导热、可靠性测试、有限元分析、硬件工程、测试验证、Python。基于结构设计、热测试等技术完成方案验证、问题定位和迭代优化。项目结果：提升问题定位和交付效率。
综合能力：具备文档沉淀、跨团队沟通、问题定位、质量意识和持续学习能力，能够根据业务目标选择合适的技术方案。",,,,,,,,
RES-156,resume_001946_exp03_3,测试开发工程师,"求职意向：测试开发工程师。
标准岗位：测试开发工程师；岗位大族：测试质量；经验年限：3年；候选人层级：中级。
岗位系统技能画像：AI测试、Go、Python、软件测试、C/C++、Java、Ai coding、JavaScript、PHP、Shell脚本、数据工程、软件开发。
个人概述：具备3年左右测试开发工程师相关实践经验，熟悉AI测试、Go、Python、软件测试、C/C++、Java、Ai coding、JavaScript，能够承担独立模块交付、跨团队协作和质量改进。
教育背景：本科，学士学位，普通高校，计算机科学与技术专业，英语四级。
技能栈：AI测试、Go、Python、软件测试、C/C++、Java、Ai coding、JavaScript、PHP、Shell脚本、数据工程、软件开发、Selenium、JMeter、自动化测试、安全测试、性能测试、Performance Testing。
工作经历：测试开发工程师方向，累计3年相关实践，主要覆盖方案设计、开发实现、测试验证、问题定位和结果复盘。
项目经历：接口自动化测试平台：担任主要负责人，技术栈包括Milvus、Vector Database、C#、云计算、Automated Testing、Kubernetes。设计用例管理、接口执行、报告生成和 CI 集成流程。项目结果：提升问题定位和交付效率。 性能压测与容量评估：担任核心成员，技术栈包括PostgreSQL、代码生成、Automated Testing、Performance Testing、Docker、JavaScript。使用压测工具定位瓶颈，输出容量基线和优化建议。项目结果：提升问题定位和交付效率。
综合能力：具备文档沉淀、跨团队沟通、问题定位、数据化复盘和持续学习能力，能够根据业务目标选择合适的技术方案。",,,,,,,,
RES-157,resume_std_005630_exp05_3,网络安全工程师,"求职意向：网络安全工程师。
标准岗位：网络安全工程师；岗位大族：安全；经验年限：5年；候选人层级：中级。
岗位系统技能画像：网络安全、渗透测试、漏洞挖掘、安全攻防、Web安全、代码审计、应急响应、Python、Linux、安全测试、威胁建模、日志分析。
个人概述：具备5年左右网络安全工程师相关实践经验，熟悉网络安全、渗透测试、漏洞挖掘、安全攻防、Web安全、代码审计、应急响应、Python，能够承担独立模块交付、跨团队协作和质量改进。
教育背景：硕士研究生，硕士学位，211高校，网络空间安全专业。
技能栈：网络安全、渗透测试、漏洞挖掘、安全攻防、Web安全、代码审计、应急响应、Python、Linux、安全测试、威胁建模、日志分析、Go、信息安全、Java、C/C++、大模型安全、模型安全。
工作经历：网络安全工程师方向，累计5年相关实践，主要覆盖方案设计、开发实现、测试验证、问题定位和结果复盘。
项目经历：安全攻防演练平台：担任主要负责人，技术栈包括网络安全、渗透测试、漏洞挖掘、安全攻防、Web安全、代码审计、应急响应、Python。面向网络安全工程师岗位场景，围绕网络安全、渗透测试、漏洞挖掘构建从方案设计、实现验证到质量复盘的闭环能力。项目结果：将关键流程耗时降低约 20%。 大模型安全评测体系：担任核心成员，技术栈包括代码审计、应急响应、Python、Linux、安全测试、威胁建模、日志分析、Go。基于代码审计、应急响应等技术完成方案验证、问题定位和迭代优化。项目结果：提升问题定位和交付效率。
综合能力：具备文档沉淀、跨团队沟通、问题定位、质量意识和持续学习能力，能够根据业务目标选择合适的技术方案。",,,,,,,,
RES-158,resume_002158_exp03_2,控制算法工程师,"求职意向：控制算法工程师。
标准岗位：控制算法工程师；岗位大族：算法；经验年限：3年；候选人层级：中级。
岗位系统技能画像：HIL测试、计算机视觉、仿真技术、C/C++、Machine Learning、Python、机器人与自动驾驶、自动化技术、图像图形技术、Transformer、机器学习、深度学习。
个人概述：具备3年左右控制算法工程师相关实践经验，熟悉HIL测试、计算机视觉、仿真技术、C/C++、Machine Learning、Python、机器人与自动驾驶、自动化技术，能够承担独立模块交付、跨团队协作和质量改进。
教育背景：本科，学士学位，普通高校，模式识别与智能系统专业，英语四级。
技能栈：HIL测试、计算机视觉、仿真技术、C/C++、Machine Learning、Python、机器人与自动驾驶、自动化技术、图像图形技术、Transformer、机器学习、深度学习、Java、JavaScript、Go、Pandas、NumPy、TensorFlow。
工作经历：控制算法工程师方向，累计3年相关实践，主要覆盖方案设计、开发实现、测试验证、问题定位和结果复盘。
项目经历：企业知识库 RAG 问答平台：担任主要负责人，技术栈包括Agentic、MindSpore、SQL、PCG/AI、分布式系统、Spark。负责语义检索、召回排序、Prompt 模板和效果评估，沉淀离线评测集并优化回答准确率。项目结果：显著改善系统稳定性和可维护性。 多模态内容理解与标签系统：担任核心成员，技术栈包括Scikit-learn、大模型、系统设计、机器学习、MLIR/LLVM、TensorFlow。参与图文特征抽取、模型训练和推理服务部署，支持业务侧内容审核与推荐分发。项目结果：将核心流程耗时降低约 20%。
综合能力：具备文档沉淀、跨团队沟通、问题定位、数据化复盘和持续学习能力，能够根据业务目标选择合适的技术方案。",,,,,,,,
RES-159,resume_004994_exp08_3,推荐算法工程师,"求职意向：推荐算法工程师。
标准岗位：推荐算法工程师；岗位大族：算法；经验年限：8年；候选人层级：高级。
岗位系统技能画像：推荐算法、Machine Learning、NLP、深度学习、C/C++、PyTorch、机器学习、Linux、Java、TensorFlow、Python、信息检索。
个人概述：具备8年左右推荐算法工程师相关实践经验，熟悉推荐算法、Machine Learning、NLP、深度学习、C/C++、PyTorch、机器学习、Linux，能够承担核心项目主导、方案评审和复杂问题攻坚。
教育背景：本科，学士学位，双一流高校，模式识别与智能系统专业，英语四级。
技能栈：推荐算法、Machine Learning、NLP、深度学习、C/C++、PyTorch、机器学习、Linux、Java、TensorFlow、Python、信息检索、Go、Tableau、Power BI、FineBI、向量数据库、System Prompt。
工作经历：推荐算法工程师方向，累计8年相关实践，主要覆盖方案设计、开发实现、测试验证、问题定位和结果复盘。
项目经历：企业知识库 RAG 问答平台：担任主要负责人，技术栈包括Java、C++、深度学习、TensorFlow、系统设计、向量数据库。负责语义检索、召回排序、Prompt 模板和效果评估，沉淀离线评测集并优化回答准确率。项目结果：支撑多业务线稳定复用。 多模态内容理解与标签系统：担任核心成员，技术栈包括Java、Model Training、Python、NLP、Flink、大模型。参与图文特征抽取、模型训练和推理服务部署，支持业务侧内容审核与推荐分发。项目结果：将核心流程耗时降低约 20%。
综合能力：具备文档沉淀、跨团队沟通、问题定位、数据化复盘和持续学习能力，能够根据业务目标选择合适的技术方案。",,,,,,,,
RES-160,resume_004517_exp05_3,AI Infra工程师,"求职意向：AI Infra工程师。
标准岗位：AI Infra工程师；岗位大族：AI基础设施；经验年限：5年；候选人层级：中级。
岗位系统技能画像：分布式训练、模型压缩、PyTorch、Python、DeepSpeed、大模型训练、AI基础设施、C/C++、GPU内存优化、TensorRT、TensorFlow、Megatron。
个人概述：具备5年左右AI Infra工程师相关实践经验，熟悉分布式训练、模型压缩、PyTorch、Python、DeepSpeed、大模型训练、AI基础设施、C/C++，能够承担独立模块交付、跨团队协作和质量改进。
教育背景：硕士研究生，硕士学位，985高校，计算机科学与技术专业，英语六级。
技能栈：分布式训练、模型压缩、PyTorch、Python、DeepSpeed、大模型训练、AI基础设施、C/C++、GPU内存优化、TensorRT、TensorFlow、Megatron、Java、SQL、AWS、Azure、Docker、Kubernetes。
工作经历：AI Infra工程师方向，累计5年相关实践，主要覆盖方案设计、开发实现、测试验证、问题定位和结果复盘。
项目经历：企业 Kubernetes 容器平台：担任主要负责人，技术栈包括Ansible、MySQL、云计算、模型压缩、高并发、Azure。负责集群规划、服务发布、监控告警和资源隔离，支撑多业务应用上云。项目结果：将核心流程耗时降低约 20%。 云资源自动化交付平台：担任核心成员，技术栈包括分布式系统、Ansible、SPDK、Grafana、客户成功、SQL。使用 Terraform 和脚本完成资源编排、权限配置和交付流程标准化。项目结果：形成可复用的技术方案和项目文档。 混合云稳定性治理：担任核心成员，技术栈包括Prometheus、高并发、SPDK、CI/CD、Azure、Docker。参与容量评估、故障演练和成本优化，提升云平台可用性。项目结果：将核心流程耗时降低约 20%。
综合能力：具备文档沉淀、跨团队沟通、问题定位、数据化复盘和持续学习能力，能够根据业务目标选择合适的技术方案。",,,,,,,,
RES-161,resume_000730_exp08_4,DevOps工程师,"求职意向：DevOps工程师。
标准岗位：DevOps工程师；岗位大族：基础设施；经验年限：8年；候选人层级：高级。
岗位系统技能画像：模型服务化、模型部署、AI基础设施、模型工程、GPU内存优化、模型推理、DeepSpeed、Triton、推理优化、CUDA、MCP、Megatron。
个人概述：具备8年左右DevOps工程师相关实践经验，熟悉模型服务化、模型部署、AI基础设施、模型工程、GPU内存优化、模型推理、DeepSpeed、Triton，能够承担核心项目主导、方案评审和复杂问题攻坚。
教育背景：硕士研究生，硕士学位，双一流高校，软件工程专业，英语六级。
技能栈：模型服务化、模型部署、AI基础设施、模型工程、GPU内存优化、模型推理、DeepSpeed、Triton、推理优化、CUDA、MCP、Megatron、Python、Java、Docker、Kubernetes、Linux、Terraform。
工作经历：DevOps工程师方向，累计8年相关实践，主要覆盖方案设计、开发实现、测试验证、问题定位和结果复盘。
项目经历：统一监控告警平台：担任主要负责人，技术栈包括安全测试、代码生成、自动化测试、代码测试、Python、自动化运维。接入主机、容器、数据库和业务指标，设计告警规则并推进故障闭环。项目结果：提升问题定位和交付效率。 自动化发布与巡检系统：担任核心成员，技术栈包括Linux、Docker、代码生成、安全测试、DevOps、代码测试。编写脚本和流水线任务，减少人工发布风险并提升巡检效率。项目结果：支撑多业务线稳定复用。 线上故障应急与稳定性治理：担任核心成员，技术栈包括Linux、自动化测试、Docker、Go、信息安全、Java。参与故障定位、容量扩容、复盘改进和应急预案建设。项目结果：将核心流程耗时降低约 20%。
综合能力：具备文档沉淀、跨团队沟通、问题定位、数据化复盘和持续学习能力，能够根据业务目标选择合适的技术方案。",,,,,,,,
RES-162,resume_std_005739_exp01_1,音视频工程师,"求职意向：音视频工程师。
标准岗位：音视频工程师；岗位大族：多媒体；经验年限：1年；候选人层级：初级。
岗位系统技能画像：FFmpeg、WebRTC、音视频编解码、H.264、H.265、RTP/RTCP、C++、流媒体、音频处理、视频处理、低延迟传输、性能优化。
个人概述：具备1年左右音视频工程师相关实践经验，熟悉FFmpeg、WebRTC、音视频编解码、H.264、H.265、RTP/RTCP、C++、流媒体，能够承担模块开发、测试验证和问题跟进。
教育背景：博士研究生，博士学位，普通高校，计算机科学与技术专业。
技能栈：FFmpeg、WebRTC、音视频编解码、H.264、H.265、RTP/RTCP、C++、流媒体、音频处理、视频处理、低延迟传输、性能优化、PyTorch、图像图形技术、AIGC、C/C++、Diffusion模型、Diffusion。
工作经历：音视频工程师方向，累计1年相关实践，主要覆盖方案设计、开发实现、测试验证、问题定位和结果复盘。
项目经历：图形渲染性能优化：担任核心成员，技术栈包括FFmpeg、WebRTC、音视频编解码、H.264、H.265、RTP/RTCP、C++、流媒体。面向音视频工程师岗位场景，围绕FFmpeg、WebRTC、音视频编解码构建从方案设计、实现验证到质量复盘的闭环能力。项目结果：支撑多业务线稳定复用。 低延迟音视频处理系统：担任核心成员，技术栈包括RTP/RTCP、C++、流媒体、音频处理、视频处理、低延迟传输、性能优化、PyTorch。基于RTP/RTCP、C++等技术完成方案验证、问题定位和迭代优化。项目结果：提升问题定位和交付效率。
综合能力：具备文档沉淀、跨团队沟通、问题定位、质量意识和持续学习能力，能够根据业务目标选择合适的技术方案。",,,,,,,,
RES-163,resume_003871_exp03_3,软件开发工程师,"求职意向：软件开发工程师。
标准岗位：软件开发工程师；岗位大族：软件研发；经验年限：3年；候选人层级：中级。
岗位系统技能画像：Go、Python、Spark、操作系统、C/C++、Flink、Redis、Hadoop、Java、Kafka、MySQL、分布式系统。
个人概述：具备3年左右软件开发工程师相关实践经验，熟悉Go、Python、Spark、操作系统、C/C++、Flink、Redis、Hadoop，能够承担独立模块交付、跨团队协作和质量改进。
教育背景：本科，学士学位，普通高校，计算机科学与技术专业，英语四级。
技能栈：Go、Python、Spark、操作系统、C/C++、Flink、Redis、Hadoop、Java、Kafka、MySQL、分布式系统、JavaScript、SQL、HTML、CSS、React、Vue。
工作经历：软件开发工程师方向，累计3年相关实践，主要覆盖方案设计、开发实现、测试验证、问题定位和结果复盘。
项目经历：SaaS 业务系统全栈开发：担任主要负责人，技术栈包括Microservices、Node.js、SQL、TypeScript、Milvus、Linux。负责前端页面、后端接口、数据库设计和部署发布。项目结果：提升问题定位和交付效率。 低代码配置平台：担任核心成员，技术栈包括Milvus、架构设计、微服务、CSS、Vector Database、Flask。实现表单配置、流程编排、权限控制和可视化搭建能力。项目结果：提升问题定位和交付效率。
综合能力：具备文档沉淀、跨团队沟通、问题定位、数据化复盘和持续学习能力，能够根据业务目标选择合适的技术方案。",,,,,,,,
RES-164,resume_std_005879_exp02_2,FPGA工程师,"求职意向：FPGA工程师。
标准岗位：FPGA工程师；岗位大族：芯片；经验年限：2年；候选人层级：初级。
岗位系统技能画像：FPGA、Verilog、VHDL、Vivado、时序约束、RTL设计、AXI、PCIe、DDR、硬件调试、数字电路、信号完整性。
个人概述：具备2年左右FPGA工程师相关实践经验，熟悉FPGA、Verilog、VHDL、Vivado、时序约束、RTL设计、AXI、PCIe，能够承担模块开发、测试验证和问题跟进。
教育背景：本科，学士学位，双一流高校，微电子科学与工程专业。
技能栈：FPGA、Verilog、VHDL、Vivado、时序约束、RTL设计、AXI、PCIe、DDR、硬件调试、数字电路、信号完整性。
工作经历：FPGA工程师方向，累计2年相关实践，主要覆盖方案设计、开发实现、测试验证、问题定位和结果复盘。
项目经历：芯片验证回归平台：担任主要负责人，技术栈包括FPGA、Verilog、VHDL、Vivado、时序约束、RTL设计、AXI、PCIe。面向FPGA工程师岗位场景，围绕FPGA、Verilog、VHDL构建从方案设计、实现验证到质量复盘的闭环能力。项目结果：形成可复用的技术方案和项目文档。 量产测试数据分析平台：担任核心成员，技术栈包括RTL设计、AXI、PCIe、DDR、硬件调试、数字电路、信号完整性。基于RTL设计、AXI等技术完成方案验证、问题定位和迭代优化。项目结果：提升问题定位和交付效率。
综合能力：具备文档沉淀、跨团队沟通、问题定位、质量意识和持续学习能力，能够根据业务目标选择合适的技术方案。",,,,,,,,
RES-165,resume_std_005529_exp10_4,AI安全工程师,"求职意向：AI安全工程师。
标准岗位：AI安全工程师；岗位大族：AI安全；经验年限：10年；候选人层级：专家。
岗位系统技能画像：大模型安全、Prompt Injection、Jailbreak、Guardrail、红队测试、模型评测、内容安全、对抗样本、风险控制、安全策略、Python、安全测试。
个人概述：具备10年左右AI安全工程师相关实践经验，熟悉大模型安全、Prompt Injection、Jailbreak、Guardrail、红队测试、模型评测、内容安全、对抗样本，能够承担技术规划、架构演进、团队赋能和关键项目决策。
教育背景：硕士研究生，硕士学位，985高校，信息安全专业。
技能栈：大模型安全、Prompt Injection、Jailbreak、Guardrail、红队测试、模型评测、内容安全、对抗样本、风险控制、安全策略、Python、安全测试、AI安全、C/C++、RLHF、AI测试、DPO、Go。
工作经历：AI安全工程师方向，累计10年相关实践，主要覆盖方案设计、开发实现、测试验证、问题定位和结果复盘。
项目经历：AI安全流程优化平台：担任核心成员，技术栈包括大模型安全、Prompt Injection、Jailbreak、Guardrail、红队测试、模型评测、内容安全、对抗样本。面向AI安全工程师岗位场景，围绕大模型安全、Prompt Injection、Jailbreak构建从方案设计、实现验证到质量复盘的闭环能力。项目结果：将关键流程耗时降低约 20%。 AI安全工程师核心能力建设：担任核心成员，技术栈包括模型评测、内容安全、对抗样本、风险控制、安全策略、Python、安全测试、AI安全。基于模型评测、内容安全等技术完成方案验证、问题定位和迭代优化。项目结果：提升问题定位和交付效率。
综合能力：具备文档沉淀、跨团队沟通、问题定位、质量意识和持续学习能力，能够根据业务目标选择合适的技术方案。",,,,,,,,
RES-166,resume_003491_exp00_0,自动驾驶算法工程师,"求职意向：自动驾驶算法工程师。
标准岗位：自动驾驶算法工程师；岗位大族：自动驾驶；经验年限：0年；候选人层级：校招/无全职经验。
岗位系统技能画像：Python、C/C++、Linux、Kubernetes、PyTorch、Machine Learning、计算机视觉、深度学习、模型压缩、汽车电子、计算机体系结构、交互技术。
个人概述：具备0年左右自动驾驶算法工程师相关实践经验，熟悉Python、C/C++、Linux、Kubernetes、PyTorch、Machine Learning、计算机视觉、深度学习，能够承担基础实践、原型验证和学习型任务。
教育背景：本科，学士学位，211高校，模式识别与智能系统专业，英语四级。
技能栈：Python、C/C++、Linux、Kubernetes、PyTorch、Machine Learning、计算机视觉、深度学习、模型压缩、汽车电子、计算机体系结构、交互技术、Java、JavaScript、SQL、Go、TensorFlow、AI-native。
工作经历：自动驾驶算法工程师方向，累计0年相关实践，主要覆盖方案设计、开发实现、测试验证、问题定位和结果复盘。
项目经历：企业知识库 RAG 问答平台：担任主要负责人，技术栈包括TDSQL、SGLang、向量数据库、SPDK、AI-native、Spark。负责语义检索、召回排序、Prompt 模板和效果评估，沉淀离线评测集并优化回答准确率。项目结果：形成可复用的技术方案和项目文档。 多模态内容理解与标签系统：担任核心成员，技术栈包括向量数据库、昇腾、LangChain、Go、RLHF/RLAIF、Scikit-learn。参与图文特征抽取、模型训练和推理服务部署，支持业务侧内容审核与推荐分发。项目结果：提升问题定位和交付效率。
综合能力：具备文档沉淀、跨团队沟通、问题定位、数据化复盘和持续学习能力，能够根据业务目标选择合适的技术方案。",,,,,,,,
RES-167,resume_001057_exp01_1,前端开发工程师,"求职意向：前端开发工程师。
标准岗位：前端开发工程师；岗位大族：软件研发；经验年限：1年；候选人层级：初级。
岗位系统技能画像：JavaScript、React、性能优化、Node.js、TypeScript、Vue.js、HTML、软件开发、CSS、Webpack、Python、跨平台开发。
个人概述：具备1年左右前端开发工程师相关实践经验，熟悉JavaScript、React、性能优化、Node.js、TypeScript、Vue.js、HTML、软件开发，能够承担模块开发、测试验证和问题跟进。
教育背景：硕士研究生，硕士学位，985高校，软件工程专业，英语六级。
技能栈：JavaScript、React、性能优化、Node.js、TypeScript、Vue.js、HTML、软件开发、CSS、Webpack、Python、跨平台开发、Java、SQL、Go、Vue、代码测试、架构设计。
工作经历：前端开发工程师方向，累计1年相关实践，主要覆盖方案设计、开发实现、测试验证、问题定位和结果复盘。
项目经历：企业级运营管理后台：担任主要负责人，技术栈包括IP、架构设计、品牌、分布式系统、Tableau、TypeScript。负责组件库封装、状态管理、权限路由和复杂表单交互。项目结果：显著改善系统稳定性和可维护性。 数据可视化大屏：担任核心成员，技术栈包括IP、品牌、Tableau、React、Go、CSS。实现图表组件、实时数据刷新和性能优化，支持业务运营分析。项目结果：提升问题定位和交付效率。 前端工程化体系建设：担任核心成员，技术栈包括用户研究、品牌、Go、React、HTML、TypeScript。推进构建优化、代码规范、自动化测试和发布流程标准化。项目结果：将核心流程耗时降低约 20%。
综合能力：具备文档沉淀、跨团队沟通、问题定位、数据化复盘和持续学习能力，能够根据业务目标选择合适的技术方案。",,,,,,,,
RES-168,resume_std_006009_exp05_2,硬件工程师,"求职意向：硬件工程师。
标准岗位：硬件工程师；岗位大族：硬件；经验年限：5年；候选人层级：中级。
岗位系统技能画像：硬件设计、原理图设计、PCB设计、单板调试、示波器、信号完整性、EMC、Altium Designer、ARM、硬件测试、可靠性测试、电路分析。
个人概述：具备5年左右硬件工程师相关实践经验，熟悉硬件设计、原理图设计、PCB设计、单板调试、示波器、信号完整性、EMC、Altium Designer，能够承担独立模块交付、跨团队协作和质量改进。
教育背景：博士研究生，博士学位，985高校，自动化专业。
技能栈：硬件设计、原理图设计、PCB设计、单板调试、示波器、信号完整性、EMC、Altium Designer、ARM、硬件测试、可靠性测试、电路分析、编程语言、C/C++、硬件开发、光学技术、IT基础设施、Linux。
工作经历：硬件工程师方向，累计5年相关实践，主要覆盖方案设计、开发实现、测试验证、问题定位和结果复盘。
项目经历：单板调试与可靠性提升：担任核心成员，技术栈包括硬件设计、原理图设计、PCB设计、单板调试、示波器、信号完整性、EMC、Altium Designer。面向硬件工程师岗位场景，围绕硬件设计、原理图设计、PCB设计构建从方案设计、实现验证到质量复盘的闭环能力。项目结果：支撑多业务线稳定复用。 智能硬件样机验证：担任核心成员，技术栈包括信号完整性、EMC、Altium Designer、ARM、硬件测试、可靠性测试、电路分析、编程语言。基于信号完整性、EMC等技术完成方案验证、问题定位和迭代优化。项目结果：提升问题定位和交付效率。
综合能力：具备文档沉淀、跨团队沟通、问题定位、质量意识和持续学习能力，能够根据业务目标选择合适的技术方案。",,,,,,,,
