candidate_id,summary,extracted_skills,skill_count
resume_001627,"求职意向：数据工程师。
教育背景：本科，学士学位，211高校，软件工程专业，无。
个人概述：具备0年...",Data Warehouse;实时计算;Spark;技术美术;MySQL;Java;JavaScript;SQL;Go;PostgreSQL;MongoDB;Redis;TensorFlow;PyTorch;Hadoop;商业分析;Kubernetes;Linux;Python;Kafka;实时数仓;数据治理;C++;Rust;ETL;数据质量;系统架构;推荐算法;向量数据库,29
resume_001628,"求职意向：后端开发工程师。
教育背景：硕士研究生，硕士学位，双一流高校，计算机科学与技术专业，英语六...",微服务;Node.js;分布式系统;系统架构;Python;Go;Spring;Django;Flask;MySQL;MongoDB;Redis;Docker;Java;产品经理;运维;Data Warehouse;Rust;SQL;Kubernetes;Kafka;Spark,22
resume_001629,"求职意向：后端开发工程师。
教育背景：本科，学士学位，普通高校，信息工程专业，无。
个人概述：具备0...",微服务;Node.js;分布式系统;Java;SQL;Spring;Django;Flask;MySQL;PostgreSQL;MongoDB;Redis;Kafka;TypeScript,14
resume_001630,"求职意向：数据分析师。
教育背景：硕士研究生，硕士学位，211高校，数据科学与大数据技术专业，英语六...",数据科学;数据分析;商业分析;Spark;SQL;数据湖;数据挖掘;Python;MySQL;MongoDB;TensorFlow;PyTorch;Hadoop;自然语言处理;数据可视化;Redis;产品经理;运维;经营分析;品牌;用户增长;技术美术;渠道运营;机器学习;向量数据库,25
resume_001631,"求职意向：运维工程师。
教育背景：本科，学士学位，普通高校，网络工程专业，英语四级。
个人概述：具备...",运维;Kubernetes;Automated Testing;Python;Java;JavaScript;AWS;Azure;Docker;Linux;Ansible;Terraform;Redis;MySQL;Prometheus;风控模型;网络安全;产品经理;SQL,19
resume_001632,"求职意向：数据工程师。
教育背景：硕士研究生，硕士学位，985高校，信息工程专业，英语六级。
个人概...",Spark;Kafka;实时计算;MySQL;Docker;Python;Java;SQL;PostgreSQL;MongoDB;Hadoop;Linux;ETL;产品经理;运维;人工智能;数据治理;C++;实时数仓;系统架构;分布式系统;数据质量;推荐算法;Data Warehouse;深度学习,25
resume_001633,"求职意向：算法工程师。
教育背景：硕士研究生，硕士学位，双一流高校，人工智能专业，英语六级。
个人概...",人工智能;人类反馈强化学习;推荐算法;Java;SQL;Go;TensorFlow;PyTorch;Hadoop;Spark;模型压缩;Python;机器学习;深度学习;C++;产品经理;运维;分布式系统;检索增强生成;提示词工程;多模态;内容运营;模型训练;模型推理;性能优化;ETL;模型量化,27
resume_001634,"求职意向：数据分析师。
教育背景：硕士研究生，硕士学位，985高校，数据科学与大数据技术专业，英语六...",数据科学;数据分析;商业分析;Data Warehouse;Spark;Kafka;人工智能;自然语言处理;Python;JavaScript;SQL;Go;MySQL;MongoDB;TensorFlow;PyTorch;特征工程;数据可视化;产品经理;运维;经营分析;Java;用户增长;渠道运营;Rust,25
resume_001635,"求职意向：数据分析师。
教育背景：本科，学士学位，双一流高校，数据科学与大数据技术专业，无。
个人概...",数据科学;商业分析;数据分析;Spark;数据湖;SQL;自然语言处理;Java;MySQL;PostgreSQL;MongoDB;Hadoop;Python;数据可视化;产品经理;运维;经营分析;TypeScript;用户增长;渠道运营;机器学习;深度学习,22
resume_001636,"求职意向：测试工程师。
教育背景：本科，学士学位，211高校，计算机科学与技术专业，英语四级。
个人...",Automated Testing;分布式系统;系统架构;Python;Java;JavaScript;Go;TypeScript;SQL,9
resume_001637,"求职意向：运维工程师。
教育背景：硕士研究生，硕士学位，985高校，软件工程专业，英语六级。
个人概...",运维;Kubernetes;Docker;Automated Testing;PostgreSQL;Python;Java;JavaScript;SQL;Go;AWS;Azure;Linux;Prometheus;风控模型;网络安全;产品经理,17
resume_001638,"求职意向：前端开发工程师。
教育背景：本科，学士学位，双一流高校，数字媒体技术专业，英语四级。
个人...",Vue;React;系统架构;用户增长;品牌;Java;JavaScript;CSS;SQL;C++;TypeScript;C#;产品经理;运维;UX设计;运营管理;游戏服务器;数据可视化;性能优化,19
resume_001639,"求职意向：运维工程师。
教育背景：本科，学士学位，211高校，计算机科学与技术专业，英语四级。
个人...",运维;Docker;Linux;Automated Testing;MySQL;Java;SQL;AWS;Azure;Kubernetes;技术美术;Prometheus;Go;产品经理;Rust;网络安全;风控模型;C++;向量数据库,19
resume_001640,"求职意向：数据工程师。
教育背景：硕士研究生，硕士学位，双一流高校，信息工程专业，英语六级。
个人概...",ETL;Data Warehouse;Kafka;技术美术;Docker;Python;Java;JavaScript;SQL;Go;MySQL;MongoDB;TensorFlow;PyTorch;Hadoop;Spark;Kubernetes;实时计算;C++;产品经理;运维;实时数仓;数据治理;风控模型;数据质量;系统架构;向量数据库,27
resume_001641,"求职意向：测试工程师。
教育背景：本科，学士学位，211高校，软件工程专业，英语四级。
个人概述：具...",Automated Testing;分布式系统;系统架构;Python;Java;Go;测试开发;产品经理;运维;技术美术;向量数据库,11
resume_001642,"求职意向：后端开发工程师。
教育背景：本科，学士学位，普通高校，软件工程专业，英语六级。
个人概述：...",微服务;Node.js;系统架构;PostgreSQL;技术美术;Java;Spring;Django;Flask;Kafka;商业分析;MySQL;Redis;Kubernetes;C#;Spark;向量数据库,17
resume_001643,"求职意向：后端开发工程师。
教育背景：本科，学士学位，双一流高校，软件工程专业，英语四级。
个人概述...",微服务;Node.js;系统架构;分布式系统;MySQL;Java;JavaScript;SQL;Spring;Django;Flask;Redis;ETL;产品经理;运维;Kafka;TypeScript,17
resume_001644,"求职意向：数据分析师。
教育背景：硕士研究生，硕士学位，211高校，应用数学专业，英语六级。
个人概...",商业分析;数据分析;数据湖;ETL;实时计算;计算机视觉;特征工程;Python;SQL;Go;MySQL;MongoDB;风控模型;人工智能;数据可视化;产品经理;运维;经营分析;用户增长;Rust;渠道运营;技术美术;TypeScript;向量数据库,24
resume_001645,"求职意向：数据分析师。
教育背景：本科，学士学位，211高校，统计学专业，英语四级。
个人概述：具备...",商业分析;数据分析;实时计算;Spark;Data Warehouse;自然语言处理;Python;SQL;MySQL;MongoDB;TensorFlow;PyTorch;大模型;数据可视化;经营分析;Redis;技术美术;用户增长;品牌;渠道运营;向量数据库,21
resume_001646,"求职意向：测试工程师。
教育背景：本科，学士学位，双一流高校，信息安全专业，英语四级。
个人概述：具...",网络安全;Automated Testing;Python;Java;SQL;Kubernetes;人工智能;测试开发;产品经理;运维;MySQL;PostgreSQL;Go,13
resume_001647,"求职意向：后端开发工程师。
教育背景：本科，学士学位，211高校，计算机科学与技术专业，英语四级。
...",微服务;Node.js;系统架构;PostgreSQL;MySQL;Python;Java;JavaScript;SQL;Go;Spring;Django;Flask;Kafka;商业分析;MongoDB;Redis;Kubernetes;产品经理;运维;Docker;Data Warehouse;实时计算,23
resume_001648,"求职意向：测试工程师。
教育背景：本科，学士学位，双一流高校，质量管理工程专业，无。
个人概述：具备...",Automated Testing;系统架构;Python;Java;JavaScript;分布式系统;Docker;Kubernetes;Go,9
resume_001649,"求职意向：前端开发工程师。
教育背景：本科，学士学位，211高校，交互设计专业，英语四级。
个人概述...",UX设计;Vue;React;系统架构;Python;Java;JavaScript;CSS;Web;TypeScript;C++;产品经理;运维;运营管理;游戏服务器;SQL;数据可视化;性能优化,18
resume_001650,"求职意向：后端开发工程师。
教育背景：硕士研究生，硕士学位，211高校，计算机科学与技术专业，英语六...",Node.js;微服务;分布式系统;Python;Java;JavaScript;SQL;Go;Spring;Django;Flask;MySQL;Redis;C++;数据湖;产品经理;运维;实时计算;Kafka,19
resume_001651,"求职意向：测试工程师。
教育背景：本科，学士学位，211高校，计算机科学与技术专业，无。
个人概述：...",Automated Testing;Python;系统架构;测试开发;产品经理;运维;PostgreSQL;Docker;JavaScript;C++,10
resume_001652,"求职意向：测试工程师。
教育背景：本科，学士学位，双一流高校，计算机科学与技术专业，英语四级。
个人...",Automated Testing;分布式系统;系统架构;Java;SQL;测试开发;产品经理;运维;Go;Kubernetes,10
resume_001653,"求职意向：测试工程师。
教育背景：本科，学士学位，双一流高校，质量管理工程专业，无。
个人概述：具备...",Automated Testing;分布式系统;Python;Java;Docker;测试开发;产品经理;运维;Linux;Redis;PostgreSQL,11
resume_001654,"求职意向：数据工程师。
教育背景：本科，学士学位，普通高校，数据科学与大数据技术专业，无。
个人概述...",数据科学;SQL;ETL;数据湖;技术美术;PostgreSQL;Kubernetes;Docker;Python;Java;Go;MySQL;MongoDB;Redis;Hadoop;Spark;Linux;实时计算;Kafka;机器学习;产品经理;运维;实时数仓;数据治理;计算机视觉;自然语言处理;数据质量;向量数据库,28
resume_001655,"求职意向：数据分析师。
教育背景：本科，学士学位，普通高校，应用数学专业，英语四级。
个人概述：具备...",数据分析;商业分析;SQL;数据湖;Spark;Java;MySQL;PostgreSQL;MongoDB;Redis;TensorFlow;PyTorch;Python;数据可视化;TypeScript;产品经理;运维;经营分析;Rust;品牌;用户增长;渠道运营;机器学习;计算机视觉,24
resume_001656,"求职意向：后端开发工程师。
教育背景：硕士研究生，硕士学位，985高校，计算机科学与技术专业，英语六...",微服务;Node.js;系统架构;分布式系统;Redis;Python;Spring;Django;Flask;Java;MySQL;产品经理;运维;Linux;SQL;Kafka;C++,17
resume_001657,"求职意向：算法工程师。
教育背景：硕士研究生，硕士学位，985高校，计算机科学与技术专业，英语六级。...",智能体框架;模型微调;智能体;人工智能;计算机视觉;机器学习;Python;Java;SQL;Go;TensorFlow;PyTorch;Hadoop;Spark;商业分析;深度学习;分布式系统;产品经理;运维;检索增强生成;LangChain;提示词工程;多模态;内容运营;大模型;模型训练;模型推理;性能优化;模型量化,29
resume_001658,"求职意向：测试工程师。
教育背景：博士研究生，博士学位，海外高校，计算机科学与技术专业，英语六级。
...",Automated Testing;系统架构;Python;SQL;Docker;测试开发;Kubernetes;Rust;产品经理;运维;MySQL;TypeScript,12
resume_001659,"求职意向：移动开发工程师。
教育背景：本科，学士学位，普通高校，移动应用开发专业，无。
个人概述：具...",Swift;React;Vue;品牌;Python;Android;系统架构;性能优化;Go,9
resume_001660,"求职意向：前端开发工程师。
教育背景：本科，学士学位，双一流高校，计算机科学与技术专业，英语四级。
...",Vue;React;系统架构;分布式系统;品牌;Python;JavaScript;CSS;Rust;TypeScript;人工智能;数据分析;产品经理;运维;UX设计;性能优化;运营管理;游戏服务器;商业分析;数据可视化,20
resume_001661,"求职意向：后端开发工程师。
教育背景：本科，学士学位，普通高校，计算机科学与技术专业，英语四级。
个...",微服务;Node.js;系统架构;Redis;Python;Java;JavaScript;SQL;Go;Spring;Django;Flask;MySQL;MongoDB;产品经理;运维;Kafka;Docker;实时计算,19
resume_001662,"求职意向：测试工程师。
教育背景：本科，学士学位，211高校，计算机科学与技术专业，无。
个人概述：...",Automated Testing;系统架构;Python;Go;测试开发;产品经理;运维;MySQL;JavaScript,9
resume_001663,"求职意向：移动开发工程师。
教育背景：本科，学士学位，普通高校，数字媒体技术专业，无。
个人概述：具...",Android;React;Vue;品牌;Java;SQL;性能优化;JavaScript,8
resume_001664,"求职意向：前端开发工程师。
教育背景：本科，学士学位，普通高校，交互设计专业，无。
个人概述：具备0...",UX设计;React;Vue;系统架构;品牌;用户增长;Python;Java;JavaScript;CSS;Web;Rust;SQL;TypeScript;运营管理;游戏服务器;数据可视化;性能优化,18
resume_001665,"求职意向：算法工程师。
教育背景：本科，学士学位，双一流高校，软件工程专业，英语四级。
个人概述：具...",大模型;智能体开发;智能体;智能体框架;计算机视觉;自然语言处理;Java;TensorFlow;PyTorch;Hadoop;Spark;商业分析;ARM;Python;机器学习;深度学习;人工智能;产品经理;运维;检索增强生成;提示词工程;多模态;内容运营;Kafka;模型训练;分布式推理,26
resume_001666,"求职意向：运维工程师。
教育背景：本科，学士学位，普通高校，网络工程专业，无。
个人概述：具备2年左...",运维;Kubernetes;Linux;Docker;Automated Testing;Python;Java;JavaScript;SQL;MySQL;PostgreSQL;Prometheus;分布式系统;产品经理;网络安全,15
resume_001667,"求职意向：数据工程师。
教育背景：硕士研究生，硕士学位，985高校，数据科学与大数据技术专业，英语六...",数据科学;SQL;数据湖;Data Warehouse;PostgreSQL;MySQL;Kubernetes;Python;Java;JavaScript;Go;MongoDB;Redis;Hadoop;Spark;Linux;实时计算;Kafka;产品经理;运维;实时数仓;数据治理;ETL;机器学习;数据质量;深度学习,26
resume_001668,"求职意向：云计算工程师。
教育背景：本科，学士学位，双一流高校，网络工程专业，英语四级。
个人概述：...",Linux;Kubernetes;模型推理;分布式训练;Python;SQL;Go;AWS;Azure;Docker;Terraform;PostgreSQL;Redis;项目管理;JavaScript,15
resume_001669,"求职意向：后端开发工程师。
教育背景：本科，学士学位，211高校，网络工程专业，无。
个人概述：具备...",微服务;Node.js;分布式系统;系统架构;Redis;Python;JavaScript;Go;Spring;Django;Flask;MySQL;MongoDB;Kubernetes;Java;SQL;产品经理;运维;Kafka;Linux;C++,21
resume_001670,"求职意向：后端开发工程师。
教育背景：硕士研究生，硕士学位，211高校，软件工程专业，英语六级。
个...",Node.js;微服务;系统架构;分布式系统;PostgreSQL;Python;SQL;Spring;Django;Flask;Kafka;商业分析;MySQL;MongoDB;Redis;Java;产品经理;运维;Docker;数据湖;Linux;C#,22
resume_001671,"求职意向：前端开发工程师。
教育背景：本科，学士学位，双一流高校，数字媒体技术专业，英语六级。
个人...",Vue;React;系统架构;品牌;用户增长;Python;Java;JavaScript;SQL;Go;CSS;Web;TypeScript;C++;运营管理;游戏服务器;数据分析;UX设计;数据可视化;性能优化,20
resume_001672,"求职意向：算法工程师。
教育背景：本科，学士学位，双一流高校，软件工程专业，英语四级。
个人概述：具...",Embedding;提示词工程;智能体框架;人工智能;推荐算法;Python;Java;JavaScript;SQL;Go;TensorFlow;PyTorch;Ascend;机器学习;深度学习;Spark;产品经理;运维;检索增强生成;LangChain;TypeScript;多模态;内容运营;Data Warehouse;模型训练,25
resume_001673,"求职意向：后端开发工程师。
教育背景：本科，学士学位，双一流高校，计算机科学与技术专业，英语四级。
...",微服务;Node.js;分布式系统;系统架构;MySQL;Java;JavaScript;Go;Spring;Django;Flask;PostgreSQL;MongoDB;Redis;数据湖;产品经理;运维;Kafka;Docker;Kubernetes;Rust,21
resume_001674,"求职意向：测试工程师。
教育背景：本科，学士学位，普通高校，计算机科学与技术专业，英语四级。
个人概...",Automated Testing;系统架构;分布式系统;Java;Go;Docker;JavaScript;SQL,8
resume_001675,"求职意向：数据分析师。
教育背景：本科，学士学位，双一流高校，统计学专业，英语四级。
个人概述：具备...",数据分析;商业分析;SQL;Spark;ETL;推荐算法;机器学习;Java;JavaScript;Go;MySQL;PostgreSQL;MongoDB;Redis;Python;数据可视化;产品经理;运维;经营分析;C++;用户增长;渠道运营,22
resume_001676,"求职意向：数据分析师。
教育背景：本科，学士学位，普通高校，数据科学与大数据技术专业，无。
个人概述...",数据科学;数据分析;商业分析;ETL;Kafka;SQL;大模型;自然语言处理;Python;Java;MySQL;PostgreSQL;MongoDB;Redis;数据可视化;经营分析;产品经理;运维;C#;C++;用户增长;渠道运营;机器学习,23
resume_001677,"求职意向：后端开发工程师。
教育背景：硕士研究生，硕士学位，双一流高校，信息工程专业，英语六级。
个...",Node.js;微服务;分布式系统;PostgreSQL;MySQL;Java;Go;Spring;Django;Flask;MongoDB;Kubernetes;Redis;人工智能;Data Warehouse;Rust;产品经理;运维;Kafka,19
resume_001678,"求职意向：测试工程师。
教育背景：本科，学士学位，普通高校，计算机科学与技术专业，英语六级。
个人概...",Automated Testing;系统架构;分布式系统;Python;SQL;测试开发;技术美术;产品经理;运维;人工智能;C#;Docker;向量数据库,13
resume_001679,"求职意向：运维工程师。
教育背景：本科，学士学位，双一流高校，计算机科学与技术专业，英语四级。
个人...",运维;Linux;Automated Testing;PostgreSQL;Python;Java;JavaScript;SQL;Go;Docker;Kubernetes;Terraform;Redis;MySQL;Prometheus,15
resume_001680,"求职意向：前端开发工程师。
教育背景：本科，学士学位，211高校，交互设计专业，英语四级。
个人概述...",UX设计;React;Vue;系统架构;用户增长;Java;JavaScript;CSS;Web;TypeScript;Go;运营管理;游戏服务器;数据可视化;商业分析;性能优化,16
resume_001681,"求职意向：移动开发工程师。
教育背景：本科，学士学位，双一流高校，软件工程专业，英语四级。
个人概述...",Android;React;Vue;品牌;Python;Java;JavaScript;分布式系统;性能优化;产品经理;运维;Rust;Automated Testing;SQL,14
resume_001682,"求职意向：全栈开发工程师。
教育背景：本科，学士学位，双一流高校，计算机科学与技术专业，英语四级。
...",全栈;React;Vue;微服务;Node.js;系统架构;分布式系统;Python;JavaScript;CSS;Web;TypeScript;Spring;Django;Flask;Kafka;商业分析;MySQL;PostgreSQL;MongoDB;Redis;数据可视化,22
resume_001683,"求职意向：算法工程师。
教育背景：本科，学士学位，双一流高校，模式识别与智能系统专业，英语六级。
个...",提示词工程;人工智能;智能体;计算机视觉;自然语言处理;数据挖掘;Java;TensorFlow;PyTorch;Hadoop;Spark;商业分析;Python;机器学习;深度学习;检索增强生成;SQL;C#;多模态;内容运营;模型压缩;模型训练,22
resume_001684,"求职意向：算法工程师。
教育背景：本科，学士学位，211高校，计算机科学与技术专业，英语六级。
个人...",提示词工程;AIBot;智能体框架;自然语言处理;计算机视觉;人工智能;Python;Java;SQL;TensorFlow;PyTorch;机器学习;深度学习;JavaScript;数据湖;产品经理;运维;检索增强生成;大模型;系统架构;多模态;内容运营;模型训练,23
resume_001685,"求职意向：算法工程师。
教育背景：硕士研究生，硕士学位，双一流高校，人工智能专业，英语六级。
个人概...",人工智能;大模型;AIOps;智能体框架;特征工程;深度学习;Python;Java;Go;TensorFlow;PyTorch;Hadoop;Spark;机器学习;检索增强生成;产品经理;运维;系统架构;数据湖;提示词工程;多模态;内容运营;SQL;模型训练;模型推理;性能优化;模型量化,27
resume_001686,"求职意向：算法工程师。
教育背景：博士研究生，博士学位，海外高校，计算机科学与技术专业，英语六级。
...",提示词工程;人工智能;Python;Java;JavaScript;SQL;Go;TensorFlow;PyTorch;Hadoop;Spark;商业分析;机器学习;深度学习;系统架构;大模型;产品经理;运维;检索增强生成;多模态;内容运营;Data Warehouse;模型训练;模型推理;性能优化;模型量化;计算机视觉,27
resume_001687,"求职意向：前端开发工程师。
教育背景：本科，学士学位，双一流高校，数字媒体技术专业，英语四级。
个人...",React;Vue;系统架构;用户增长;Python;Java;JavaScript;SQL;CSS;Web;TypeScript;C++;Rust;产品经理;运维;运营管理;游戏服务器;商业分析;性能优化;数据可视化;C#,21
resume_001688,"求职意向：测试工程师。
教育背景：本科，学士学位，双一流高校，质量管理工程专业，英语四级。
个人概述...",Automated Testing;系统架构;Java;JavaScript;Linux;测试开发;产品经理;运维;Kubernetes;Redis;C++,11
resume_001689,"求职意向：移动开发工程师。
教育背景：本科，学士学位，普通高校，移动应用开发专业，英语四级。
个人概...",Android;React;Vue;Python;Java;JavaScript;SQL;系统架构;性能优化,9
resume_001690,"求职意向：测试工程师。
教育背景：本科，学士学位，普通高校，计算机科学与技术专业，无。
个人概述：具...",Automated Testing;分布式系统;Python;Java;SQL;Go;Kubernetes;Docker;技术美术;向量数据库,10
resume_001691,"求职意向：移动开发工程师。
教育背景：本科，学士学位，普通高校，移动应用开发专业，英语四级。
个人概...",Swift;Vue;React;品牌;Java;JavaScript;SQL;Android;系统架构;性能优化,10
resume_001692,"求职意向：后端开发工程师。
教育背景：硕士研究生，硕士学位，985高校，软件工程专业，英语六级。
个...",Node.js;微服务;系统架构;分布式系统;MySQL;技术美术;Python;Java;Spring;Django;Flask;PostgreSQL;Redis;产品经理;运维;Kafka;Linux;Spark;向量数据库,19
resume_001693,"求职意向：数据工程师。
教育背景：本科，学士学位，普通高校，信息工程专业，英语六级。
个人概述：具备...",Spark;SQL;实时计算;Redis;技术美术;Kubernetes;Python;Go;MySQL;PostgreSQL;MongoDB;Hadoop;商业分析;Docker;Kafka;实时数仓;数据治理;C#;Java;ETL;数据质量;特征工程;向量数据库,23
resume_001694,"求职意向：测试工程师。
教育背景：本科，学士学位，普通高校，质量管理工程专业，无。
个人概述：具备2...",Automated Testing;Java;Go;测试开发;PostgreSQL;产品经理;运维;Docker,8
resume_001695,"求职意向：运维工程师。
教育背景：本科，学士学位，211高校，软件工程专业，英语六级。
个人概述：具...",运维;Kubernetes;Docker;Linux;Automated Testing;Redis;Python;JavaScript;SQL;Go;AWS;Azure;Ansible;Terraform;技术美术;Prometheus;产品经理;系统架构;C++;向量数据库,20
resume_001696,"求职意向：数据分析师。
教育背景：硕士研究生，硕士学位，985高校，数据科学与大数据技术专业，英语六...",数据科学;商业分析;数据分析;Data Warehouse;ETL;Kafka;技术美术;Python;Java;SQL;Go;MySQL;MongoDB;TensorFlow;PyTorch;Hadoop;Spark;推荐算法;机器学习;数据可视化;产品经理;运维;经营分析;用户增长;渠道运营;深度学习,26
resume_001697,"求职意向：数据工程师。
教育背景：本科，学士学位，普通高校，计算机科学与技术专业，无。
个人概述：具...",实时计算;Data Warehouse;Kafka;PostgreSQL;Kubernetes;Linux;Python;Java;SQL;Go;MySQL;MongoDB;TensorFlow;PyTorch;Hadoop;Spark;商业分析;Docker;实时数仓;数据治理;风控模型;ETL;数据质量;分布式系统;C++,25
resume_001698,"求职意向：算法工程师。
教育背景：本科，学士学位，普通高校，软件工程专业，英语四级。
个人概述：具备...",人类反馈强化学习;智能体框架;人工智能;机器学习;推荐算法;深度学习;Java;SQL;TensorFlow;PyTorch;Hadoop;Spark;分布式推理;CUDA;Python;检索增强生成;数据湖;ETL;DPDK;提示词工程;多模态;内容运营;C#;分布式系统;模型训练,25
resume_001699,"求职意向：算法工程师。
教育背景：硕士研究生，硕士学位，211高校，计算机科学与技术专业，英语六级。...",AIGC;人工智能;AIOps;风控模型;Python;Java;TensorFlow;PyTorch;Hadoop;Spark;商业分析;CUDA;机器学习;深度学习;产品经理;运维;检索增强生成;SQL;提示词工程;多模态;内容运营;Kafka;数据湖;模型训练;模型推理;性能优化;LangChain;模型量化,28
resume_001700,"求职意向：前端开发工程师。
教育背景：本科，学士学位，211高校，数字媒体技术专业，英语四级。
个人...",React;Vue;系统架构;Java;JavaScript;Go;CSS;TypeScript;Python;产品经理;运维;运营管理;游戏服务器;数据可视化;数据分析;性能优化,16
resume_001701,"求职意向：云计算工程师。
教育背景：硕士研究生，硕士学位，211高校，软件工程专业，英语六级。
个人...",Kubernetes;人工智能;Ascend;CUDA;Java;JavaScript;SQL;AWS;Azure;Docker;Linux;Ansible;Terraform;技术美术;Go;产品经理;运维;C++;分布式系统;分布式训练;向量数据库,21
resume_001702,"求职意向：前端开发工程师。
教育背景：本科，学士学位，普通高校，数字媒体技术专业，无。
个人概述：具...",Vue;React;分布式系统;用户增长;品牌;Java;JavaScript;CSS;Web;TypeScript;SQL;Rust;C++;产品经理;运维;运营管理;游戏服务器;数据可视化;性能优化,19
resume_001703,"求职意向：前端开发工程师。
教育背景：硕士研究生，硕士学位，985高校，计算机科学与技术专业，英语六...",React;Vue;分布式系统;用户增长;Python;JavaScript;CSS;TypeScript;C++;人工智能;性能优化;产品经理;运维;运营管理;游戏服务器;商业分析;UX设计;数据可视化;数据分析;Java;Automated Testing,21
resume_001704,"求职意向：前端开发工程师。
教育背景：本科，学士学位，211高校，交互设计专业，英语四级。
个人概述...",UX设计;Vue;React;品牌;Java;JavaScript;Go;CSS;Web;TypeScript;产品经理;运维;运营管理;游戏服务器;数据分析;性能优化;数据可视化,17
resume_001705,"求职意向：全栈开发工程师。
教育背景：硕士研究生，硕士学位，985高校，网络工程专业，英语六级。
个...",全栈;React;Vue;微服务;Node.js;系统架构;Python;JavaScript;CSS;Spring;Django;Flask;Kafka;商业分析;MySQL;MongoDB;Redis;技术美术;TypeScript;产品经理;运维;Rust;Docker;Go;数据可视化;向量数据库,26
resume_001706,"求职意向：后端开发工程师。
教育背景：本科，学士学位，双一流高校，软件工程专业，英语四级。
个人概述...",微服务;Node.js;系统架构;分布式系统;Redis;Python;Spring;Django;Flask;Kafka;商业分析;MySQL;Docker;Java;产品经理;运维;Linux,17
resume_001707,"求职意向：数据分析师。
教育背景：硕士研究生，硕士学位，985高校，统计学专业，英语六级。
个人概述...",商业分析;数据分析;实时计算;数据湖;Kafka;深度学习;技术美术;Python;SQL;Go;MySQL;PostgreSQL;MongoDB;Redis;TensorFlow;PyTorch;Hadoop;Spark;计算机视觉;自然语言处理;数据可视化;经营分析;产品经理;运维;用户增长;渠道运营;C++;机器学习;Data Warehouse,29
resume_001708,"求职意向：测试工程师。
教育背景：本科，学士学位，211高校，计算机科学与技术专业，英语四级。
个人...",Automated Testing;系统架构;Python;Java;Docker;测试开发;产品经理;运维;技术美术;JavaScript;Linux;C++;PostgreSQL;向量数据库,14
resume_001709,"求职意向：前端开发工程师。
教育背景：本科，学士学位，普通高校，数字媒体技术专业，英语四级。
个人概...",React;Vue;系统架构;Python;JavaScript;CSS;Rust;TypeScript;产品经理;运维;运营管理;游戏服务器;Java;数据可视化;性能优化;数据分析,16
resume_001710,"求职意向：数据工程师。
教育背景：本科，学士学位，双一流高校，计算机科学与技术专业，英语四级。
个人...",Kafka;数据湖;ETL;PostgreSQL;技术美术;Docker;Python;JavaScript;SQL;Go;MySQL;MongoDB;Redis;Hadoop;Spark;Kubernetes;实时计算;人工智能;系统架构;产品经理;运维;实时数仓;数据治理;Data Warehouse;特征工程;数据质量;数据挖掘;向量数据库,28
resume_001711,"求职意向：后端开发工程师。
教育背景：博士研究生，博士学位，海外高校，软件工程专业，英语六级。
个人...",微服务;Node.js;系统架构;Java;Spring;Django;Flask;MySQL;MongoDB;Redis;分布式系统;Docker;产品经理;运维;TypeScript;Data Warehouse;Kafka;数据湖;Rust;SQL,20
resume_001712,"求职意向：移动开发工程师。
教育背景：本科，学士学位，普通高校，移动应用开发专业，英语四级。
个人概...",Swift;Android;Vue;React;品牌;Python;Java;JavaScript;SQL;Go;系统架构;性能优化;人工智能;Automated Testing;产品经理;运维,16
resume_001713,"求职意向：数据分析师。
教育背景：本科，学士学位，211高校，统计学专业，无。
个人概述：具备0年左...",数据分析;商业分析;实时计算;Data Warehouse;Kafka;Python;Java;JavaScript;SQL;Go;MySQL;PostgreSQL;MongoDB;深度学习;数据可视化;经营分析;技术美术;用户增长;渠道运营;向量数据库,20
resume_001714,"求职意向：云计算工程师。
教育背景：硕士研究生，硕士学位，双一流高校，网络工程专业，英语六级。
个人...",Kubernetes;Linux;ARM;人工智能;CUDA;Python;Java;SQL;Go;AWS;Azure;Docker;Terraform;Redis;JavaScript;TypeScript;产品经理;运维;项目管理;系统架构;分布式训练,21
resume_001715,"求职意向：全栈开发工程师。
教育背景：本科，学士学位，211高校，软件工程专业，英语四级。
个人概述...",全栈;React;Vue;Node.js;微服务;系统架构;Java;JavaScript;CSS;Spring;Django;Flask;Kafka;商业分析;MongoDB;Redis;TypeScript;Docker;Go;产品经理;运维;Linux;数据可视化,23
resume_001716,"求职意向：云计算工程师。
教育背景：硕士研究生，硕士学位，211高校，计算机科学与技术专业，英语六级...",Docker;Linux;DPDK;人工智能;Ascend;Python;JavaScript;SQL;AWS;Azure;Kubernetes;Ansible;Terraform;技术美术;Redis;产品经理;运维;Go;Prometheus;分布式训练;向量数据库,21
resume_001717,"求职意向：测试工程师。
教育背景：硕士研究生，硕士学位，985高校，信息安全专业，英语六级。
个人概...",网络安全;Automated Testing;Python;Java;JavaScript;SQL;Go;系统架构;人工智能;测试开发;产品经理;运维;技术美术;Docker;MySQL;向量数据库,16
resume_001718,"求职意向：数据分析师。
教育背景：本科，学士学位，双一流高校，应用数学专业，无。
个人概述：具备2年...",商业分析;数据分析;数据湖;Data Warehouse;Spark;深度学习;计算机视觉;Java;SQL;MySQL;PostgreSQL;MongoDB;Redis;Hadoop;风控模型;Python;数据可视化;JavaScript;产品经理;运维;经营分析;用户增长;C++;渠道运营,24
