job_id,title,extracted_skills,skill_count
job_43b49f16c3cbe66682c6,《穿越火线手游》-服务器开发工程师,游戏服务器;系统架构;性能优化;游戏客户端;游戏策划;项目管理;数据平台,7
job_43bb329466f264c3c010,业务经营管理部-CSIG经营分析经理,经营分析;用户增长,2
job_43fc6c99bb17ff020e98,企业微信-商业分析-商业化设计,商业分析;产品经理;市场宣发;数据分析,4
job_440c2e852aaf394b9b0a,数据产品策划（深圳/北京）,产品策划;数据资产;数据安全;产品经理;人工智能;场景设计,6
job_445279ecd0cde26dfaa8,《金铲铲之战》-资深商业化运营,内容运营;游戏策划;场景设计;数据质量监控;数据分析;渠道运营,6
job_4452de6f98e25d89cff0,《王者荣耀世界》2D角色设计（英雄和NPC方向）,角色设计;内容运营;人工智能,3
job_447eabc68cb688bf09e5,证券-高级产品运营,产品经理;用户增长;数据分析;项目管理;渠道运营,5
job_44e0abdef6d106b4976a,元宝-AI 产品经理（用户体验与功能策划方向）,人工智能;产品经理;UX设计;游戏策划;场景设计,5
job_454cf564c75c8b84f1bf,J3-UE5微恐射击-UE5客户端开发-性能,游戏客户端;性能优化;引擎开发;用户增长,4
job_45c1d738e7f56a6cd7c8,边缘AI推理研发工程师(深圳),人工智能;场景设计;UX设计,3
job_4618617c7c06e6d2d944,王者荣耀IP 3D英雄竞技对抗项目-高级角色制作设计师（3D角色方向）,内容运营;角色设计;动画设计;特效设计,4
job_46d54b744d328628923b,腾讯安全-移动端安全研究工程师-Android 逆向方向,Android;Web;社区运营,3
job_477663d7715f3775a7f9,元宝-多模态大模型算法工程师,多模态;大模型;人工智能;场景设计;模型微调;UX设计;产品经理,7
job_4791803d853fbff11c89,数字能源解决方案销售代表,解决方案;产品经理,2
job_47e0a8b9da77ddf84bbb,元宝-iOS开发工程师,性能优化;UX设计;项目管理,3
job_48054322d3b8cba4d23a,魔方在研轻动作风格化游戏预研项目场景概念设计专家,动画设计;场景设计;概念设计;TypeScript;游戏策划;技术美术,6
job_48ae3eb2c4394f41dd6b,Project T UE5 客户端开发工程师（3C）,游戏客户端;引擎开发,2
job_49377d3edf56dc75fd6b,微信-多模态大模型算法工程师–视觉基座模型方向（北京）,多模态;大模型;场景设计,3
job_49dc1ebf3193b121ca91,大模型性能优化研发专家,大模型;性能优化;产品经理,3
job_4a5058255c0c85358888,保险科技-大模型高级工程师,大模型;人工智能;模型微调;人类反馈强化学习;场景设计;风控模型;数据标注;智能体开发;工具调用,9
job_4a78296f12db3729bba3,企业微信-大模型算法工程师-Agent应用（广州/北京）,大模型;智能体;工具调用;多智能体;人工智能;场景设计;思维链;指令微调;强化学习,9
job_4a9369a3e935abc9a7c7,高性能计算工程师,高性能计算;大模型;性能优化;系统架构;模型优化;模型量化;多模态;人工智能;引擎开发;Ascend;CUDA,11
job_4b03c5d819f6d81c8ddd,招聘经理-甄选质量方向,品牌;人工智能,2
job_4b2199143563451bc830,游戏模型评测专家,多模态;数据分析,2
job_4b2a0ca5c75babccb386,微信基础-大模型算法工程师-Agent方向,大模型;智能体;工具调用;场景设计;UX设计,5
job_4b60fb9fbd0c7f02f669,《三角洲行动》-AI应用开发工程师-游戏研发方向,人工智能;智能体,2
job_4beb85a4f93ef8ee1b7d,数字能源合同商务助理,项目管理;产品经理;解决方案;数据分析,4
job_4c03858958968dbb6503,《穿越火线手游》服务器开发工程师（gameplay方向）,游戏服务器;游戏客户端;性能优化;游戏策划;项目管理;数据平台,6
job_4c1738e2f388cd121e59,微信小店-应用运维安全工程师,运维;场景设计,2
job_4c209c356cda24ab9efa,数据中心暖通产品研发工程师,数据中心;产品经理;项目管理;供应链,4
job_4c71cdefd54b59203949,《穿越火线手游》服务器开发工程师（gameplay方向）-新星引力计划,游戏服务器;游戏客户端;性能优化;游戏策划;项目管理;数据平台,6
job_4c90700eda6f5a3b75d7,AW项目组-AI原生游戏引擎工程师,人工智能;引擎开发;游戏策划,3
job_4cf375756237002d6c27,元宝搜索部-搜索后台开发工程师（内容解析方向）,游戏服务器;内容运营;推荐算法;系统架构,4
job_4d1e85f021fbb91198cb,微信小程序-大模型算法工程师-智能体方向,大模型;智能体;工具调用;模型量化,4
job_4d201075ca0124e00747,元宝-大模型后训练算法工程师,大模型;人工智能;场景设计;模型微调;UX设计;产品经理,6
job_4d4889adda211367d9ab,魔方发行中心-暗区突围端游海外发行品牌经理-欧美,品牌;用户增长;产品经理;内容运营;市场宣发,5
job_4dc0116e587119ac9cc3,《火影忍者》手游-客户端开发-系统开发方向,游戏客户端,1
job_4df5b116e8c85c95f26b,J3-高级项目经理-特性PM,项目管理;游戏策划,2
job_4e945bcb8c31c79fec02,《逆战：未来》客户端开发工程师（系统）,游戏客户端,1
job_4ef8c8772f98acbc0873,《异人之下》-测试工程师,动画设计,1
job_4f0466b4dc55f8236d23,海外IDC数据中心经理,数据中心;运营管理;项目管理;运维,4
job_4f3074a0e2cd6b11c343,AI宠物-客户端工程师,人工智能;Vue;TypeScript;智能体;系统架构;产品经理;大模型;Automated Testing,8
job_4f758f525646678d9c73,云安全解决方案架构师,解决方案;产品经理;技术支持;场景设计;数据安全;网络安全,6
job_500f65cb0b3343296df4,财经专员（ICT财经BP）,经营分析;模型优化;数据挖掘;数据分析;商业分析,5
job_51047c8b2d44174dcd8f,品质管理部-客户端高级开发工程师,Android;数据可视化;引擎开发;图形渲染,4
job_518e4c24cb315d7e977d,《三角洲行动》-客户端开发工程师-战斗,游戏客户端;动画设计,2
job_51d89649ae2d277ea765,技术美术-动画向,技术美术;动画设计;引擎开发;用户增长;游戏客户端,5
job_51e8c39ba3e612c36162,混元大模型语音算法工程师（北京/上海）,大模型;强化学习;产品经理;场景设计,4
job_52f26e4ca7b988715bd3,元宝-多模态大模型算法工程师,多模态;大模型;人工智能;场景设计;模型微调;UX设计;产品经理,7
job_5329a8d09e7bcc6c87d5,AI Infra强化学习工程师-深圳/北京/上海,人工智能;强化学习;大模型;智能体开发;性能优化;分布式训练;分布式系统;版本管理;数据可视化;TypeScript;解决方案;场景设计;智能体框架,13
job_536e831c73e3db711257,《异人之下》游戏客户端开发工程师（引擎Crash分析优化）,游戏客户端;引擎开发,2
job_537d67edd3ab803755dc,Technology Platform-游戏引擎研发工程师-(渲染性能优化),引擎开发;图形渲染;性能优化;技术美术,4
job_537d9f741d3e7e86a06b,腾讯营销-多模态大模型算法工程师,市场宣发;多模态;大模型;数据挖掘;内容运营;强化学习;场景设计,7
job_5398a8e0791ee18e87c1,混元大模型后训练算法工程师/专家-coding,大模型;场景设计;强化学习;人工智能,4
job_53c63322e74417788050,QQ游戏大厅-棋牌游戏运营,游戏运营;产品经理;数据分析;UX设计,4
job_53de20f19f6f673c353d,游戏AI-高性能推理系统研发专家,人工智能;AIGC;大模型;高性能计算;性能优化;模型推理;场景设计,7
job_53ea7b4290ead326293d,AI Agent开发工程师（游戏研发）,人工智能;智能体;品牌;社区运营;产品经理;Go;TypeScript;技术美术;系统架构;游戏策划;内容运营;场景设计;用户增长;Automated Testing;多模态;Python;C++;引擎开发;大模型;提示词工程;检索增强生成,21
job_53f8b70cf25c22b24ee9,腾讯战略发展部-商业分析经理-广告产品方向,商业分析;产品经理;数据质量监控;数据可视化;数据分析,5
job_541a628d868ec5738147,腾讯云-腾讯云AI解决方案架构师-AI,人工智能;解决方案;场景设计;品牌;市场宣发;产品经理,6
job_545d973bda7ce10541d1,《逆战：未来》客户端开发工程师（效能/资源）,游戏客户端,1
job_5464b09f0d10f04f4c9f,微信小程序-后台开发工程师-境外方向,游戏服务器,1
job_54762a1826c00e75be73,AI搜索算法工程师（大模型后训练方向）,人工智能;大模型;场景设计;产品经理,4
job_5478a2d8dccc25e2fe30,腾讯会议-数据分析工程师,数据分析;产品经理;用户增长;数据科学;机器学习,5
job_54e38df1faf24c356aa3,Senior Software Engineer II,技术美术;游戏服务器;运维;人工智能;系统架构;微服务;Kubernetes;分布式系统;大模型;推理优化;机器学习;Go,12
job_550a609e2f8c3e2dee9c,腾讯游戏-游戏AI后端开发高级工程师,人工智能;产品经理;系统架构;UX设计;智能体;检索增强生成;解决方案;场景设计,8
job_557f5c5613280e0d93e1,PC应用宝-高级商业化运营,用户增长;产品经理;渠道运营,3
job_558cfbbfd9eddd71cb73,腾讯战略发展部-高级商业分析师-半导体/供应链方向,供应链;数据中心;人工智能;产品经理,4
job_55b83075604ce62a8b63,企业微信邮箱-高级后台开发工程师,游戏服务器;系统架构,2
job_5611f26fb50cadf543a0,微信基础-大模型评测产品经理,大模型;产品经理;人工智能;场景设计;工具调用;产品策划;数据标注;数据质量,8
job_5616ed8e524f06334833,休闲竞技项目-3D特效设计师-美式卡通,特效设计;场景设计;动画设计;游戏策划;技术美术,5
job_563e7839ae70813c1e52,AW项目组-AI产品前端工程师,人工智能;产品经理;Web;UX设计;图形渲染;动画设计;大模型;智能体,8
job_563fa840af8fb280c956,企业微信邮箱-桌面客户端开发高级工程师,游戏客户端;Linux;性能优化;系统架构;人工智能;图形渲染,6
job_566a0ecb798afb791eb2,腾讯营销-大模型推荐算法负责人,市场宣发;大模型;推荐算法;多模态;Embedding;人工智能,6
job_5690a951c7ede2cce358,微信小店-产品运营-用户增长策略运营,产品经理;用户增长;渠道运营;内容运营;市场宣发,5
job_5698c0f789c5a5d96bca,《王者荣耀》资深AI全栈工程师,人工智能;全栈;TypeScript;Python;场景设计;性能优化;大模型;引擎开发;智能体开发;智能体;解决方案;多模态,12
job_569992ff04718b2a24d1,微信视频号-高级推荐大模型算法工程师-直播方向（深圳/北京）,大模型;场景设计;内容运营,3
job_56fb2695d1e2330a80c0,腾讯营销-资深AI研发工程师（微信数据专区联动）,市场宣发;人工智能;内容运营;场景设计;微服务;系统架构;模型推理;性能优化,8
job_575e6086e042d42d52c2,操作系统高级研发工程师,社区运营,1
job_57c8bfd0b8eee0688424,混元大语言模型后训练算法工程师-垂域方向（北京/深圳/上海）,大模型;智能体;智能体开发;检索增强生成;场景设计;思维链;强化学习;数据分析,8
job_58da0559d61afb1e6d17,腾讯云汽车行业解决方案架构师-出海专项,解决方案;市场宣发;分布式系统,3
job_596f63eff2d2e4de522d,算法专家（多模态/大模型/搜广推）,多模态;大模型;模型训练;指令微调;强化学习;场景设计;人工智能;智能体开发;模型量化;解决方案;推荐算法;机器学习;深度学习;Python;C++;性能优化;分布式训练;自然语言处理;计算机视觉,19
job_598b303aedf4de7769c6,企业微信-大模型算法工程师-企业应用（广州/北京）,大模型;机器学习;深度学习;AIGC;检索增强生成;人工智能;场景设计,7
job_59ae945b183ff4cc5f25,AI Infra强化学习工程师​-(深圳)or(北京)or,人工智能;强化学习;大模型;智能体开发;性能优化;分布式训练;分布式系统;版本管理;数据可视化;TypeScript;解决方案;场景设计;智能体框架,13
job_59b982f0e2f71e568c8b,腾讯文档-AI自动化测试工程师,人工智能;Automated Testing;产品经理;场景设计;测试开发;大模型;智能体;图形渲染,8
job_59da9e5f621fbf4d5cc9,单板硬件工程师,场景设计;产品经理;人工智能;ARM;产品策划,5
job_59f604bc4cfadb39cc5e,腾讯会议-大模型语音算法工程师,大模型;人工智能;智能体;场景设计;多模态,5
job_5b72d67401bac47d5bca,在研UE项目-游戏客户端开发工程师-新星引力计划,游戏客户端;内容运营;UX设计,3
job_5bd866351ae57c658d32,元宝智能平台-后台开发工程师,游戏服务器;AIGC;系统架构;人工智能;大模型;场景设计;智能体;性能优化,8
job_5be22fd7bcb3396f500a,AI软件教练,人工智能;运维;系统架构;场景设计;提示词工程;大模型;智能体,7
job_5c1623c0f75d6be5f82c,管线数据工程师（深圳/北京）,模型训练;系统架构;技术美术,3
job_5cd0e01ed9d4a9a0a389,大模型推理框架研发工程师,模型推理;引擎开发;分布式推理;人工智能,4
job_5ddf0cc5b1cc60ddf427,企业微信-客户成功-行业解决方案专家（KA）,解决方案;数据分析;场景设计;业务拓展;技术支持;渠道运营;产品经理,7
job_5dfde30107e4e0000aec,计算系统技术专家,场景设计;产品经理;Ascend;大模型;系统架构;人工智能;性能优化;分布式系统;CXL,9
job_5e2847b83aa675ce0802,企业微信-数据库后台开发高级工程师,游戏服务器;引擎开发;系统架构;性能优化;实时计算;分布式系统,6
job_5e2d5e0e842f2d039c6b,元宝-大数据开发工程师,大数据开发;数据治理;数据质量,3
job_5e5782e08c6228a4145f,腾讯游戏-市场与用户研究经理-HD射击游戏方向,市场宣发;产品经理,2
job_5e8786bc8918742ec08d,《三角洲行动》-客户端开发工程师（系统）-新星引力计划,游戏客户端,1
job_5f0f434b14309429d434,微信-AI Infra工程师-大模型推理方向,人工智能;模型推理;深度学习,3
job_5f14a1743d062684b4db,终端安全能力-安全运营负责人（上海/深圳/北京）,产品经理;智能体,2
job_5f271b042b1d73a4a189,QQ 经典农场-客户端开发工程师,游戏客户端,1
job_5f2aee76f8f19a28edad,元宝-LLM大模型推理工程师,大模型;模型推理;场景设计;模型部署;运维;推理优化;模型剪枝;模型量化;分布式推理,9
job_5f403e567157bb9305d1,AI量化投研工程师-Agent方向,人工智能;模型量化;智能体;引擎开发;UX设计;可解释AI;产品经理,7
job_5fa7b58c5a56f5970a5b,和平精英-3D角色设计师（脸型方向·BJD美型）-新星引力计划,角色设计;引擎开发;图形渲染,3
job_5ffe1cc72cf4eeb88703,腾讯智能座舱-多模态/大语言模型算法专家,多模态;大模型;产品经理,3
job_602b9be561d640d7aac6,大模型推理引擎研发工程师,模型推理;引擎开发;渠道运营,3
job_603ec82f007cac5bab91,腾讯云-AI Agent测试工程师,人工智能;智能体;产品经理;场景设计;模型量化,5
job_607508da27cb08aa1ed1,《三角洲行动》-数据分析（活动分析方向）,数据分析;解决方案;用户增长,3
job_60790926370975a1cd46,休闲竞技项目-2D场景设计师,场景设计;概念设计,2
job_607915e93d96558e28cf,微信小游戏-客户端开发工程师-全球化,游戏客户端;Android;Docker;引擎开发;图形渲染;性能优化;市场宣发;Web;技术美术,9
job_60d3a971716927dfa851,PUBG Mobile-游戏后台开发工程师(UGC方向)-新星引力计划,商业分析;游戏服务器;系统架构;运维;AIGC;推荐算法,6
job_60ea4c2d70cdca02548b,微信小程序-后台开发工程师-开发生态,游戏服务器;产品经理;分布式系统;系统架构,4
job_6131b75bf30524b669d7,腾讯投资-高级投资分析师/投资经理,人工智能;技术美术;Go;数据挖掘,4
job_617b1c293c72cbbb96f3,腾讯游戏-服务采购经理-音频与本地化方向-新星引力计划,市场宣发;解决方案,2
job_617c403c298a3b3817e4,云数据库内核研发工程师,系统架构;云原生;分布式系统;SQL;引擎开发,5
job_61b7e0abd32f1f7291ac,游戏客户端开发工程师（Unity）,游戏客户端;UX设计;游戏策划;内容运营,4
job_6242649de7e2eda05086,大模型算法工程师-LLM&智能营销方向,大模型;市场宣发;人工智能;智能体;内容运营,5
job_626604f4842e81c10b95,数字能源合作伙伴拓展与运营代表,市场宣发;品牌;数据分析,3
job_62d08a3f9047d62108f0,金融科技-多模态大模型算法工程师,多模态;大模型;智能体;场景设计;人工智能;工具调用;系统架构,7
job_63167c99b8626bfcdf2d,元宝-研发项目经理,项目管理;产品经理,2
job_631a7279c8ebf191cc58,微信视频号-直播推荐高级算法工程师-大模型电商方向（深圳）,大模型;内容运营,2
job_6392ce229a4c2efcc3b3,腾讯战略发展部-高级商业分析师-视频方向,内容运营;用户增长;人工智能;产品经理,4
job_64224365e52246146689,腾讯云汽车行业高级大客户经理-日系合资方向,业务拓展;人工智能;解决方案,3
job_6445838cd75a3fda9491,微信视频号-开发工程师-推荐大模型方向,大模型;游戏服务器;模型训练;系统架构;性能优化,5
job_6456e1ac45403010293e,智能体-强化学习infra与数据工程师-CodeBuddy/WorkBuddy,智能体;强化学习;大模型;游戏服务器;系统架构;模型训练;数据标注;性能优化,8
job_6550ac76babb4c26cad9,和平精英-游戏动画师-新星引力计划,动画设计;引擎开发;游戏策划,3
job_6579ed5cc39597681d41,研发项目经理-大模型训练infra团队（北京/深圳）,项目管理;模型训练,2
job_65cb8eb084ed58d7f642,大模型测试工程师（北京/深圳）,大模型;场景设计;智能体;产品经理;运维,5
job_66386653275cf485d884,腾讯安全-高级算法工程师-特征挖掘方向,风控模型;场景设计;特征工程;迁移学习;大模型;智能体,6
job_66fbc55fc20ea04bfcc6,魔方工作室-AI技术美术（美术向）,人工智能;技术美术;AIGC,3
job_670a6c1264f5f3dc2516,《三角洲行动》-概念设计负责人,概念设计;场景设计,2
job_672ea4e2006cc30cac18,数据中心运营技术支持工程师,数据中心;技术支持,2
job_6791375bfb1094210c6b,腾讯云-安全产品高级测试工程师,产品经理;测试开发;Automated Testing,3
job_68026ef61609f54694b1,在研日漫IP动作游戏美术项目经理（APM）,项目管理,1
job_681aa19387e2553d7334,《火影忍者》手游-服务器开发工程师,游戏服务器;产品经理;解决方案;内容运营;Docker;微服务;场景设计;云原生,8
job_688e798af692e5f899a7,魔方在研轻动作风格化游戏预研项目-场景概念设计专家,动画设计;场景设计;概念设计;TypeScript;游戏策划;技术美术,6
job_68c2f9bac77810db835c,腾讯云-游戏行业解决方案架构师,解决方案;技术支持;场景设计;产品经理,4
job_68ede1215d50dd4cc93b,网络安全产品渠道运营,网络安全;产品经理;渠道运营;用户增长;技术支持;市场宣发;游戏策划,7
job_6951a0b25bc0155fbf5f,SSD固件开发高级工程师,产品经理;系统架构;Automated Testing,3
job_69d41239b2fd0b4c4b5f,《王者荣耀世界》UE客户端开发工程师-编辑器效率方向,游戏客户端;引擎开发,2
job_6a4411b737d1261cc597,《三角洲行动》-社区用户运营,社区运营;内容运营;渠道运营,3
job_6a8a362698e3a2ead8e1,AI协作工具产品客户端研发高级工程师岗位,人工智能;产品经理;Web;Android;UX设计;C++;性能优化;图形渲染;场景设计;智能体,10
job_6ac6b82856167984c00c,UE微恐轻动作项目-资深3D场景设计,动画设计;场景设计;游戏策划,3
job_6b2442ffb70f0f57522e,微信读书/输入法/秒剪-AI 应用客户端开发工程师,人工智能;游戏客户端;产品经理;Android;性能优化;技术支持,6
job_6b7921d7470c7eb434e1,PUBG Mobile-高级研发效能工程师（构建优化）-新星引力计划,商业分析;Android,2
job_6bd7da4db1d5bc42bf52,腾讯混元大模型数据产品经理,大模型;产品经理;用户增长;数据平台;智能体;场景设计;数据质量;解决方案,8
job_6bee844de97b2c0c6e2a,游戏测试开发工程师-新星引力计划,测试开发;解决方案,2
job_6bf8a6c895c531c2b8d4,资源供应交付经理,解决方案,1
job_6c01d29cb45a045ea656,企业微信-AI应用后台开发工程师-RAG 方向（成都/北京）,人工智能;游戏服务器;检索增强生成;大模型;智能体;UX设计;性能优化;分布式系统,8
job_6c136b0883dd182fa99b,休闲游戏项目-技术美术-(渲染/综合向),技术美术;图形渲染;产品经理;引擎开发;渠道运营,5
job_6c789081b6df38a60f9b,智慧零售-智慧零售-商业分析项目经理/解决方案经理(深圳)（AI大数据方向）,商业分析;项目管理;解决方案;人工智能;数据分析,5
job_6cd55b8bec87cfbc23d3,智能体-全栈研发leader-CodeBuddy/WorkBuddy,智能体;全栈;系统架构;性能优化;产品经理;人工智能,6
job_6d53db3a4939d4d2c05b,元宝高级数据分析师,数据分析;产品经理;用户增长;数据科学;机器学习;商业分析;人工智能,7
job_6d7ac6bb2f86586a2cee,元宝客户端测试工程师,人工智能;产品经理;大模型;检索增强生成;提示词工程;多模态,6
job_6ebc9618f76c84f98d4a,腾讯游戏-语音算法资深研究员-新星引力计划,模型训练;场景设计;模型压缩;模型量化;迁移学习,5
job_6f22ac493aa1b7993dd6,RAG技术负责人/架构师,检索增强生成;系统架构,2
job_6f571f26e556aece11bf,和平精英-资深CG导演（商业化）,,0
job_6f5be4b435bd7e7c000e,智慧教育解决方案架构师,解决方案;产品经理;人工智能;数据中心,4
job_6ffb04886b4a608152ed,微信小程序-大模型算法工程师-开发生态,大模型;数据分析;人工智能,3
job_701d35d92c38f04458f1,OG项目组-高级游戏客户端开发,游戏客户端;人工智能,2
job_702cb1355123873d6c8a,营销与交易产品部-云Mall 高级产品经理（电商交易平台方向）,市场宣发;产品经理;系统架构;引擎开发;人工智能;智能体;场景设计;品牌,8
job_7066586a656509b5739e,混元大语言模型后训练算法工程师（深圳/北京/上海）,大模型;人工智能;强化学习;人类反馈强化学习;模型训练,5
job_70af75749edd87559ebe,在研MMORPG小游戏-UE4客户端开发工程师,游戏客户端;场景设计;引擎开发;C++;图形渲染;动画设计;性能优化;游戏策划;人工智能,9
job_70cff62c4e5983f980c9,无畏契约手游-游戏服务器开发工程师-新星引力计划,游戏服务器;系统架构;性能优化,3
job_7173fcc51842d0a2cf04,腾讯营销-高级数据产品agent算法工程师,市场宣发;产品经理;智能体;系统架构;LangChain;大模型;工具调用;检索增强生成;向量数据库;图数据库;SQL;引擎开发;模型微调;场景设计;人工智能;模型量化;提示词工程;UX设计,18
job_71a18edb1bc85246453e,UE微恐轻动作项目-资深特效设计师,动画设计;特效设计;场景设计,3
job_71affc48a217a0e0d84a,微信小程序-前端开发工程师-开发者方向,人工智能,1
job_7241985145b78ad57e95,欧美3A IP战术射击手游客户端开发工程师(3C方向),游戏客户端;引擎开发,2
job_72586db5ac773e85f1e1,腾讯视频-AI 原生全栈工程师,人工智能;全栈;动画设计;Web;智能体;工具调用,6
job_739fc60bebc8c70a8041,大模型推理性能优化工程师,模型推理;性能优化;大模型;引擎开发;机器学习,5
job_73d88cf1a65d6ca3e397,视频生成数据标注项目管理负责人,数据标注;项目管理;场景设计;数据分析;模型训练;人工智能,6
job_73e928b82f996d53d95f,魔方高级供应链（游戏美术）项目经理,供应链;项目管理;内容运营;动画设计;特效设计,5
job_73ef15951de356f8a67d,混元大模型训练框架研发工程师-（北京/深圳）,模型训练;自然语言处理;多模态;大模型;性能优化;渠道运营,6
job_74033db4218138ac58b2,UE微恐轻动作项目-手游美术项目管理,动画设计;项目管理,2
job_746d9e05013c64fe7f85,在研3D动作游戏-游戏测试开发工程师,测试开发,1
job_74c77f155a386b5f4d97,微信小程序-前端开发工程师,图形渲染;引擎开发;人工智能;智能体,4
job_750a77e3b8f194b22751,数据中心经理,数据中心;游戏服务器;运维,3
job_750f3827211dc5cbd53f,腾讯云后台开发工程师,游戏服务器;系统架构,2
job_75209d06afe3828016b0,产品经理（人-Agent 协作编辑器方向）,产品经理;智能体;人工智能;图形渲染;大模型;场景设计;提示词工程;市场宣发,8
job_7574e64f7df557c678e3,智能体-研发项目经理-Workbuddy/CodeBuddy,智能体;项目管理;产品经理;运维,4
job_759584a71a686a821286,《三角洲行动》-IP视觉设计负责人,品牌;内容运营,2
job_75fe3dba6a3328d3797f,腾讯云-运营商销售经理-移动,渠道运营;产品经理,2
job_764470d14e9d55afc5fc,腾讯AI协作工具后台研发高级工程师岗位,人工智能;游戏服务器;产品经理;性能优化,4
job_765d4bc59caf541d11ec,《异人之下》高级研发项目经理-版本管理方向,项目管理;版本管理,2
job_7671df88e08ff03c764a,金融科技-大模型应用架构师-支付反洗钱风控方向,大模型;风控模型;场景设计;人工智能;智能体;工具调用;多智能体;思维链;提示词工程;指令微调;强化学习,11
job_76dba4e0e17e3e01a1be,《洛克王国：世界》-数据分析,数据分析;系统架构;数据挖掘;产品经理;用户增长;解决方案;数据可视化;市场宣发,8
job_7707a0c716505490c89a,和平精英-内容生态运营-新星引力计划,内容运营;市场宣发;产品经理;用户增长;渠道运营,5
job_7735c364ba296abacfdd,在研3D动作游戏-UE5游戏客户端开发工程师（深圳/北京）,游戏客户端;游戏策划,2
job_775045b8dfc6692877c1,资深AI测试工程师（云数据业务方向）,人工智能;大模型;引擎开发,3
job_775dad9296213e5dda84,云原生算力平台运维工程师(深圳/北京),云原生;运维;Kubernetes;资源管理,4
job_7854c8d662031312627b,AI大模型架构师（训练/推理）,人工智能;大模型;模型训练;智能体;多模态;场景设计;强化学习;思维链;人类反馈强化学习;推理优化;模型量化;模型推理;引擎开发;AIBot;检索增强生成;性能优化;系统架构;Python;C++,19
job_791022e4ad05cf905477,腾讯营销-数据Agent产品经理(深圳/上海),市场宣发;智能体;产品经理;数据资产;人工智能,5
job_7927a3b9b3a86121328f,火龙漫剧-用户增长经理,用户增长;市场宣发;游戏策划;产品经理;渠道运营,5
job_79edb42f73b54ecdf041,腾讯游戏-多模态数据算法工程师-（3D 数据方向）,多模态;动画设计;内容运营;Embedding;数据标注;模型训练;大模型,7
job_79eecf4e52a2487e8ef7,腾讯云-医疗交付架构师(公有云迁移方向）,运维,1
job_7a71f383067dffa50d95,企业微信-AI应用后台开发工程师-多智能体方向(成都/北京),人工智能;游戏服务器;多智能体;智能体;产品经理;性能优化,6
job_7b20af044acde4ce58f3,腾讯云-泛互联网行业解决方案架构师-北/上/深,解决方案;技术支持;场景设计;产品经理,4
job_7b6ebc3cecf0069558ea,腾讯会议-评测产品经理,产品经理;大模型;多模态;场景设计;内容运营;模型量化;UX设计,7
job_7bac5e0675344105134d,营销与交易产品部-营销云AI产品经理,市场宣发;人工智能;产品经理;智能体;内容运营;场景设计;大模型;产品策划;检索增强生成;多模态;数据质量监控;数据分析;UX设计,13
job_7bad88595431cddb634e,单板硬件工程师,场景设计;产品经理;人工智能;ARM;产品策划,5
job_7be4e603b5e1ffcb7648,腾讯游戏-资深机器学习工程师/专家-大规模模型训练与推理优化,机器学习;模型训练;推理优化;动画设计;大模型;分布式训练;性能优化;多模态;人类反馈强化学习,9
job_7c2cb1cbd37511c5401e,3D动作策略游戏《虚环》-引擎开发工程师- -Unity 性能优化方向,动画设计;引擎开发;性能优化;模型量化;解决方案,5
job_7c2ce96b05d9e770d9b8,企业微信-向量存储研发工程师-（成都/北京）,向量数据库;向量索引;分布式系统;产品经理;性能优化,5
job_7c4f33a3e67c9a10ed46,魔方宣发视觉设计师-新星引力计划,品牌;产品经理,2
job_7c9504a08d38636eff00,PUBG Mobile-游戏后台开发工程师-UGC方向,商业分析;游戏服务器;系统架构;运维;AIGC;推荐算法,6
job_7ca7dc60247970d5b6c1,企业微信-后台开发工程师,游戏服务器;系统架构,2
job_7cb1b5564e4c68c443cc,腾讯云-运维工程师(北京)(成都),运维,1
job_7ccd0f805397f0c7c5d9,腾讯战略发展部-高级商业分析师-AI方向,人工智能;产品经理;市场宣发,3
job_7dd86cac90148ef3d3ab,《Arena Breakout》-资深游戏数据分析/数据运营,数据分析;数据质量监控;内容运营;数据平台;数据挖掘,5
job_7e5574b38d299968665b,次世代写实场景概念设计师（高级/专家）,场景设计;概念设计;引擎开发;技术美术,4
job_7ee8bd973d2fdc3a6f58,机器学习平台研发工程师（深圳/北京）,机器学习平台;大模型,2
job_7f1096900c3af6bc37fe,《王者万象棋》客户端高级开发工程师-系统框架方向,C#;C++;游戏策划;隐私计算;解决方案;UX设计,6
job_7f14a537bb121ff16d81,腾讯云大数据迁移工具-高级开发工程师,场景设计;产品经理;系统架构;数据中心;数据平台,5
job_7f50b6698f12bea3f4fc,微信安全-内容理解算法高级工程师-电商入驻审核,内容运营;大模型;场景设计,3
job_7f51233390d981fc2f03,微信安全-数据安全工程师,数据安全;数据资产;数据血缘;数据平台,4
job_7f567a29fbf0db9161d2,腾讯游戏-多模态数据算法工程师-（3D 数据方向）,多模态;动画设计;内容运营;Embedding;数据标注;模型训练;大模型,7
job_7fd5b29426f7838cf401,大模型算法应用工程师（教育方向）,大模型;多模态;场景设计;人工智能;智能体;工具调用;模型训练;产品经理,8
job_7ff4eb49941d6ee86402,QQ游戏平台-产品策划-用户体验与活跃提升方向,产品策划;UX设计;用户增长;场景设计;内容运营,5
job_8095588075b4448dcead,UE微恐轻动作项目-资深关卡策划(玩法设计),动画设计;关卡策划,2
job_80a4f361e66e9c41bccc,混元数据平台全栈开发工程师,数据平台;全栈;系统架构;游戏服务器;数据建模;场景设计,6
job_81561b9cbda560bbadb1,数据中心集中运营工程师,数据中心;模型量化,2
